stock_no,people,lots,b4_pct,b4_people,b4_lots,b1_pct,b1_people,s10_pct
00664R,7016,718575,58.46,329,420228,39.32,111,1.88
00665L,4991,432465,60.35,154,261046,46.87,58,2.27
00666R,134,14624,81.27,6,11886,81.27,6,1.63
00668,1998,7483,30.78,3,2303,16.85,1,31.98
00669R,3192,205117,46.37,65,95150,34.68,25,3.34
00670L,12611,75145,9.06,9,6820,2.53,1,28.5
00671R,3620,535884,69.47,202,372377,53.87,70,1.22
00673R,10087,565051,48.35,178,273276,35.15,56,3.62
00674R,1338,15421,48.01,4,7404,48.01,4,16.87
00675L,20706,116286,18.6,13,21664,14.48,6,31.19
00676R,4030,161334,43.57,49,70339,31.15,18,4.75
00678,1816,8448,23.41,4,1978,0,0,27.95
00679B,235606,6375692,43.85,679,2796156,38.91,150,8.82
00680L,19515,1489576,54.24,529,808375,39.16,161,2.73
00681R,100,7594,89.54,6,6800,72.77,4,1.46
00682U,262,7644,77.23,4,5904,51.67,2,3.93
00683L,335,11434,66.07,6,7555,53.68,3,4.98
00684R,182,9688,80.64,6,7815,63.5,4,3.48
00685L,230782,6699836,29.42,1642,1973212,17.66,320,8.73
00686R,1801,209776,66.17,87,138862,47.58,27,1.71
00687B,155555,4449380,44.1,565,1962973,38.4,138,8.45
00688L,9438,633115,48.55,217,307483,33.94,70,3.12
00689R,50,6889,91.66,5,6316,66.49,2,0.36
00690,18017,83330,11.37,12,9489,4.77,3,36.78
00692,92273,614280,17.07,31,104938,15.42,16,33.41
00693U,3171,78666,44.11,23,34710,36.06,12,9.19
00694B,1967,36576,72.54,7,26538,68.75,5,9.4
00695B,2271,39686,74.9,10,29728,68.22,6,10.51
00696B,11036,617181,83.18,28,513523,82.31,19,4.14
00697B,6451,63212,24.3,12,15366,19.88,8,21.7
00700,2688,34983,15.56,5,5447,11.2,2,17.22
00701,38249,170891,7.45,11,12748,5.98,6,50.72
00702,1175,6688,52.22,5,3493,15.25,1,25.85
00703,1050,9550,21.85,3,2088,0,0,23.63
00706L,6658,152271,32.15,33,48982,23.39,12,9.22
00708L,16095,127573,22.43,26,28634,13.3,7,24.89
00709,2359,15460,38.85,10,6007,7.05,1,23.08
00710B,3649,180761,82.49,10,149147,80.75,5,4.76
00711B,795,871761,99.33,5,866129,99.18,3,0.16
00712,133717,4977011,32.78,1099,1632738,22.08,201,6.06
00713,271427,1722012,23.56,78,406057,22.29,45,31.72
00714,2429,21067,49.35,12,10399,17.49,2,22.72
00715L,6513,106192,41.04,22,43603,35.37,12,11.85
00717,7699,122605,28.14,30,34524,17.51,8,15.81
00719B,13902,546014,62.59,54,341831,58.71,20,5.88
00720B,79040,3915109,64.33,307,2519199,60.89,77,4.73
00722B,13602,1455239,90.0,44,1309887,89.38,28,2.46
00723B,461,1519583,99.74,13,1515838,99.68,11,0.05
00724B,6248,3022775,97.64,34,2951926,97.42,22,0.5
00725B,41786,3693706,81.96,162,3027875,80.25,58,2.75
00726B,1743,1189489,98.01,19,1166058,97.59,11,0.33
00727B,712,56689,90.41,6,51260,87.1,3,2.71
00728,9539,38423,1.4,1,538,0,0,50.61
00730,13358,70544,16.78,9,11842,12.14,4,40.93
00731,8434,21600,17.99,5,3892,5.75,1,55.83
00733,21316,65466,13.29,5,8708,11.1,3,53.01
00734B,526,24979,82.51,2,20613,80.06,1,4.81
00735,33914,120289,17.98,17,21640,12.44,6,40.86
00736,510,6727,76.4,6,5140,42.75,2,9.49
00737,5468,22538,14.68,5,3310,4.88,1,44.31
00738U,33837,245799,18.44,40,45392,11.83,13,27.05
00739,1975,25988,40.12,10,10430,18.75,2,17.22
00740B,6025,2186471,96.8,48,2116797,96.36,32,0.59
00741B,1141,13128,50.28,3,6604,37.85,1,17.84
00746B,1337,2532464,99.56,27,2521700,99.45,21,0.09
00749B,202,1110500,99.78,8,1108211,99.75,7,0.02
00750B,72,148000,99.61,4,147431,99.32,3,0.04
00751B,67598,5084103,74.95,323,3811690,72.27,93,3.05
00752,17525,274216,34.38,34,94308,29.92,14,15.51
00753L,10474,713657,53.07,244,378897,38.72,76,3.11
00754B,448,1277900,99.74,14,1274670,99.74,14,0.06
00755B,1020,280230,97.77,8,274020,97.59,7,0.83
00756B,2330,1296800,97.62,18,1266199,97.32,12,0.37
00757,70116,271494,30.84,29,83795,28.38,17,33.73
00758B,121,5525,90.49,1,5000,90.49,1,2.2
00759B,112,47525,98.89,1,47000,98.89,1,0.16
00760B,637,435020,99.15,6,431349,99.15,6,0.29
00761B,3451,2731089,98.54,30,2691820,98.44,25,0.28
00762,23049,48248,20.35,7,9826,15.54,3,51.51
00763U,4265,45565,55.83,14,25449,49.5,10,17.94
00764B,8417,1543000,94.11,33,1452435,93.72,21,1.35
00768B,1636,760100,98.29,28,747230,97.82,22,0.37
00770,18219,79458,13.59,10,10816,8.76,5,41.18
00771,2068,14225,16.96,2,2413,11.94,1,30.1
00772B,41055,3362290,80.49,139,2707144,78.85,45,2.87
00773B,8992,2554790,95.62,43,2443597,95.26,27,0.83
00775B,183,232100,99.85,8,231786,99.23,6,0.06
00777B,213,2076650,99.92,14,2075360,99.88,13,0
00778B,183,1522650,99.94,12,1521980,99.89,10,0.01
00779B,654,1297150,99.56,8,1291597,99.49,7,0.1
00780B,1293,246602,97.3,9,239966,96.96,8,1.25
00781B,677,8336,30.08,3,2508,17.99,1,18.55
00782B,1234,19467,20.17,3,3929,15.04,2,16.34
00783,818,7031,9.58,1,674,0,0,26.17
00785B,249,1063466,99.82,11,1061670,99.7,8,0.02
00786B,1321,21066,35.03,7,7383,20.38,2,16.26
00787B,1027,11806,37.93,5,4480,16.94,1,18.1
00788B,1508,24706,24.78,7,6125,12.96,2,15.13
00789B,364,455600,99.38,11,452790,99.07,9,0.17
00791B,97,279100,99.67,6,278204,99.67,6,0.02
00792B,447,2276615,99.87,15,2273756,99.81,13,0.03
00793B,413,3026,18.58,1,562,0,0,27.38
00795B,37757,1532098,56.01,141,858509,52.18,42,5.93
00799B,1674,25536,22.72,6,5808,12.67,2,16.2
00830,176232,798465,22.39,58,178996,19.76,23,35.74
00834B,136,23198,94.36,4,21890,94.36,4,0.95
00836B,425,611041,99.56,12,608516,99.22,9,0.11
00840B,90,59431,99.27,3,59000,99.27,3,0.15
00841B,118,70440,99.43,5,70048,98.66,4,0.2
00842B,880,18267,47.9,6,8752,39.59,3,10.77
00844B,303,222175,99.13,5,220282,98.95,4,0.3
00845B,219,237051,99.34,3,235500,99.34,3,0.12
00846B,262,74350,98.18,2,73000,98.18,2,0.5
00847B,407,4805,33.52,2,1611,0,0,18.31
00848B,157,136066,99.52,3,135424,99.21,2,0.13
00849B,108,486106,99.79,6,485136,99.6,4,0.01
00850,80755,415444,17.06,31,70980,14.66,17,39.51
00851,2183,5525,27.87,1,1540,27.87,1,43.11
00852L,474,8365,66.76,3,5586,47.96,1,8.29
00853B,2350,178134,91.12,10,162351,89.53,5,3.31
00856B,412,6792,63.16,3,4291,44.16,1,9.06
00857B,16105,525268,52.32,65,274906,47.48,22,7.69
00858,19562,117374,14.92,13,17533,11.35,6,30.6
00859B,1429,25011,21.49,5,5379,16.18,3,12.37
00860B,345,2671,0,0,0,0,0,23.34
00861,19895,69412,4.74,4,3308,1.83,1,54.02
00862B,1528,879381,98.28,11,864480,98.09,8,0.4
00863B,340,511964,99.63,9,510152,99.42,7,0.12
00864B,3396,98222,33.42,21,32843,26.65,10,7.24
00865B,8799,277744,30.59,44,85024,23.3,11,6.21
00867B,204,565150,99.82,10,564172,99.72,9,0.05
00870B,323,564151,99.6,9,561943,99.41,7,0.1
00875,4866,13488,17.01,3,2295,9.42,1,49.19
00876,23527,93524,26.52,9,24816,23.37,4,40.06
00877,12660,154788,17.05,26,26411,9.23,8,20.73
00878,1622586,18395790,11.2,853,2063582,9.07,147,20.25
00881,319547,2433403,14.9,108,363068,13.29,41,31.19
00882,83681,2002849,27.7,388,555093,18.51,84,10.18
00884B,210,75440,98.73,4,74496,97.42,3,0.41
00885,50074,614738,17.5,90,107720,11.72,32,19.15
00886,1207,4451,13.12,1,584,0,0,45.8
00887,19804,423351,31.26,109,132471,19.69,31,11.47
00888,96761,687478,10.9,40,74988,8.84,15,34.64
00890B,710,18264,71.17,2,13000,65.7,1,8.37
00891,176868,1748090,13.23,96,231559,11.02,31,25.53
00892,47279,324292,15.42,29,50111,12.45,15,34.3
00893,58092,359884,8.2,22,29588,5.17,5,38.94
00894,25545,149009,14.8,11,22072,13.01,7,38.32
00895,29722,146916,10.29,8,15152,9.08,5,44.13
00896,49722,391380,7.85,24,30808,5.43,9,32.99
00897,10216,143012,21.25,26,30404,13.05,7,20.53
00898,10119,140476,18.73,26,26335,10.18,7,22.03
00899,3939,16135,5.66,1,915,0,0,44.78
00900,134555,1608525,14.52,90,233857,12.12,24,22.75
00901,12170,63349,13.38,11,8488,4.84,2,41.03
00902,18323,227497,17.65,28,40194,13.73,13,21.78
00903,7276,49221,12.33,5,6079,9.88,3,36.98
00904,25074,162612,11.67,16,19005,5.18,3,36.23
00905,44847,359827,7.36,19,26569,5.72,8,31.55
00907,20171,155633,14.4,14,22446,11.32,7,32.23
00908,2778,35416,36.76,8,13024,27.51,4,19.01
00909,27337,105704,11.81,9,12505,8.65,4,46.0
00910,41759,126939,14.97,12,19022,12.25,5,47.74
00911,13338,29403,14.3,4,4209,7.23,1,56.97
00912,8594,60253,20.67,8,12464,16.62,4,33.35
00913,11043,47766,9.95,5,4762,5.53,2,43.97
00915,73719,520483,16.58,36,86381,14.59,18,35.61
00916,21418,118919,14.95,16,17796,9.03,6,40.0
00917,11900,61478,16.74,10,10307,10.91,4,39.17
00918,270086,3461264,12.99,193,450154,10.66,54,20.24
00919,1381137,18194135,10.81,1039,1968457,8.0,148,17.9
00920,7271,20280,19.34,5,3923,10.49,2,48.04
00921,9021,54770,11.83,7,6492,6.71,2,40.37
00922,190421,2151686,30.97,107,666790,28.82,31,21.19
00923,106336,854423,15.63,40,133681,14.27,20,31.81
00924,55608,435103,23.57,26,102607,21.73,14,27.46
00926,9259,91982,51.51,11,47399,48.06,6,22.18
00927,140715,1350397,12.29,86,166328,9.54,26,26.99
00928,7489,45856,17.5,7,8032,13.2,4,35.58
00929,430860,4792139,9.66,198,463819,7.85,46,22.65
00930,19363,131279,8.79,8,11564,6.39,4,37.98
00931B,34420,2224898,76.0,105,1691497,74.21,39,4.16
00932,13874,119283,12.04,9,14382,10.38,6,32.44
00933B,78701,6366458,76.0,414,4839152,72.91,96,3.03
00934,48993,425526,9.95,25,42421,7.63,10,31.13
00935,123717,857004,20.55,50,176281,18.84,25,29.69
00936,23105,205797,10.37,8,21376,9.33,5,30.64
00937B,213540,16876305,60.6,3075,10229255,51.8,605,2.71
00938,6352,98016,43.35,9,42499,42.9,8,19.07
00939,104016,1192476,7.43,48,88827,5.62,15,26.66
00940,326436,5449365,12.73,426,694804,8.99,83,17.94
00941,49296,453291,11.99,36,54427,8.33,11,29.03
00942B,10022,2005459,89.66,67,1798230,88.58,30,1.36
00943,4084,41389,34.33,6,14218,30.22,4,26.29
00944,7969,54081,9.29,5,5034,5.6,2,37.39
00945B,18634,797318,40.17,129,320573,33.17,37,5.45
00946,37121,460246,18.53,32,85359,15.89,11,22.67
00947,39277,290864,21.5,34,62579,17.22,15,31.57
00948B,26812,3972427,80.95,306,3216246,77.68,94,1.6
00949,17830,172928,20.89,26,36160,15.68,11,27.86
00950B,12441,4009309,90.68,144,3636351,89.32,52,0.71
00951,16028,224542,24.93,35,56018,19.14,13,18.54
00952,22921,245275,10.61,27,26064,4.77,6,25.16
00953B,47800,4143675,52.79,1205,2188147,39.48,295,2.3
00954,11441,120747,19.45,19,23501,12.24,5,23.87
00955,41004,569931,28.52,68,162658,23.94,26,18.1
00956,3274,34130,22.13,6,7557,12.6,2,23.3
00957B,4011,189763,50.7,30,96258,44.38,12,6.0
00958B,4388,123271,24.11,26,29749,16.76,10,10.17
00959B,9403,507836,48.21,76,244887,41.35,21,4.56
00960,9142,57995,16.2,7,9400,14.4,5,39.23
00961,32254,447511,9.2,37,41284,5.38,8,19.78
00962,5668,54420,24.04,10,13089,16.19,4,26.84
00963,4532,102933,31.05,23,31988,24.79,12,10.33
00964,4292,70624,20.72,15,14649,10.74,4,14.19
00965,36003,439492,41.82,45,183875,39.25,26,19.36
00966B,3983,117732,36.64,20,43159,28.64,7,10.62
00967B,2615,179907,71.62,34,128867,63.19,12,4.08
00968B,8345,691511,63.78,92,441166,59.0,39,3.04
00969B,2099,157133,71.32,45,112087,62.17,21,3.67
00970B,5936,380229,60.06,60,228395,53.81,24,4.39
00971,6952,57177,17.9,9,10253,11.81,4,29.6
00972,1668,17672,34.4,3,6081,32.11,2,21.55
009800,20173,287891,24.37,46,70236,19.29,21,17.83
009801,8177,96119,26.14,17,25145,20.1,8,22.21
009802,40313,531495,12.8,52,68147,8.03,13,21.33
009803,20740,187328,13.41,18,25171,10.5,10,27.03
009804,18986,157392,7.57,14,11936,3.27,3,30.19
009805,54430,614316,21.5,70,132229,16.97,23,22.78
009806,1107,14161,59.06,6,8366,51.49,4,16.88
009807,1205,14260,57.69,8,8229,31.41,2,19.84
009808,4423,40511,9.37,3,3803,7.18,2,31.63
009809,2603,32363,35.54,8,11510,25.2,3,21.77
00980A,70211,705730,16.98,53,119952,14.32,21,25.92
00980B,1549,53569,45.78,14,24537,37.28,6,7.67
00980D,3360,98457,41.28,28,40651,31.03,10,7.77
00980T,3313,71418,48.25,10,34471,42.66,4,13.25
009810,1913,19154,30.19,4,5785,22.89,2,23.19
009811,23530,246450,20.12,35,49618,14.04,11,24.62
009812,6069,97882,38.29,22,37490,30.49,10,16.22
009813,24747,342324,22.12,53,75784,16.01,18,20.34
009814,12754,147076,19.26,21,28347,14.81,10,22.95
009815,31440,461670,22.32,60,103112,16.68,18,18.88
009816,927790,11922844,17.89,1414,2133918,12.31,279,19.75
009817,10495,242936,29.4,52,71465,20.71,14,12.51
009818,5374,51652,7.0,3,3623,4.42,1,33.0
009819,56966,672245,14.45,59,97312,10.88,22,25.32
00981A,1008033,10024709,20.03,978,2010662,15.71,253,22.52
00981B,15332,1407113,52.43,492,738030,36.47,121,2.02
00981D,8574,516300,46.22,153,238796,31.92,34,3.38
00981T,7934,227261,34.57,56,78606,23.97,18,8.87
009820,40940,1282202,39.98,254,512803,30.5,61,9.27
009821,70417,720340,12.36,60,89239,9.34,24,28.55
009822,6714,101056,10.7,11,10841,5.62,3,23.76
009823,34950,373317,20.5,38,76623,15.42,8,27.49
009824,52788,654347,18.69,85,122425,12.13,16,24.48
009825,5693,194208,18.47,39,35907,8.8,9,8.91
009826,13112,381804,33.71,77,128738,25.61,23,11.64
00982A,180953,2252936,14.66,176,330880,11.05,38,21.12
00982B,770,28400,65.71,6,18664,63.95,5,6.26
00982D,2767,73229,36.18,20,26503,27.59,9,9.95
00982T,1771,18597,36.13,6,6723,23.89,3,27.08
00983A,10131,99686,22.83,14,22768,19.32,8,25.22
00983B,809,28653,60.89,8,17451,51.24,3,6.82
00983D,3953,101697,31.17,30,31711,16.78,8,7.48
00984A,64967,643458,13.67,45,88046,10.78,17,26.79
00984B,3673,126433,35.16,29,44493,26.0,9,6.92
00984D,9577,643557,43.78,242,281902,25.9,62,3.18
00985A,47906,466789,16.26,39,76013,13.0,13,26.78
00985B,7987,602501,58.65,140,353460,48.92,44,3.28
00985D,1782,84232,61.75,16,52028,53.01,6,5.13
00986A,4948,41327,17.68,7,7318,10.65,3,31.38
00986B,398,24762,83.97,8,20795,77.49,5,3.71
00986D,2360,153677,51.53,45,79231,42.17,24,3.52
00987A,18832,172643,14.64,17,25308,10.83,7,30.47
00987B,2140,69827,53.41,21,37311,39.68,8,8.04
00988A,240681,3387437,23.72,373,804324,18.64,86,17.88
00988B,4618,127833,30.7,28,39262,22.07,10,9.47
00989A,7068,73117,19.9,9,14566,16.4,5,25.12
00989B,1654,59452,49.82,12,29628,43.44,7,8.71
00990A,126020,2467022,34.92,403,861917,27.16,102,13.34
00990B,3304,91350,44.83,19,40969,37.62,9,11.27
00991A,342010,4637416,20.12,478,934165,15.55,119,19.02
00991B,248,222828,98.65,14,219848,96.37,6,0.27
00992A,192792,2441955,16.16,235,395285,11.74,58,21.55
00993A,50675,777591,15.63,99,121745,9.97,23,19.03
00994A,31871,302690,15.67,32,47469,11.11,9,25.96
00995A,26535,299035,15.03,27,45024,11.32,8,25.84
00996A,25254,313899,15.51,40,48749,9.61,9,23.28
00997A,72868,1268877,21.18,150,269024,15.55,33,16.71
00998A,15576,209609,39.97,24,83819,36.31,12,19.14
00999A,100253,1194517,10.59,103,126817,6.67,25,25.57
01001T,1362,583000,93.27,61,543853,90.1,28,0.5
01002T,3277,1393000,93.65,112,1304856,91.25,61,0.54
01004T,1237,730200,94.05,82,686924,90.4,38,0.31
01007T,1825,720000,92.88,83,668891,89.56,45,0.48
01009T,957,300000,90.28,61,270899,85.59,40,0.64
01010T,854,2308170,98.74,82,2279422,97.97,55,0.04
1101,508735,7523182,55.95,915,4210323,51.9,414,12.88
1101B,7439,200000,94.12,22,188278,91.31,14,2.14
1102,103862,3546563,81.43,329,2888738,79.19,196,6.12
1103,74184,832875,80.46,137,670304,76.99,89,5.83
1104,55887,686682,73.3,112,503495,67.45,45,8.15
1107,3436,10100,99.7,1,10070,99.7,1,0.29
1108,12993,404738,79.45,75,321612,74.84,43,6.46
1109,12081,341159,79.52,70,271379,72.88,36,5.9
1110,5198,572001,94.05,58,538071,91.57,37,0.97
1113O,178,840,0,0,0,0,0,63.21
1113R,381,2129,0,0,0,0,0,30.62
1201,87784,506063,63.91,65,323549,59.13,26,12.39
1203,55297,240000,90.91,50,218258,86.74,35,2.92
1204,3519,18375,45.74,6,8407,31.77,2,19.64
1207,46693,464094,77.27,48,358693,75.29,31,9.48
1210,98172,894767,66.26,136,593036,61.86,72,14.39
1212,30405,174140,44.23,45,77058,35.58,20,17.35
1213,6586,56623,81.63,12,46226,77.06,8,7.2
1215,97068,294790,57.97,35,170960,54.06,18,24.03
1216,141702,5682015,89.84,764,5106023,86.25,445,3.87
1217,138491,494513,61.29,129,303179,53.88,71,14.68
1218,82770,499999,67.56,67,337906,63.52,35,11.63
1219,53003,341238,63.45,77,216571,58.42,51,10.65
1220,47249,177078,67.59,46,119729,60.42,27,10.69
1221,18666,95038,34.18,22,32505,25.85,10,21.97
1224,3614,71910,88.36,20,63549,82.38,13,3.39
1225,43413,242268,89.78,39,217546,87.41,29,3.3
1227,53613,915090,67.77,78,620373,64.55,30,12.78
1228,1583,11130,37.93,5,4224,12.17,1,11.98
1229,102812,1795961,65.54,162,1177385,62.86,81,10.62
1231,35096,298454,64.82,26,193514,63.11,17,16.65
1232,17013,159975,73.86,11,118173,72.1,6,12.73
1233,10268,90592,75.43,27,68354,68.01,15,4.89
1234,24289,401871,83.11,137,334112,74.25,80,5.61
1235,2941,188578,96.32,15,181657,95.38,12,1.11
1236,11855,86674,83.03,23,71984,78.12,18,7.19
1238,2042,29948,11.73,4,3516,8.56,2,21.52
1240,3054,44232,69.67,25,30822,49.14,11,8.34
1256,6225,35781,59.9,10,21440,47.11,3,17.26
1259,16375,32390,77.45,9,25090,71.38,6,8.79
1260,1319,102098,76.34,30,77959,70.63,20,2.04
1264,9140,37052,47.27,16,17524,24.84,5,23.91
1268,3338,42224,78.11,17,32982,72.16,12,8.33
1269,690,20902,77.74,7,16253,72.74,5,3.06
1271,2955,77089,74.09,19,57142,64.41,7,5.88
1293,399,17094,74.31,11,12705,42.38,4,3.18
1294,4499,30572,56.22,13,17194,40.76,6,11.74
1295,3115,34475,56.5,14,19486,44.95,8,15.72
1301,304409,6365741,74.51,572,4744509,71.82,299,9.35
1303,267896,7930822,86.31,679,6846923,83.83,369,4.94
1304,100925,1188764,60.35,111,717713,57.01,47,13.9
1305,73006,581050,51.06,61,296814,47.03,21,16.92
1306,6134,44537,21.32,4,9502,19.39,2,23.57
1307,17800,397818,81.21,62,323092,78.28,43,6.51
1308,76729,593744,51.76,61,307417,48.41,29,16.66
1309,79329,397587,45.87,30,182453,42.64,9,22.34
1310,106634,527870,29.93,88,158091,23.57,30,25.18
1312,136770,1506620,58.89,177,887714,54.8,75,13.76
1312A,1276,20000,54.33,12,10869,21.4,2,13.63
1313,63058,1330846,67.53,161,898955,63.41,71,9.69
1314,308746,3784850,40.81,757,1545233,32.63,245,14.85
1315,5914,99099,81.1,43,80387,70.24,25,6.52
1316,60918,401646,42.76,86,171820,32.76,23,17.28
1319,34083,591477,78.92,101,466900,75.18,62,9.89
1321,4004,227228,70.2,93,159571,53.3,34,2.67
1323,13832,91275,70.55,36,64419,61.12,23,8.64
1324,23508,75122,66.16,20,49714,60.68,13,16.59
1325,36176,85281,48.44,10,41320,44.85,5,27.5
1326,189395,5861186,82.15,505,4816263,79.68,273,6.12
1333,15932,74515,51.19,14,38160,43.03,3,11.0
1336,12096,77614,50.44,22,39170,39.24,7,11.61
1337,52485,268955,47.76,57,128495,39.32,19,14.58
1338,55857,83840,42.72,23,35837,33.79,12,18.95
1339,7295,74124,75.2,16,55751,72.5,13,11.11
1340,61829,152923,34.5,24,52791,28.15,7,19.87
1341,9787,52851,83.7,16,44243,75.97,9,2.64
1342,8584,78001,59.35,14,46311,52.88,6,16.52
1343,1232,40514,66.15,22,26810,42.18,7,5.75
1402,90114,5352875,88.76,421,4752820,86.78,253,3.03
1407,162261,441064,35.26,76,155617,28.85,29,29.77
1407A,4925,67904,53.45,9,36304,52.82,8,18.88
1408,70778,352042,20.68,72,72860,12.52,23,29.38
1409,152129,1618409,63.36,214,1025865,60.0,125,14.09
1410,6661,62000,76.19,19,47248,68.17,11,5.33
1413,8535,132112,75.86,26,100244,69.35,13,5.85
1414,26707,198000,88.09,36,174449,83.27,22,4.77
1416,45834,185342,54.38,38,100839,48.65,21,14.73
1417,55619,189942,58.36,51,110887,48.22,20,16.57
1418,30643,56834,71.48,19,40642,58.95,7,5.44
1419,16949,300041,90.76,72,272383,85.53,48,2.14
1423,18233,99648,83.37,29,83102,74.55,15,4.89
1432,255917,108000,54.91,16,59315,53.42,13,29.96
1434,65347,1684665,71.96,165,1212693,68.73,73,7.85
1435,33220,139780,94.87,24,132626,93.05,19,2.23
1436,14666,194152,76.19,39,147962,72.79,28,9.75
1437,8631,201871,79.48,76,160478,66.2,35,4.84
1438,5054,111206,83.15,29,92488,76.47,18,4.95
1439,4424,92000,84.8,31,78035,74.67,17,4.98
1440,95238,1656816,77.75,269,1288518,72.89,142,7.03
1441,14837,71744,65.0,15,46655,58.35,7,19.81
1442,8692,366211,87.02,108,318761,78.64,63,3.29
1443,15750,135343,89.9,40,121698,81.1,21,2.78
1444,62024,995595,63.91,135,636531,59.94,72,10.84
1445,11913,130666,68.38,38,89379,60.48,21,7.65
1446,8061,137710,65.54,28,90292,61.86,19,8.89
1447,44310,910071,70.01,126,637277,65.92,67,10.46
1449,45752,127115,38.33,27,48735,32.26,15,24.31
1450,15145,79013,25.77,14,20375,20.99,8,25.51
1451,16857,198000,63.81,41,126363,56.63,15,10.93
1452,47121,132641,48.95,40,64951,37.94,18,15.3
1453,14140,113243,75.65,18,85690,73.7,14,12.41
1454,13828,129834,81.71,35,106118,77.53,27,6.46
1455,35280,531688,66.99,79,356314,62.7,41,11.81
1456,4577,93720,85.52,15,80169,80.73,8,3.34
1457,16688,316730,74.75,70,236833,68.56,39,6.72
1458,21172,260762,59.76,59,155853,51.04,23,13.68
1459O,13860,358629,85.78,77,307711,79.71,42,4.43
1460,24260,694643,71.93,123,499774,65.22,51,6.41
1462,61185,300656,46.49,99,139820,34.37,37,16.04
1463,33479,173268,81.35,41,140994,74.83,20,5.15
1464,63456,425576,61.29,84,260914,54.39,38,9.98
1465,10257,103607,72.77,38,75421,62.37,22,10.12
1466,21957,111157,67.93,33,75537,61.78,23,11.04
1467,18063,233625,67.1,45,156820,59.72,18,10.31
1468,1343,160405,97.5,18,156414,96.81,16,0.42
1469,336,87218,92.35,28,80568,87.63,21,0.17
1470,1216,85767,87.2,36,74809,70.18,13,0.76
1471,56559,150415,22.53,24,33913,16.94,8,30.01
1472,3623,52488,81.21,17,42638,69.84,7,2.66
1473,12676,146154,71.64,30,104750,69.22,24,9.99
1474,16457,129897,59.44,32,77220,53.0,17,13.4
1475,2303,66017,76.27,16,50371,68.98,8,4.39
1476,18172,274367,81.02,77,222341,74.25,48,5.84
1477,28586,246694,63.55,83,156812,53.07,43,14.43
1480,364,416085,98.22,60,408728,94.46,37,0.16
1491,1719,54818,59.65,24,32708,46.3,13,3.37
