stock_no,people,lots,b4_pct,b4_people,b4_lots,b1_pct,b1_people,s10_pct
00642U,6971,56821,47.29,12,26882,40.19,6,21.05
00643,3164,72503,40.89,21,29662,27.26,6,11.47
00645,9760,43497,26.41,11,11491,16.56,4,35.78
00646,114568,637985,44.11,72,281536,40.01,31,24.6
00647L,1525,6416,31.08,1,1994,31.08,1,28.18
00648R,2352,142688,47.33,38,67570,36.62,12,3.4
00650L,2244,96338,48.21,42,46462,36.5,21,4.97
00651R,373,32192,69.7,15,22446,53.36,7,2.36
00652,9309,61035,30.92,14,18874,24.99,7,28.64
00653L,1255,12403,6.78,1,841,0.0,0,21.11
00654R,361,19466,56.7,9,11040,39.41,3,4.06
00655L,2219,57958,28.39,19,16459,15.45,5,8.64
00656R,310,20357,76.71,14,15621,46.86,4,3.1
00657,1643,6079,15.05,1,915,0.0,0,40.12
00660,1026,6531,16.18,2,1057,0.0,0,19.98
00661,7252,23425,16.53,5,3876,4.93,1,42.46
00662,111608,920529,36.73,103,338304,32.28,30,15.62
00663L,14174,141663,26.45,20,37489,21.95,11,19.98
00664R,9935,884575,59.16,407,523457,39.81,131,2.51
00665L,5092,407965,57.29,159,233775,42.38,62,2.47
00666R,121,12124,80.86,6,9805,68.5,4,1.5
00668,2032,7483,31.82,2,2382,20.87,1,33.2
00669R,3088,200117,45.99,62,92086,34.52,24,3.31
00670L,12494,77145,11.95,8,9235,6.48,2,27.87
00671R,3536,507884,68.97,203,350439,52.75,71,1.26
00673R,16895,1249551,51.53,352,644030,39.51,111,2.66
00674R,1277,14421,45.72,4,6595,40.4,3,16.67
00675L,18793,106286,19.82,11,21088,15.01,4,30.9
00676R,4331,200834,47.26,71,94964,32.29,22,4.03
00678,1876,8948,23.85,4,2135,0.0,0,28.13
00679B,233338,6189192,42.69,693,2644161,37.49,150,9.01
00680L,19113,1436576,53.83,505,773561,38.66,152,2.79
00681R,100,7594,90.61,6,6882,70.67,4,1.47
00682U,259,7644,77.86,4,5953,52.27,2,3.7
00683L,319,11434,68.01,6,7776,60.0,4,4.58
00684R,167,9688,81.26,6,7873,73.79,5,3.14
00685L,190002,5850336,33.57,1478,1964940,21.58,309,8.06
00686R,2052,266276,68.57,113,182648,51.11,40,1.53
00687B,152598,4242880,42.34,559,1797189,36.41,138,8.68
00688L,9098,611615,49.36,204,301966,35.42,69,3.11
00690,17110,83830,13.38,13,11236,7.91,5,35.9
00692,91243,613280,16.7,33,102522,14.99,17,33.21
00693U,2890,66666,43.29,18,28870,36.6,10,9.58
00694B,2000,27576,63.34,7,17469,56.88,5,12.6
00695B,2246,40186,73.54,8,29557,68.8,5,10.22
00696B,10941,617681,82.98,27,512699,82.06,18,4.07
00697B,6735,66212,22.8,11,15109,19.24,7,21.82
00700,2595,31483,11.77,5,3712,5.16,1,18.58
00701,37720,168891,6.9,11,11673,5.41,6,50.66
00702,1149,6688,55.08,5,3685,31.04,2,25.58
00703,1016,9550,27.01,4,2581,0.0,0,22.83
00706L,6037,123271,31.72,30,39127,22.05,11,10.2
00708L,18165,155573,26.05,27,40567,18.65,10,22.91
00709,2257,14460,33.42,8,4836,7.44,1,24.67
00710B,3706,180261,81.57,7,147058,81.03,5,4.82
00711B,796,871761,99.28,4,865639,99.18,3,0.17
00712,145534,5767511,31.02,1391,1789968,19.46,259,5.57
00713,269348,1687012,22.08,79,372844,20.86,46,32.15
00714,2374,19567,47.1,11,9220,15.98,2,23.56
00715L,3318,57692,59.93,15,34593,53.68,10,8.39
00717,7515,118605,26.33,23,31257,17.92,8,15.88
00719B,14841,311014,30.04,53,93466,22.94,18,10.82
00720B,77572,4016609,65.79,301,2643170,62.48,75,4.54
00722B,13452,1460739,89.92,49,1313804,89.15,29,2.41
00723B,470,1520583,99.72,13,1516409,99.65,11,0.05
00724B,6172,3023275,97.64,32,2952395,97.5,24,0.5
00725B,41166,3679206,82.0,151,3017416,80.41,56,2.71
00726B,1719,1186989,97.95,16,1162839,97.65,10,0.32
00727B,725,57189,89.71,5,51314,87.58,3,2.79
00728,9916,39423,2.91,1,1151,2.91,1,49.66
00730,13043,69044,15.67,8,10833,12.01,4,40.92
00731,8171,20100,15.64,5,3147,0.0,0,57.54
00733,20648,62966,13.05,6,8227,11.52,4,53.75
00734B,519,24979,82.54,2,20621,80.06,1,4.71
00735,31782,115789,20.9,22,24233,14.05,8,39.25
00736,491,6727,72.85,6,4901,41.59,2,9.07
00737,5480,22538,15.05,4,3395,9.34,2,44.09
00738U,32751,247299,20.35,44,50372,12.8,11,25.91
00739,1956,24988,38.34,9,9586,19.58,2,17.79
00740B,6003,2193471,96.66,45,2120657,96.26,31,0.61
00741B,1133,13128,49.89,3,6552,37.85,1,17.84
00746B,1317,2550464,99.56,27,2539882,99.44,21,0.09
00749B,193,1110500,99.75,7,1107810,99.75,7,0.02
00750B,76,148000,99.73,4,147617,99.32,3,0.04
00751B,67049,5225103,75.53,332,3947867,72.8,93,2.94
00752,17191,257216,30.83,31,79376,26.66,13,16.2
00753L,11420,683157,47.87,243,327209,32.52,76,3.72
00754B,460,1303900,99.75,14,1300670,99.75,14,0.06
00755B,1007,296230,97.72,7,289500,97.72,7,0.77
00756B,2329,1332300,97.64,19,1301167,97.21,10,0.36
00757,68274,266494,30.43,29,81161,27.5,16,33.78
00758B,123,5525,90.49,1,5000,90.49,1,2.33
00759B,120,47525,98.89,1,47000,98.89,1,0.18
00760B,621,435020,99.16,6,431379,99.16,6,0.28
00761B,3427,2734589,98.55,29,2695200,98.48,26,0.28
00762,22633,46748,18.07,6,8456,14.44,3,52.7
00763U,4008,41065,49.14,11,20186,44.92,9,18.58
00764B,8291,1541500,94.07,32,1450344,93.6,19,1.34
00768B,1749,791100,98.19,27,776839,97.83,22,0.39
00770,22185,92458,11.46,9,10613,7.18,4,42.99
00771,2066,14225,15.45,2,2199,11.94,1,29.84
00772B,40591,3362790,80.38,143,2703685,78.61,42,2.83
00773B,8886,2593790,95.67,43,2481845,95.25,25,0.81
00775B,183,232100,99.66,7,231330,99.23,6,0.06
00777B,224,2076650,99.92,14,2075360,99.88,13,0.01
00778B,184,1522150,99.94,11,1521483,99.92,10,0.02
00779B,639,1297150,99.57,8,1291737,99.5,7,0.1
00780B,1283,246102,97.39,9,239711,96.87,7,1.23
00781B,734,8836,30.79,3,2722,16.97,1,18.72
00782B,1259,20967,24.85,5,5218,14.34,2,15.48
00783,807,7031,11.36,1,799,0.0,0,25.67
00785B,238,1063466,99.83,11,1061786,99.7,8,0.02
00786B,1282,19566,29.51,6,5776,15.33,1,16.61
00787B,1005,11806,41.33,5,4881,16.94,1,17.77
00788B,1453,24706,27.31,7,6749,15.29,2,14.46
00789B,355,455600,99.38,11,452790,99.07,9,0.17
00791B,99,281100,99.68,6,280204,99.68,6,0.03
00792B,450,2317615,99.86,15,2314673,99.81,13,0.02
00793B,260,1526,0.0,0,0,0.0,0,31.62
00795B,37168,1514598,55.57,142,841953,51.57,41,5.91
00799B,1665,26036,25.26,8,6583,8.46,1,15.74
00830,184109,871465,21.38,61,186424,18.85,26,35.36
00834B,135,23198,94.36,4,21890,94.36,4,0.88
00836B,423,630541,99.61,12,628095,99.33,9,0.1
00840B,91,59431,99.27,3,59000,99.27,3,0.16
00841B,121,70440,99.43,5,70047,98.66,4,0.2
00842B,1003,21767,43.44,7,9459,33.1,3,10.86
00844B,298,213175,99.21,5,211503,98.91,4,0.31
00845B,221,237051,99.59,4,236105,99.34,3,0.12
00846B,257,74350,98.18,2,73000,98.18,2,0.48
00847B,305,3805,32.84,2,1250,0.0,0,16.3
00848B,153,136066,99.21,2,135000,99.21,2,0.11
00849B,106,485606,99.84,5,484872,99.74,4,0.01
00850,80406,414944,17.66,32,73338,15.15,17,39.25
00851,2131,5525,27.87,1,1540,27.87,1,42.07
00852L,573,6365,50.97,2,3245,36.02,1,14.04
00853B,2333,178134,91.02,10,162155,89.53,5,3.34
00856B,408,6792,65.55,3,4453,59.59,2,9.18
00857B,15662,601768,59.83,68,360189,55.51,23,6.49
00858,18945,117874,16.22,13,19133,12.82,6,30.0
00859B,1964,33511,21.48,8,7205,11.48,2,13.5
00860B,365,2671,0.0,0,0,0.0,0,25.91
00861,18845,69412,5.09,3,3542,3.81,2,52.99
00862B,1498,879381,98.32,10,864662,98.27,9,0.39
00863B,336,511964,99.51,8,509478,99.42,7,0.11
00864B,3822,110722,34.71,23,38449,27.29,10,7.27
00865B,10274,319744,30.5,57,97588,23.04,15,6.43
00867B,214,565150,99.72,9,563570,99.72,9,0.06
00870B,313,564151,99.6,9,561973,99.43,7,0.09
00875,7308,16488,21.48,4,3544,12.75,2,47.26
00876,22972,94524,27.41,10,25926,24.51,5,39.77
00877,13621,163288,18.25,28,29832,11.11,10,21.17
00878,1668893,18787290,11.06,872,2081270,8.92,153,20.23
00881,408695,2981903,15.31,122,456938,13.76,44,31.52
00882,83188,1974349,26.65,386,526565,17.7,92,10.25
00884B,212,75440,98.78,4,74524,98.78,4,0.41
00885,48165,591238,17.19,86,101758,11.35,31,19.19
00886,1186,4451,13.54,1,603,0.0,0,45.98
00887,20491,452351,31.14,116,140977,19.28,29,11.14
00888,92702,639478,11.1,32,71082,9.83,16,35.5
00890B,699,18264,73.58,3,13441,65.7,1,8.1
00891,190926,1876590,12.89,103,242274,10.78,35,25.47
00892,46251,321292,17.39,27,55944,14.21,12,33.61
00893,56830,356384,8.55,22,30501,5.42,5,38.79
00894,26478,148009,12.5,11,18529,10.49,6,39.95
00895,28967,142916,9.66,8,13824,7.9,4,44.43
00896,62583,510880,6.79,23,34794,5.28,10,32.42
00897,10073,136012,22.9,26,31176,14.31,7,20.75
00898,8543,112976,20.9,25,23645,11.16,7,22.6
00899,3647,16135,5.6,1,905,0.0,0,42.57
00900,128411,1520525,15.59,86,237292,13.14,22,22.97
00901,11690,62349,14.4,10,8991,5.94,2,40.99
00902,17999,222997,16.87,29,37666,12.56,13,21.87
00903,7066,46721,10.53,5,4925,6.75,2,37.75
00904,24248,156612,13.3,19,20851,6.51,5,36.21
00905,44583,359827,7.25,18,26121,5.53,7,31.33
00907,19976,147633,12.33,12,18234,9.18,6,33.39
00908,2722,34416,36.31,8,12506,24.63,3,19.32
00909,26256,101704,12.03,12,12257,6.5,3,45.81
00910,38491,112439,8.39,9,9457,4.88,3,50.52
00911,13307,32903,16.84,5,5547,11.45,2,54.87
00912,8342,58253,21.19,7,12357,19.23,5,33.14
00913,12041,57766,20.11,6,11628,17.4,4,39.33
00915,71178,505983,17.32,37,87701,15.12,18,35.41
00916,19446,101919,14.96,15,15272,8.17,5,41.53
00917,12760,62978,11.38,10,7180,5.05,3,40.92
00918,347123,4245764,9.61,271,408810,6.63,54,21.16
00919,1452123,18974135,11.13,1086,2115486,8.37,173,17.99
00920,6404,19780,19.26,4,3815,7.57,1,46.33
00921,10187,57770,6.71,5,3881,2.16,1,43.48
00922,187534,2137686,31.07,107,664545,28.96,31,20.97
00923,124339,951423,14.38,45,136973,12.9,22,32.76
00924,55295,434103,21.88,26,95097,19.72,12,27.68
00926,9248,103482,56.41,12,58397,52.5,5,19.75
00927,142057,1348897,12.11,82,163640,9.7,28,27.25
00928,7243,43356,19.93,9,8652,9.2,2,35.34
00929,461873,5309139,9.36,231,498137,7.42,52,21.86
00930,21035,135779,6.17,7,8388,4.22,3,40.06
00931B,33648,2245398,76.83,101,1725758,75.18,41,4.04
00932,13139,108283,11.1,9,12042,8.6,5,33.85
00933B,78146,6618958,76.39,458,5057710,73.1,101,2.86
00934,49801,427026,10.2,24,43656,8.49,12,31.09
00935,125954,867504,20.32,57,176425,18.62,32,29.7
00936,22252,192797,9.79,7,18902,8.85,4,31.24
00937B,211106,17040305,60.71,3214,10348016,51.78,663,2.63
00938,6411,104016,47.85,9,49785,46.74,7,17.7
00939,102430,1160976,7.28,50,84766,5.34,15,26.84
00940,313343,5152865,12.73,384,657162,9.14,77,18.16
00941,47208,453791,13.01,35,59151,9.62,12,28.41
00942B,9792,2031459,89.89,66,1826431,88.93,31,1.31
00943,4220,40389,31.27,6,12634,25.5,3,27.82
00944,7853,53081,9.21,6,4897,5.03,2,37.55
00945B,18706,831318,40.71,141,338604,33.59,42,5.16
00946,35889,440746,19.43,31,85761,17.11,12,22.76
00947,38962,277364,22.47,33,62370,18.26,15,31.92
00948B,26408,4209927,81.99,311,3452579,78.86,94,1.47
00949,17318,166428,19.91,25,33164,14.87,11,28.28
00950B,12135,4109809,91.02,145,3741220,89.69,53,0.68
00951,15921,242542,29.39,33,71338,24.72,14,17.18
00952,22931,247775,12.86,28,31922,7.19,7,24.76
00953B,51392,4644675,53.58,1389,2489509,39.7,314,2.14
00954,11218,125247,21.98,20,27546,15.02,6,22.77
00955,35452,479931,32.12,62,154278,27.25,24,18.34
00956,3221,32630,20.96,6,6846,11.76,2,23.93
00957B,3940,188263,50.83,30,95735,43.26,9,5.84
00958B,4315,120271,21.64,23,26037,15.1,9,10.13
00959B,9177,510336,48.81,82,249183,41.15,20,4.38
00960,12650,57995,18.15,6,10532,16.9,5,40.82
00961,58821,1068511,12.71,119,135952,7.47,23,14.76
00962,10463,107420,11.93,11,12827,7.16,4,26.11
00963,5151,117433,26.51,23,31160,20.39,12,10.13
00964,4550,71124,18.94,14,13486,9.32,3,15.15
00965,33442,433492,46.3,44,200795,43.34,23,18.21
00966B,3901,117732,37.66,18,44358,31.0,7,10.43
00967B,2658,181407,70.66,34,128198,62.63,13,4.08
00968B,8209,793511,68.76,102,545770,63.66,36,2.58
00969B,2084,147633,68.26,43,100803,58.35,19,3.79
00970B,5855,388229,60.24,62,233920,53.52,23,4.21
00971,6698,55177,18.3,10,10103,11.78,3,29.51
00972,1642,15172,33.13,2,5027,33.13,2,24.62
009800,19915,308891,29.1,46,89918,24.45,21,16.52
009801,8768,95119,20.51,19,19532,9.83,4,24.33
009802,42160,568495,19.51,51,111098,15.78,18,20.71
009803,30839,287828,12.83,30,36981,8.97,11,27.61
009804,18130,148392,11.04,16,16399,6.35,5,30.19
009805,55192,610316,19.02,70,116220,14.3,22,22.82
009806,1094,13661,57.7,6,7884,37.39,2,17.43
009807,1170,14260,58.1,8,8288,32.46,2,19.16
009808,4280,39011,11.19,4,4370,7.56,2,31.59
009809,2503,32363,38.01,7,12305,33.12,4,21.09
00980A,71583,789730,24.14,55,190816,22.02,25,23.45
00980B,1507,53569,47.67,14,25546,39.56,6,7.41
00980D,3407,98957,36.52,24,36165,28.12,9,7.8
00980T,3204,74918,53.01,8,39733,48.84,3,12.38
009810,1938,19154,35.87,6,6875,23.62,2,23.19
009811,22864,235450,17.31,38,40819,10.25,11,25.06
009812,5895,91382,37.12,22,33947,27.67,8,16.73
009813,23337,326324,23.7,47,77433,18.17,17,20.02
009814,13840,153076,20.19,19,30942,15.92,8,23.15
009815,29614,424670,21.85,58,92879,15.99,18,19.14
009816,918465,11962344,19.46,1491,2330409,13.73,309,19.24
009817,10103,219936,24.69,48,54334,14.97,12,13.28
009818,4916,46152,6.61,3,3059,5.6,2,33.82
009819,51667,607745,12.36,55,75287,8.19,18,25.19
00981A,985260,9552209,18.2,987,1739937,13.58,248,23.2
00981B,16700,1540613,50.88,551,784159,34.46,137,1.97
00981D,8553,520800,44.72,153,232989,31.23,39,3.32
00981T,8339,251261,35.72,73,89794,22.73,20,8.35
009820,37448,1104702,37.36,222,412938,27.88,53,9.83
009821,55127,518340,10.3,45,53499,6.58,13,30.61
009822,5073,72056,12.13,9,8753,5.64,2,24.65
009823,33791,348817,18.09,34,63192,13.89,9,27.98
009824,46841,524847,15.27,69,80229,9.17,16,26.75
009825,4452,119708,12.76,20,15307,4.56,4,11.5
009826,62097,821804,25.0,163,205562,16.43,44,18.81
009827,16241,215450,14.39,29,31027,9.0,8,22.98
009828,60831,783045,13.4,74,105077,9.16,22,24.16
009829,13874,327370,43.26,69,141733,35.66,25,11.61
00982A,180091,2215436,13.02,171,288953,9.46,35,21.49
00982B,768,25400,59.03,5,14998,53.33,3,6.92
00982D,2819,76729,36.43,20,27965,28.74,10,9.69
00982T,1926,16597,15.05,3,2500,6.26,1,32.0
00983A,8942,79186,22.77,15,18044,16.02,6,27.44
00983B,790,25153,56.03,7,14098,48.83,4,7.79
00983D,3968,104197,30.43,39,31731,10.65,5,7.41
00984A,62485,630458,15.26,43,96336,12.61,17,26.33
00984B,3473,119433,35.91,27,42907,29.07,12,6.89
00984D,14729,1146057,44.15,395,506233,27.68,99,2.45
00985A,46066,454289,16.56,42,75284,13.56,18,26.3
00985B,8711,833001,64.18,197,534769,54.15,61,2.45
00985D,2442,110732,56.08,27,62126,44.82,9,5.22
00986A,4701,39827,19.04,6,7591,11.2,2,30.91
00986B,392,20762,79.23,6,16452,73.57,4,3.89
00986D,2369,145677,51.19,42,74590,41.07,20,3.78
00987A,17443,153143,13.82,17,21200,9.98,8,31.5
00987B,2129,73327,54.26,26,39809,39.14,9,7.32
00987D,1685,96023,75.4,13,72407,72.8,10,5.37
00988A,232378,3181437,18.1,362,576335,12.82,81,18.57
00988B,5454,161333,28.69,39,46315,17.25,11,8.27
00989A,6714,66117,15.24,8,10094,11.28,4,26.25
00989B,2612,107452,39.65,35,42635,25.02,11,6.46
00990A,122027,2384022,33.62,403,802090,25.67,100,13.45
00990B,3261,88850,38.12,18,33885,31.12,8,10.86
00991A,338843,4461916,18.8,455,840078,14.25,117,19.6
00991B,404,259328,98.28,13,254909,97.44,9,0.3
00992A,179634,2266955,16.27,232,369261,11.48,56,21.53
00993A,46807,749591,20.51,97,153908,14.8,22,18.3
00994A,28638,267690,16.13,32,43233,10.41,7,26.37
00995A,24283,273035,15.56,28,42528,11.89,11,26.08
00996A,22546,284899,20.24,31,57749,15.51,9,22.92
00997A,68023,1134377,16.57,154,188290,9.86,29,17.29
00998A,23451,291109,29.95,30,87231,26.9,14,20.69
00999A,87779,1036017,10.6,88,109994,6.7,23,25.56
01001T,1357,583000,93.28,61,543908,90.05,28,0.5
01002T,3250,1393000,93.67,112,1305239,91.27,61,0.53
01004T,1243,730200,93.97,82,686365,90.32,38,0.32
01007T,1819,720000,92.8,82,668290,89.67,45,0.47
01009T,956,300000,90.21,61,270710,85.56,41,0.63
01010T,853,2308170,98.72,78,2279185,98.11,56,0.04
1101,511642,7523182,54.78,885,4122948,50.74,385,13.04
1101B,7407,200000,94.05,22,188128,91.24,14,2.19
1102,101536,3546563,81.85,330,2903794,79.61,199,5.95
1103,74292,832875,80.19,133,668057,76.64,86,5.81
1104,56064,686682,73.23,109,503020,67.79,47,8.14
1107,3432,10100,99.7,1,10070,99.7,1,0.29
1108,12979,404738,78.62,68,318279,74.79,43,6.48
1109,12069,341159,79.65,70,271829,72.96,36,5.9
1110,5172,572001,94.05,59,538076,91.42,36,0.97
1113O,178,840,0.0,0,0,0.0,0,63.21
1113R,381,2129,0.0,0,0,0.0,0,30.62
1201,87641,506063,63.84,66,323112,59.24,26,12.29
1203,55158,240000,90.94,50,218311,86.76,35,2.92
1204,3513,18357,45.78,6,8407,31.8,2,19.62
1207,46638,464094,77.29,48,358808,75.31,31,9.46
1210,100064,894767,65.14,128,583002,60.94,66,14.99
1212,30359,173922,44.29,45,77058,35.63,20,17.34
1213,6553,56623,81.16,12,45963,77.04,8,7.11
1215,97690,294790,56.27,32,165935,52.79,15,24.94
1216,142199,5682015,89.58,759,5091357,86.19,459,3.9
1217,137585,494513,61.92,131,306351,54.12,70,14.44
1218,82575,499999,66.99,65,335074,63.3,36,11.69
1219,52865,341238,64.2,79,219161,59.11,51,10.64
1220,47363,177078,67.88,47,120240,60.48,27,10.86
1221,18642,94972,34.2,22,32505,25.87,10,21.97
1224,3610,71910,88.36,20,63550,82.38,13,3.39
1225,43835,242268,89.46,39,216765,86.76,28,3.32
1227,53310,915090,67.15,72,614720,64.33,31,12.76
1228,1579,11108,38.0,5,4224,12.2,1,11.97
1229,103120,1831880,66.09,175,1211093,63.08,83,9.96
1231,36321,328300,64.8,27,212753,63.62,19,15.77
1232,16777,159975,73.51,10,117606,72.04,6,12.65
1233,10243,90592,75.86,27,68749,68.44,15,4.76
1234,24080,401871,83.05,136,333827,74.29,80,5.55
1235,2914,188578,96.36,15,181720,95.42,12,1.09
1236,11601,86674,83.66,23,72520,78.77,18,6.88
1238,2038,29935,11.74,4,3516,8.57,2,21.48
1240,3020,44232,69.69,25,30832,49.16,11,8.28
1256,6298,35781,59.9,10,21440,47.11,3,17.99
1259,16179,32390,78.33,9,25380,71.16,6,8.37
1260,1327,102098,76.37,30,77991,70.59,20,2.06
1264,9296,37052,47.19,16,17492,24.84,5,24.4
1268,3503,42224,78.11,17,32982,72.16,12,8.7
1269,728,20882,77.54,7,16195,72.54,5,3.46
1271,2879,77089,74.66,20,57575,64.42,7,5.65
1293,396,17094,74.32,11,12708,42.39,4,3.17
1294,4543,36626,60.22,16,22063,44.0,7,10.01
1295,3292,37600,57.92,15,21787,44.91,8,14.78
1301,293131,6365741,75.33,578,4796142,72.59,302,8.94
1303,280958,7930822,86.37,713,6852322,83.84,396,4.89
1304,99239,1188764,61.3,116,728967,57.82,48,13.61
1305,72181,581050,52.05,64,302616,48.61,27,16.58
1306,6129,44498,21.34,4,9502,19.41,2,23.55
1307,18031,397818,80.16,62,318985,77.3,41,6.7
1308,75807,593744,53.11,64,315436,49.95,32,16.25
1309,78585,397587,46.89,30,186527,43.94,11,21.93
1310,105143,527870,30.87,89,163036,24.82,33,24.56
1312,139255,1506620,60.09,175,905703,56.14,75,13.85
1312A,1269,20000,54.47,12,10897,21.4,2,13.56
1313,61271,1330846,68.68,167,914453,63.93,66,9.32
1314,299289,3784850,42.83,781,1622052,34.43,252,14.24
1315,5801,99099,81.67,43,80947,71.05,25,6.3
1316,61081,401646,41.9,80,168374,33.34,24,17.4
1319,31855,591477,80.22,106,474588,76.04,63,9.0
1321,3961,227228,70.54,93,160343,53.63,34,2.67
1323,14490,91275,70.58,36,64439,61.23,23,8.39
1324,23390,75122,66.27,20,49795,60.81,13,16.5
1325,36104,85281,48.73,11,41570,44.85,5,26.92
1326,183034,5861186,83.04,521,4868142,80.42,278,5.86
1333,15926,74515,51.19,14,38163,43.03,3,10.99
1336,12361,77614,51.32,23,39850,38.52,6,11.06
1337,52353,268955,47.24,54,127091,39.1,18,14.52
1338,55985,83840,44.16,25,37037,34.27,12,18.72
1339,7271,74124,75.22,16,55769,72.42,13,11.05
1340,61652,152923,35.16,27,53802,28.15,7,19.73
1341,9701,52851,83.71,16,44248,75.97,9,2.57
1342,8697,78501,59.04,15,46364,51.25,5,17.1
1343,1206,40514,66.19,22,26823,42.18,7,5.41
1402,88055,5352875,89.1,438,4770873,87.04,259,2.93
1407,162025,440648,35.29,76,155617,28.87,29,29.75
1407A,4916,67828,53.51,9,36304,52.88,8,18.87
1408,70677,351562,20.7,72,72860,12.54,23,29.38
1409,155997,1618409,61.47,206,995041,57.87,112,14.81
1410,6632,62000,77.06,20,47788,68.39,11,5.3
1413,8456,132112,76.07,26,100515,69.55,13,5.79
1414,26845,198000,88.57,38,175398,82.85,21,4.73
1416,45300,185342,56.27,39,104344,50.65,22,14.28
1417,55510,189942,57.97,49,110155,48.25,20,16.45
1418,30556,56834,71.58,19,40693,58.96,7,5.42
1419,16817,300041,90.94,74,272932,85.53,48,2.12
1423,18131,99648,83.31,29,83046,74.48,15,4.86
1432,257251,108000,54.84,14,59244,53.3,11,29.9
1434,63998,1684665,72.04,163,1213880,68.61,68,7.67
1435,33048,139780,94.87,24,132621,93.05,19,2.19
1436,14358,194152,76.47,38,148516,72.04,24,9.41
1437,8493,201871,79.68,74,160905,67.32,36,4.73
1438,5036,111206,83.05,28,92375,76.79,18,4.85
1439,4332,92000,85.75,31,78901,77.15,19,4.82
1440,93642,1656816,78.39,272,1299199,73.51,142,6.81
1441,14428,71744,65.0,15,46655,58.35,7,19.63
1442,8484,366211,87.4,109,320140,79.25,65,3.14
1443,15690,135343,89.98,40,121809,82.69,23,2.77
1444,60383,995595,64.17,138,638947,59.93,71,10.51
1445,11835,130666,68.63,40,89707,59.26,20,7.65
1446,8012,137710,66.41,29,91477,62.65,19,8.82
1447,42179,910071,70.16,128,638801,65.97,66,10.0
1449,45130,127115,38.86,28,49413,32.57,15,23.44
1450,15114,78811,25.83,14,20375,21.04,8,25.53
1451,16673,198000,63.76,40,126291,56.67,15,10.84
1452,47005,132641,49.69,40,65932,38.8,18,15.12
1453,14000,113243,75.67,18,85719,73.7,14,12.3
1454,13767,129834,81.59,35,105956,77.26,27,6.51
1455,34647,531688,67.22,80,357478,63.09,44,11.52
1456,4622,93720,85.56,15,80210,80.69,8,3.55
1457,16520,316730,75.03,71,237700,68.29,38,6.66
1458,21139,260746,59.79,59,155935,51.07,23,13.66
1459,12233,268972,84.17,60,226459,78.33,35,4.73
1460,23802,694643,72.04,124,500517,65.23,51,6.26
1462,61075,299793,46.4,98,139155,34.47,37,16.04
1463,33379,173268,81.94,42,142018,75.17,20,5.06
1464,63537,425576,61.6,88,262236,54.35,38,9.86
1465,10185,103607,71.97,37,74595,62.34,22,10.12
1466,21699,111157,69.24,35,76988,62.1,23,10.72
1467,17847,233625,67.27,45,157191,59.72,18,10.22
1468,1324,160405,97.55,18,156487,96.81,16,0.39
1469,336,87218,92.35,28,80568,87.63,21,0.17
1470,1192,85767,86.23,34,73968,70.27,13,0.71
1471,56213,150415,22.31,23,33579,16.98,8,29.53
1472,3591,52765,82.13,18,43351,69.47,7,2.54
