stock_no,people,lots,b4_pct,b4_people,b4_lots,b1_pct,b1_people,s10_pct
00636,8170,93825,21.75,19,20427,14.54,6,19.84
00637L,11726,756606,57.63,275,436160,42.72,91,3.51
00638R,496,22948,53.72,8,12332,38.02,2,4.93
00639,5675,95903,25.86,20,24817,16.57,7,13.47
00640L,1258,7419,39.2,3,2910,24.35,1,23.58
00641R,1275,90258,58.78,32,53075,46.54,14,2.96
00642U,6903,54821,45.79,12,25111,36.83,5,21.78
00643,3163,77503,45.35,23,35158,31.88,7,10.75
00645,9714,45997,30.2,13,13896,17.33,4,33.89
00646,114509,641485,44.22,72,283707,39.96,30,24.54
00647L,1499,6416,31.13,1,1997,31.13,1,28.29
00648R,2325,142688,47.7,37,68083,37.21,12,3.38
00650L,2200,96338,48.71,44,46949,35.56,21,4.87
00651R,366,32192,70.95,15,22846,54.18,7,2.34
00652,9305,61035,30.95,14,18893,25.09,7,28.62
00653L,1262,12403,6.53,1,810,0.0,0,21.21
00654R,360,19466,57.1,9,11117,39.82,3,4.08
00655L,2189,57958,28.84,19,16722,15.73,5,8.56
00656R,314,20357,73.79,13,15026,46.73,4,3.16
00657,1634,6579,22.91,2,1508,0.0,0,36.78
00660,1016,6531,16.18,2,1057,0.0,0,19.81
00661,7196,23925,18.03,5,4318,7.53,1,41.28
00662,110799,924529,36.73,102,339733,32.69,33,15.52
00663L,13066,132163,27.13,19,35897,21.72,9,19.85
00664R,10078,887575,58.25,401,517239,39.11,130,2.53
00665L,5000,410965,58.25,155,239491,44.0,61,2.38
00666R,120,12124,84.1,6,10197,71.86,4,1.53
00668,2039,7483,34.93,2,2614,34.93,2,33.94
00669R,3049,198117,45.55,61,90285,34.23,24,3.29
00670L,12226,76645,13.31,9,10213,7.19,2,27.46
00671R,3497,502884,69.59,204,350107,52.7,67,1.28
00673R,16483,1249551,51.57,353,644452,39.53,110,2.58
00674R,1265,14421,46.56,4,6715,41.22,3,16.37
00675L,18154,104286,20.76,12,21666,15.7,5,30.45
00676R,4370,200834,47.17,74,94760,31.24,22,4.1
00678,1870,8948,24.3,4,2175,0.0,0,27.79
00679B,232542,6178692,42.8,693,2645481,37.55,148,8.99
00680L,18920,1427576,54.04,502,771686,38.99,153,2.77
00681R,94,7594,90.73,6,6892,70.73,4,1.3
00682U,256,7644,77.96,4,5960,52.36,2,3.66
00683L,311,11434,68.87,6,7876,60.86,4,4.52
00684R,168,9688,81.24,6,7871,73.77,5,3.17
00685L,172578,5546836,35.08,1426,1946573,22.77,292,7.59
00686R,2054,266276,68.53,111,182535,50.71,37,1.5
00687B,151879,4237880,42.71,551,1810432,36.88,137,8.65
00688L,8989,609115,49.89,205,304022,35.65,67,3.09
00690,16440,83830,14.37,13,12068,9.45,6,35.39
00692,90775,613280,16.66,33,102282,14.88,16,33.15
00693U,2819,64166,43.2,17,27722,38.45,11,9.71
00694B,1999,29576,64.87,7,19190,58.85,5,11.82
00695B,2258,41686,74.6,10,31110,65.63,5,9.98
00696B,10889,618181,83.23,28,514625,82.09,17,4.05
00697B,6756,66712,21.94,10,14645,18.74,7,21.78
00700,2594,31483,13.35,6,4210,4.72,1,18.57
00701,37672,168891,6.92,11,11706,5.43,6,50.64
00702,1173,6688,54.46,5,3643,30.46,2,26.7
00703,1019,9550,27.18,4,2597,0.0,0,22.85
00706L,6004,122271,31.58,29,38640,22.27,11,10.26
00708L,18040,157073,26.72,26,42005,19.75,9,22.6
00709,2244,14460,34.08,8,4931,7.44,1,24.37
00710B,3714,180261,81.56,7,147052,81.02,5,4.83
00711B,793,871761,99.32,5,866040,99.18,3,0.15
00712,148244,6116511,32.55,1492,1991778,20.8,271,5.32
00713,270466,1691012,21.72,80,367791,20.46,46,32.25
00714,2369,19567,45.52,10,8911,17.96,2,23.59
00715L,3562,55192,56.64,13,31272,49.51,8,9.42
00717,7497,117605,26.51,23,31206,18.07,8,15.93
00719B,14954,315514,30.06,49,94911,23.55,17,10.73
00720B,77281,4011609,65.76,300,2639037,62.47,75,4.54
00722B,13421,1460239,89.93,49,1313414,89.17,29,2.41
00723B,470,1520583,99.72,13,1516476,99.65,11,0.05
00724B,6152,3059275,97.68,32,2988562,97.53,24,0.5
00725B,41000,3738206,82.33,151,3078733,80.8,57,2.66
00726B,1712,1186989,98.01,17,1163498,97.65,10,0.32
00727B,724,57189,89.68,5,51298,87.58,3,2.75
00728,9903,39423,4.19,3,1653,0.0,0,49.9
00730,12951,69044,16.77,9,11584,13.74,5,40.66
00731,8160,20100,18.01,6,3622,0.0,0,57.41
00733,20498,62966,13.35,6,8411,11.66,4,53.46
00734B,519,24979,82.55,2,20623,80.06,1,4.63
00735,30602,114289,21.79,21,24930,15.12,8,38.42
00736,490,6727,76.27,6,5131,45.67,2,9.01
00737,5442,22538,17.7,5,3993,9.66,2,43.81
00738U,32169,246799,21.19,41,52344,14.38,12,25.55
00739,1955,24988,38.43,9,9606,19.59,2,17.84
00740B,5992,2195471,96.68,46,2122898,96.28,32,0.6
00741B,1131,13128,49.73,3,6532,37.85,1,17.83
00746B,1311,2550964,99.57,27,2540543,99.43,20,0.09
00749B,193,1110500,99.75,7,1107810,99.75,7,0.02
00750B,77,148000,99.71,4,147587,99.32,3,0.04
00751B,66941,5225103,75.58,330,3949949,72.87,92,2.94
00752,17114,257716,30.94,31,79803,26.78,13,16.11
00753L,11693,702657,48.82,249,343252,33.72,78,3.74
00754B,462,1303900,99.75,14,1300670,99.75,14,0.06
00755B,1004,296230,97.72,7,289500,97.72,7,0.77
00756B,2317,1332300,97.64,18,1301057,97.31,11,0.35
00757,67593,266494,30.45,29,81224,27.5,16,33.6
00758B,121,5525,90.49,1,5000,90.49,1,2.31
00759B,119,47525,98.89,1,47000,98.89,1,0.18
00760B,620,435020,99.16,6,431380,99.16,6,0.28
00761B,3419,2735089,98.55,30,2696124,98.45,25,0.27
00762,22280,46748,18.51,6,8662,14.68,3,52.06
00763U,3723,40565,51.67,11,20964,47.4,9,17.16
00764B,8264,1540500,94.1,32,1449749,93.62,19,1.34
00768B,1757,791100,98.11,26,776342,97.64,20,0.39
00770,22138,93458,11.56,10,10824,7.31,4,42.5
00771,2065,14225,15.56,2,2215,11.94,1,29.85
00772B,40415,3361290,80.5,142,2706267,78.75,42,2.83
00773B,8861,2592790,95.67,44,2481071,95.21,24,0.8
00775B,183,232100,99.66,7,231330,99.23,6,0.06
00777B,222,2076650,99.92,14,2075360,99.88,13,0.01
00778B,184,1522150,99.94,11,1521482,99.92,10,0.01
00779B,638,1298650,99.57,8,1293237,99.5,7,0.1
00780B,1283,246102,97.39,9,239723,96.87,7,1.23
00781B,735,8836,30.61,3,2706,16.97,1,18.72
00782B,1257,20967,24.99,5,5244,14.46,2,15.49
00783,796,7031,13.23,1,931,0.0,0,25.37
00785B,238,1063466,99.83,11,1061746,99.7,8,0.02
00786B,1272,19566,29.86,6,5845,15.33,1,16.55
00787B,1001,11306,38.78,5,4387,17.68,1,18.68
00788B,1447,24706,27.6,7,6821,15.58,2,14.49
00789B,354,455600,99.38,11,452790,99.07,9,0.17
00791B,100,281100,99.68,6,280204,99.68,6,0.03
00792B,450,2317615,99.86,15,2314705,99.81,13,0.03
00793B,260,1526,0.0,0,0,0.0,0,31.62
00795B,37035,1515598,55.98,144,848764,51.92,41,5.89
00799B,1652,26036,25.7,8,6697,11.76,2,15.54
00830,180272,881965,23.81,65,210196,21.17,27,34.25
00834B,135,23198,94.36,4,21890,94.36,4,0.87
00836B,432,630541,99.6,12,628089,99.33,9,0.11
00840B,91,59431,99.27,3,59000,99.27,3,0.16
00841B,121,70440,99.43,5,70047,98.66,4,0.2
00842B,1013,21767,39.05,5,8504,33.1,3,10.79
00844B,296,213175,99.21,5,211503,98.91,4,0.31
00845B,219,237051,99.59,4,236098,99.34,3,0.12
00846B,255,74350,98.18,2,73000,98.18,2,0.48
00847B,302,3805,31.76,2,1209,0.0,0,16.37
00848B,154,136066,99.21,2,135000,99.21,2,0.12
00849B,107,485606,99.84,5,484873,99.74,4,0.01
00850,80113,414444,17.8,32,73854,15.3,17,39.16
00851,2104,5525,27.87,1,1540,27.87,1,41.58
00852L,619,6865,49.16,3,3376,41.93,2,15.52
00853B,2328,178134,91.24,11,162559,89.53,5,3.32
00856B,409,6792,65.53,3,4452,59.57,2,9.22
00857B,15637,599268,59.69,69,357819,55.23,22,6.51
00858,18787,117874,16.85,13,19882,13.45,6,29.78
00859B,2046,35511,21.83,8,7753,14.55,3,13.3
00860B,369,2671,0.0,0,0,0.0,0,26.64
00861,18327,69412,6.83,5,4753,3.72,2,52.38
00862B,1495,886881,98.38,11,872540,98.33,10,0.39
00863B,338,514464,99.59,9,512386,99.51,8,0.11
00864B,3877,111722,34.38,24,38432,26.88,10,7.3
00865B,10437,327244,30.17,52,98792,23.71,15,6.47
00867B,212,565150,99.72,9,563570,99.72,9,0.06
00870B,312,564151,99.61,9,561976,99.43,7,0.09
00875,7018,15488,19.87,5,3080,0.0,0,49.43
00876,22275,94024,27.33,9,25709,24.95,5,39.49
00877,13451,162288,18.44,26,29958,11.44,9,21.0
00878,1671493,18787290,10.94,879,2060375,8.79,154,20.25
00881,403479,2978403,16.26,122,484953,14.71,44,31.11
00882,83089,1974349,26.63,386,526181,17.67,92,10.26
00884B,211,75440,98.78,4,74526,98.78,4,0.41
00885,48127,591238,16.71,87,98963,10.91,31,19.18
00886,1181,4451,13.72,1,611,0.0,0,45.73
00887,20456,452851,31.1,115,140922,19.36,29,11.16
00888,90730,624478,11.16,26,69824,10.14,15,35.54
00890B,700,18264,73.58,3,13440,65.7,1,8.08
00891,187915,1867090,14.2,106,265369,12.01,35,25.1
00892,45612,318792,17.93,27,57204,15.26,14,33.32
00893,56297,353884,8.26,21,29284,5.36,5,38.9
00894,26061,148009,13.81,11,20473,11.97,7,39.21
00895,28725,142916,10.11,8,14454,8.77,5,44.05
00896,62149,510880,8.15,23,41743,6.68,10,32.12
00897,9893,134512,23.26,26,31295,14.79,7,20.62
00898,8385,107476,19.34,24,20815,8.32,6,23.32
00899,3597,16135,5.62,1,908,0.0,0,42.14
00900,128065,1508525,15.3,85,231182,12.94,23,23.1
00901,11567,62349,14.52,10,9055,6.66,2,40.87
00902,17946,223997,17.06,29,38235,12.37,11,21.72
00903,7006,46721,11.2,5,5241,7.27,2,37.53
00904,23909,156612,14.05,19,22047,6.98,5,35.7
00905,44351,359827,7.6,18,27423,5.86,7,31.2
00907,20043,150133,13.61,12,20465,11.73,8,32.92
00908,2708,34416,36.66,8,12622,24.69,3,19.33
00909,25024,100704,16.15,12,16271,11.46,4,43.69
00910,37894,111439,7.73,9,8635,3.38,2,50.54
00911,12659,30403,13.48,4,4102,10.0,2,55.24
00912,8287,58253,21.33,7,12435,19.34,5,32.96
00913,12072,57766,19.9,6,11506,17.53,4,38.37
00915,70880,503983,17.2,36,86812,15.31,19,35.41
00916,19075,99419,14.74,15,14671,7.86,5,41.64
00917,12932,64478,12.74,11,8226,5.11,3,40.74
00918,374480,4617264,10.97,285,507546,8.21,61,20.81
00919,1466235,19043635,10.79,1093,2059367,8.02,171,18.06
00920,6253,20280,23.81,5,4832,8.03,1,44.64
00921,10181,57770,6.73,5,3897,2.5,1,43.48
00922,186910,2137686,30.98,105,662861,28.88,31,20.92
00923,122613,951423,15.08,45,143630,13.69,23,32.28
00924,54987,433603,21.89,26,95018,19.68,12,27.61
00926,9191,102482,56.29,12,57707,52.31,5,19.84
00927,140300,1333897,12.57,78,167794,10.35,28,27.05
00928,7145,44356,24.54,10,10893,17.54,5,34.1
00929,459684,5315139,10.18,230,542082,8.26,51,21.72
00930,22995,159779,6.46,6,10354,5.11,3,37.75
00931B,33506,2242898,76.93,103,1725825,75.24,42,4.02
00932,13029,107783,11.42,9,12327,8.88,5,33.7
00933B,77897,6709958,76.75,459,5151729,73.53,103,2.81
00934,49821,427026,10.2,24,43621,8.51,12,31.17
00935,123252,872504,22.13,61,193188,20.43,35,28.76
00936,22124,192797,10.13,7,19568,9.2,4,31.14
00937B,210191,16963805,60.67,3213,10294521,51.73,665,2.63
00938,6456,104016,47.56,9,49492,45.47,6,17.76
00939,102752,1160976,6.97,53,81040,4.84,15,26.91
00940,311799,5087365,12.22,384,622560,8.58,77,18.31
00941,46825,454291,13.52,36,61493,9.94,12,28.26
00942B,9750,2035959,89.95,66,1831668,88.99,31,1.3
00943,4217,40389,31.43,6,12700,25.46,3,27.74
00944,7817,53081,9.66,6,5140,6.96,3,37.33
00945B,18703,842818,41.31,145,348236,33.99,42,5.07
00946,35649,439746,20.22,31,89008,18.11,13,22.67
00947,36525,281864,29.29,38,82627,24.19,16,29.0
00948B,26280,4273427,82.33,310,3519418,79.24,92,1.44
00949,17265,166428,19.48,25,32468,14.65,12,28.18
00950B,12046,4105809,91.07,145,3740100,89.75,53,0.67
00951,15691,244042,30.58,35,74695,25.84,15,16.85
00952,22729,247775,13.6,28,33752,8.49,9,24.53
00953B,52223,4680675,53.05,1413,2483685,38.86,314,2.15
00954,10984,126247,22.96,17,29012,16.14,5,22.12
00955,35310,482431,32.24,61,155601,27.68,25,18.21
00956,3251,32630,17.87,4,5834,11.87,2,24.03
00957B,3923,188263,51.04,30,96127,43.52,9,5.79
00958B,4315,118771,20.28,22,24103,14.31,9,10.25
00959B,9142,508836,48.81,81,248452,41.37,21,4.38
00960,12237,57995,19.87,7,11529,17.79,5,40.03
00961,61109,1102511,9.98,122,110318,4.55,21,14.77
00962,10800,107920,8.75,11,9467,3.18,2,26.86
00963,5273,120933,26.82,26,32459,20.3,12,10.02
00964,4620,71124,18.15,15,12926,8.22,4,15.24
00965,33177,431992,46.28,42,200015,43.46,22,18.14
00966B,3881,116232,36.78,16,42776,32.15,8,10.52
00967B,2659,181407,70.5,34,127926,62.44,13,4.07
00968B,8176,793511,68.83,102,546404,63.68,36,2.57
00969B,2072,147633,68.78,44,101570,59.23,20,3.81
00970B,5822,389229,60.72,63,236392,53.9,23,4.18
00971,6621,53677,16.35,8,8781,11.64,3,29.92
00972,1628,15172,33.56,2,5093,33.56,2,24.51
009800,19702,312391,30.57,49,95566,25.64,22,16.14
009801,8639,95119,21.19,18,20167,11.82,5,23.93
009802,41308,554995,19.2,48,106639,15.23,15,20.79
009803,30359,288828,14.4,30,41660,10.76,12,26.96
009804,17808,144392,11.21,16,16203,6.62,5,30.47
009805,54796,609816,18.73,69,114322,13.92,21,22.7
009806,1083,13661,57.89,6,7910,38.26,2,17.08
009807,1150,13760,57.2,8,7874,33.65,2,19.42
009808,4249,39011,12.51,5,4888,7.78,2,31.34
009809,2528,33363,38.43,7,12824,33.68,4,20.84
00980A,70259,788730,25.3,57,199671,23.18,27,23.0
00980B,1505,53569,47.96,14,25701,39.85,6,7.43
00980D,3411,98957,36.02,22,35667,28.67,9,7.83
00980T,3166,74918,53.59,8,40163,49.03,3,12.17
009810,1926,19154,36.17,6,6931,23.09,2,23.08
009811,22675,235450,17.77,35,41887,11.14,11,24.85
009812,5895,91382,36.74,22,33592,26.42,7,16.76
009813,22953,319324,23.32,46,74517,18.04,18,20.14
009814,13700,153076,20.96,21,32109,16.26,8,22.94
009815,29217,421170,22.17,58,93456,16.6,20,19.02
009816,918275,12023844,19.72,1512,2373564,13.89,309,19.11
009817,10074,219936,24.48,46,53876,15.0,11,13.21
009818,4807,45652,8.4,4,3840,6.49,2,33.32
009819,51277,606745,12.22,54,74273,8.34,19,25.08
00981A,945851,9579709,22.59,951,2165392,18.2,247,22.08
00981B,16861,1569113,50.66,564,795332,34.02,138,1.94
00981D,8507,521800,45.07,155,235238,31.47,39,3.31
00981T,8240,251261,36.55,71,91878,23.52,19,8.23
009820,34869,1063702,39.96,206,425314,30.93,51,9.47
009821,55043,526340,11.03,46,58189,7.39,15,30.22
009822,4788,70056,16.52,11,11587,9.56,3,23.77
009823,32946,339317,18.56,35,63064,13.76,8,28.03
009824,44254,490347,16.03,63,78728,9.96,14,27.0
009825,4402,118208,12.94,20,15329,5.15,4,11.52
009826,61908,846804,26.04,165,220639,17.73,45,18.15
009827,15643,209950,16.9,32,35514,10.63,9,22.64
009828,57368,905045,31.46,74,284862,28.05,24,19.69
009829,13113,321870,45.94,66,147949,38.34,24,11.04
00982A,177169,2201436,14.23,169,313431,10.74,36,21.27
00982B,764,25400,61.11,6,15525,53.33,3,6.84
00982D,2802,76729,36.78,20,28234,29.05,10,9.63
00982T,1901,16597,17.94,4,2980,0.0,0,31.53
00983A,8439,75686,24.7,14,18700,18.27,6,26.62
00983B,779,25653,57.83,8,14839,49.0,4,7.4
00983D,3947,104197,31.22,39,32551,11.23,5,7.41
00984A,61880,629958,15.82,43,99812,13.21,17,26.12
00984B,3431,116933,35.29,27,41282,27.73,11,6.96
00984D,15172,1169057,42.82,396,500883,26.53,99,2.47
00985A,45633,454289,17.21,42,78319,14.33,19,26.13
00985B,8782,859001,64.77,212,556647,54.26,63,2.38
00985D,2437,110732,55.61,29,61591,43.4,9,5.24
00986A,4655,39327,18.54,5,7298,12.03,2,30.76
00986B,387,20762,79.23,6,16451,73.57,4,3.84
00986D,2364,143177,50.28,42,72022,40.71,21,3.86
00987A,16818,152643,17.31,19,26451,12.43,8,30.54
00987B,2130,73827,55.17,26,40742,40.95,10,7.29
00987D,1652,95023,75.75,12,71992,72.15,8,5.36
00988A,228230,3165437,19.12,361,605419,13.88,83,18.36
00988B,5406,161333,29.69,40,47923,17.97,11,8.19
00989A,6584,66117,17.29,8,11444,11.65,3,25.84
00989B,2674,111452,39.96,38,44562,25.24,13,6.39
00990A,120134,2361522,34.02,392,803979,26.22,98,13.4
00990B,3446,90850,34.15,21,31041,24.52,8,10.96
00991A,330841,4427416,20.72,442,918751,16.28,116,19.27
00991B,402,259328,98.43,14,255273,97.63,10,0.28
00992A,174843,2265455,18.58,231,421345,13.9,58,20.95
00993A,45821,748091,22.15,96,165871,16.45,22,17.98
00994A,27616,266690,19.65,34,52473,13.84,8,25.42
00995A,23763,273035,17.12,27,46815,13.62,11,25.46
00996A,21623,279899,22.9,31,64162,18.18,9,22.31
00997A,66462,1114877,17.35,146,193569,10.92,28,17.24
00998A,24867,320109,28.66,35,91816,25.44,16,19.92
00999A,86186,1028517,11.72,88,120719,7.97,25,25.3
01001T,1357,583000,93.27,61,543852,90.03,28,0.49
01002T,3246,1393000,93.68,112,1305307,91.28,61,0.54
01004T,1243,730200,93.96,82,686324,90.31,38,0.31
01007T,1821,720000,92.77,82,668078,89.64,45,0.47
01009T,956,300000,90.34,62,271071,85.59,41,0.63
01010T,844,2308170,98.73,78,2279426,98.12,56,0.04
1101,512238,7523182,55.1,877,4145901,51.11,382,13.02
1101B,7411,200000,94.0,22,188038,91.22,14,2.22
1102,100836,3546563,82.08,334,2911628,79.79,201,5.9
1103,74271,832875,80.3,134,669009,76.76,86,5.8
1104,56147,686682,73.05,108,501818,67.45,45,8.16
1107,3432,10100,99.7,1,10070,99.7,1,0.29
1108,12963,404738,78.61,68,318209,74.77,43,6.46
1109,12060,341159,79.66,70,271838,72.97,36,5.89
1110,5190,572001,94.05,59,538114,91.42,36,0.98
1113O,178,840,0.0,0,0,0.0,0,63.21
1113R,381,2129,0.0,0,0,0.0,0,30.62
1201,87784,506063,63.36,68,320745,58.53,27,12.39
1203,55148,240000,90.94,50,218313,86.76,35,2.94
1204,3513,18357,45.78,6,8407,31.8,2,19.62
1207,46627,464094,77.29,48,358812,75.31,31,9.46
1210,99900,894767,65.16,127,583284,61.14,68,14.96
1212,30356,173917,44.29,45,77058,35.63,20,17.34
1213,6543,56623,81.16,12,45968,77.03,8,7.11
1215,97993,294790,55.99,33,165086,52.11,14,25.2
1216,142311,5682015,89.56,760,5090139,86.12,454,3.92
1217,137477,494513,61.87,130,306065,54.02,69,14.44
1218,82478,499999,67.03,66,335223,62.85,34,11.67
1219,52828,341238,64.23,78,219204,59.11,51,10.62
1220,47362,177078,67.89,47,120245,60.48,27,10.86
1221,18640,94851,34.25,22,32505,25.9,10,21.99
1224,3610,71910,88.36,20,63550,82.38,13,3.39
1225,43867,242268,89.45,39,216749,86.77,28,3.32
1227,53276,915090,67.34,75,616419,64.36,31,12.76
1228,1579,11108,38.0,5,4224,12.2,1,11.97
1229,103148,1831880,66.09,175,1210925,63.02,81,9.98
1231,36250,328300,64.84,27,212886,63.66,19,15.77
1232,16730,159975,73.76,11,118010,72.04,6,12.6
1233,10238,90592,75.92,27,68799,68.5,15,4.76
1234,24061,401871,83.05,136,333846,74.28,80,5.56
1235,2940,188578,96.34,15,181689,95.42,12,1.11
1236,11588,86674,83.73,23,72581,78.84,18,6.88
1238,2037,29933,11.74,4,3516,8.57,2,21.47
1240,3040,46444,69.59,25,32327,49.15,11,7.93
1256,6285,35781,59.9,10,21438,47.11,3,17.97
1259,16139,32390,78.63,9,25477,71.46,6,8.21
1260,1336,102098,76.37,30,77989,70.59,20,2.05
1264,9287,37052,47.19,16,17492,24.84,5,24.43
1268,3496,42224,78.11,17,32982,72.16,12,8.66
1269,726,20882,77.54,7,16195,72.54,5,3.45
1271,2878,77089,74.7,20,57604,64.43,7,5.61
1293,396,17094,74.32,11,12708,42.39,4,3.17
1294,4531,36626,60.22,16,22064,44.0,7,10.0
1295,3289,37600,57.95,15,21799,44.94,8,14.73
1301,292897,6365741,75.25,580,4791817,72.55,305,8.94
1303,297086,7930822,85.91,716,6815095,83.28,387,5.24
1304,99104,1188764,61.21,114,727967,57.98,50,13.6
1305,72133,581050,51.91,63,301691,48.7,28,16.56
1306,6128,44498,21.34,4,9502,19.41,2,23.55
1307,18010,397818,80.07,61,318610,77.28,41,6.71
1308,75700,593744,53.1,62,315368,49.93,31,16.22
1309,78491,397587,46.97,31,186862,43.92,11,21.89
1310,104976,527870,31.06,90,164028,24.87,33,24.48
1312,137955,1506620,60.43,176,910923,56.67,78,13.64
1312A,1263,20000,54.52,12,10907,21.4,2,13.49
1313,60990,1330846,68.7,166,914672,64.02,67,9.25
1314,299056,3784850,42.56,774,1611730,34.12,245,14.24
1315,5769,99099,81.66,43,80948,70.44,24,6.21
1316,61059,401646,41.82,79,168066,33.37,24,17.36
1319,31752,591477,80.04,106,473513,75.94,64,9.0
1321,3963,227228,70.56,93,160388,53.64,34,2.66
1323,14542,91275,70.58,36,64447,61.23,23,8.4
1324,23378,75122,66.25,20,49783,60.81,13,16.5
1325,36103,85281,49.2,12,41966,44.85,5,26.86
1326,184748,5861186,82.83,523,4855483,80.19,276,5.95
1333,15925,74515,51.19,14,38164,43.03,3,10.99
1336,12352,77614,50.38,22,39123,38.52,6,10.92
1337,52317,268955,47.2,54,127021,39.13,18,14.46
1338,55972,83840,44.87,26,37640,34.24,12,18.69
1339,7273,74124,75.25,16,55785,72.45,13,11.06
1340,61597,152923,35.15,27,53783,28.15,7,19.71
1341,9691,52851,83.71,16,44251,75.97,9,2.57
1342,8954,78501,57.87,13,45439,51.25,5,17.58
1343,1198,40514,66.19,22,26825,42.18,7,5.35
1402,88095,5352875,89.07,438,4768612,86.96,256,2.94
1407,162001,440619,35.3,76,155617,28.88,29,29.75
1407A,4916,67828,53.51,9,36304,52.88,8,18.87
1408,70663,351487,20.7,72,72860,12.54,23,29.38
1409,155658,1618409,61.24,208,991418,57.4,108,14.82
1410,6628,62000,77.07,20,47798,68.4,11,5.31
1413,8454,132112,76.07,26,100518,69.55,13,5.77
1414,26866,198000,88.56,38,175381,82.86,21,4.74
1416,45264,185342,56.2,38,104190,50.33,21,14.3
1417,55493,189942,57.74,48,109728,48.26,20,16.43
1418,30546,56834,71.69,19,40757,58.96,7,5.41
1419,16820,300041,90.98,74,273051,85.56,48,2.12
1423,18119,99648,83.3,29,83039,74.46,15,4.85
1432,257057,108000,54.84,14,59244,53.3,11,29.86
1434,63854,1684665,72.11,162,1215112,68.84,70,7.65
1435,33029,139780,94.86,24,132624,93.04,19,2.18
1436,14348,194152,76.24,37,148061,72.05,24,9.46
1437,8475,201871,79.62,73,160762,67.41,36,4.71
1438,5052,111206,83.07,28,92396,76.81,18,4.86
1439,4338,92000,85.77,31,78921,77.19,19,4.82
1440,93526,1656816,78.41,272,1299424,73.49,141,6.8
1441O,14428,71744,65.0,15,46655,58.35,7,19.63
1442,8791,366211,86.88,108,318218,78.59,63,3.39
1443,15685,135343,89.99,40,121821,82.7,23,2.76
1444,60223,995595,64.23,139,639550,59.95,71,10.48
1445,11822,130666,68.61,40,89683,59.26,20,7.62
1446,7987,137710,66.48,29,91570,62.71,19,8.8
1447,41900,910071,70.18,128,638873,65.98,66,9.94
1449,45021,127115,39.75,30,50553,32.28,15,23.31
1450,15114,78811,25.83,14,20375,21.04,8,25.53
1451,16666,198000,63.78,40,126347,56.67,15,10.83
1452,46995,132641,49.75,40,66010,38.86,18,15.1
1453,13986,116640,76.39,19,89116,74.47,15,11.92
1454,13758,129834,81.6,35,105974,77.24,27,6.5
1455,34570,531688,67.17,80,357233,63.06,44,11.49
1456,4621,93720,85.49,15,80151,80.66,8,3.52
1457,16504,316730,75.18,72,238189,68.3,38,6.64
1458,21132,260730,59.79,59,155938,51.07,23,13.66
1459,12209,268972,84.24,60,226629,78.4,35,4.73
1460,23740,694643,72.03,124,500534,65.23,51,6.24
1462,61061,299788,46.4,98,139155,34.47,37,16.04
1463,33372,173268,81.99,42,142098,75.22,20,5.05
1464,63545,425576,61.66,88,262495,54.38,38,9.84
1465,10174,103607,72.09,37,74716,62.34,22,10.16
1466,21667,111157,69.26,35,77005,62.13,23,10.68
1467,17821,233625,67.37,45,157434,59.75,18,10.21
1468,1322,160405,97.54,18,156485,96.81,16,0.38
1469,336,87218,92.35,28,80568,87.63,21,0.17
1470,1190,85767,86.23,34,73968,70.27,13,0.7
1471,56149,150415,21.98,22,33089,17.0,8,29.51
1472,3592,52765,82.29,18,43430,69.47,7,2.57
