stock_no,people,lots,b4_pct,b4_people,b4_lots,b1_pct,b1_people,s10_pct
00943,4117,41889,35.3,5,14796,32.26,3,26.23
00944,8031,55581,12.17,8,6776,7.42,3,36.83
00945B,19155,818818,39.76,132,325798,31.94,32,5.45
00946,37576,470246,19.03,34,89614,16.7,14,22.51
00947,38802,274364,22.07,31,60611,17.48,13,32.24
00948B,27286,4012927,80.7,310,3239371,77.31,89,1.62
00949,18210,177928,20.78,25,37016,16.34,12,27.79
00950B,12649,4015309,90.54,144,3636326,89.16,52,0.72
00951,15819,207042,23.63,36,48977,16.56,12,19.87
00952,22881,243775,11.96,26,29203,6.8,8,25.3
00953B,49112,4290675,52.47,1269,2252611,38.71,296,2.27
00954,10915,112747,21.68,19,24469,14.98,7,24.28
00955,43764,593431,23.84,74,141653,18.95,27,18.63
00956,3357,34130,19.2,6,6560,12.84,3,24.41
00957B,4098,197263,51.8,31,102236,45.23,12,5.93
00958B,4498,127771,24.38,24,31169,17.12,8,10.05
00959B,9558,516836,48.75,76,252058,42.1,22,4.56
00960,10048,64995,12.54,5,8155,12.54,5,39.24
00961,24088,303511,7.49,26,22792,3.41,5,21.61
00962,5716,54420,24.06,9,13103,19.48,6,27.22
00963,4414,97933,32.6,22,31948,26.65,12,10.75
00964,4131,68124,22.89,15,15606,14.35,6,14.37
00965,36646,444992,41.38,46,184236,38.68,26,19.41
00966B,4004,120232,37.89,20,45590,31.66,9,10.54
00967B,2657,182407,70.46,33,128546,62.73,12,4.08
00968B,8417,729011,65.49,90,477608,61.11,39,2.91
00969B,2146,162133,71.71,46,116308,61.53,20,3.61
00970B,5986,380229,59.63,56,226797,53.54,22,4.46
00971,7252,60177,18.46,10,11121,12.1,4,29.09
00972,1755,19172,35.78,3,6863,33.67,2,21.03
009800,20518,289891,23.52,46,68227,18.57,21,18.07
009801,8485,97619,23.92,18,23373,17.22,8,22.56
009802,40661,533995,13.39,54,71579,8.57,15,21.59
009803,18000,166328,13.97,18,23260,10.73,10,26.5
009804,16700,129392,6.05,11,7842,1.09,1,31.48
009805,55547,643816,22.91,74,147577,17.93,21,22.33
009806,1133,14661,59.32,6,8699,52.04,4,16.7
009807,1244,14760,56.47,8,8337,37.08,3,19.73
009808,4405,40511,9.87,4,4004,7.06,2,31.44
009809,2603,30363,27.46,9,8342,13.66,2,23.65
00980A,70874,703730,16.31,49,114936,14.25,23,26.13
00980B,1551,53569,46.12,15,24711,36.78,6,7.65
00980D,3300,98457,40.23,23,39625,31.89,10,7.67
00980T,3465,71918,45.57,10,32779,39.5,3,13.87
009810,1953,19154,26.84,4,5143,19.84,2,23.63
009811,24372,255950,19.68,37,50412,13.75,13,24.66
009812,6249,100382,37.28,23,37438,29.62,10,16.33
009813,25977,366824,22.43,53,82362,16.72,18,19.92
009814,12929,149576,17.81,20,26676,13.89,10,22.86
009815,33088,493670,22.09,70,109105,15.75,19,18.63
009816,894799,10496844,15.99,1146,1680290,10.81,237,21.8
009817,10943,248436,27.38,60,68078,17.15,15,12.63
009818,5714,55152,5.66,2,3127,4.2,1,33.03
009819,59918,688745,12.87,60,88825,9.25,21,26.09
00981A,980043,9153709,19.22,928,1761070,14.64,233,23.54
00981B,15333,1417613,53.19,504,754325,36.84,121,2.02
00981D,8859,549800,47.41,164,260757,33.14,36,3.27
00981T,7315,195261,33.96,54,66346,19.62,11,9.77
009820,43271,1357702,40.02,267,543598,30.22,60,9.29
009821,74781,743840,12.43,65,92717,8.88,22,29.59
009822,7260,112056,12.48,13,14002,7.54,4,23.34
009823,35104,359317,13.71,35,49307,8.87,8,29.5
009824,56288,721347,17.45,89,126010,11.47,19,24.05
00982A,178803,2147936,15.0,162,322415,11.52,34,21.84
00982B,775,28400,65.11,6,18493,63.35,5,6.35
00982D,2787,73729,37.5,22,27659,26.69,9,9.97
00982T,1828,18597,34.3,6,6382,21.88,3,28.1
00983A,10489,106686,22.65,17,24188,17.64,8,24.24
00983B,853,30153,62.15,9,18744,53.12,4,6.88
00983D,4039,102197,31.66,32,32387,16.33,7,7.68
00984A,60826,538958,12.7,40,68529,9.39,13,29.86
00984B,3801,133933,38.07,32,51014,28.6,10,6.85
00984D,8267,524057,41.75,167,218898,27.19,46,3.53
00985A,48942,468289,14.91,40,69937,11.68,14,27.14
00985B,8197,613001,57.57,144,352960,48.03,48,3.34
00985D,1589,77732,66.78,17,51928,57.64,7,4.94
00986A,5055,42327,17.79,7,7537,7.65,1,31.37
00986B,404,24762,83.9,8,20777,77.42,5,3.79
00986D,2386,157177,50.0,44,78613,40.73,23,3.43
00987A,19077,170643,15.16,15,25874,12.13,7,31.08
00987B,2340,71327,51.34,20,36635,38.72,8,8.68
00988A,240394,3057937,19.73,378,603806,13.99,88,19.65
00988B,3992,95333,20.23,17,19304,13.68,8,11.14
00989A,7193,76117,20.94,8,15960,19.43,6,24.75
00989B,1577,55952,50.19,11,28093,41.97,5,9.07
00990A,125242,2356522,34.47,415,812578,25.79,95,13.86
00990B,4829,122850,24.92,25,30643,13.64,7,11.89
00991A,309754,3764416,18.53,426,698336,13.62,114,21.14
00992A,190477,2347455,18.1,228,425287,13.66,59,22.04
00993A,51599,788591,16.27,102,128482,10.52,24,19.1
00994A,32013,296690,16.85,32,50100,12.36,10,26.49
00995A,27119,297535,13.35,27,39754,9.61,9,26.33
00996A,25924,321899,17.68,41,56966,11.82,9,23.28
00997A,74413,1272377,21.78,156,277328,15.81,32,17.06
00998A,15885,208109,37.31,23,77657,34.96,14,20.05
00999A,103484,1230017,12.87,98,158515,9.3,25,25.77
01001T,1375,583000,93.18,60,543310,90.09,28,0.5
01002T,3292,1393000,93.6,112,1304261,91.21,61,0.54
01004T,1238,730200,94.09,82,687149,90.45,38,0.31
01007T,1821,720000,92.82,82,668527,89.59,45,0.47
01009T,957,300000,90.28,60,270879,85.97,41,0.63
01010T,861,2308170,98.72,81,2279069,97.99,56,0.05
1101,515153,7523182,54.98,923,4137988,50.83,416,13.15
1101B,7455,200000,94.14,22,188313,91.33,14,2.15
1102,102990,3546563,81.85,334,2903618,79.72,209,6.02
1103,74171,832875,80.3,136,669012,76.7,87,5.87
1104,55857,686682,72.83,108,500279,67.05,42,8.26
1107,3436,10100,99.7,1,10070,99.7,1,0.29
1108,12846,404738,80.21,76,324741,75.32,44,6.35
1109,12084,341159,79.33,70,270708,72.84,36,5.9
1110,5245,572001,93.9,57,537224,91.46,36,1.0
1113O,178,840,0,0,0,0,0,63.21
1113R,382,2129,0,0,0,0,0,30.66
1201,87935,506063,63.5,63,321413,59.49,28,12.51
1203,55468,240000,91.08,51,218632,86.72,35,3.0
1204,3520,18375,45.74,6,8407,31.77,2,19.64
1207,46720,464094,77.24,48,358575,75.26,31,9.48
1210,99469,894767,65.48,133,585992,61.18,70,14.65
1212,30422,174164,44.23,45,77058,35.58,20,17.36
1213,6604,56623,81.6,12,46217,75.28,7,7.26
1215,96671,294790,59.15,39,174422,54.39,18,23.61
1216,146021,5682015,89.39,767,5080227,85.82,447,4.05
1217,138937,494513,60.6,127,299776,53.22,70,14.88
1218,82817,499999,67.88,71,339453,63.56,35,11.55
1219,53251,341238,62.64,80,213828,57.57,52,10.92
1220,47222,177078,67.57,46,119682,60.42,27,10.65
1221,18672,95162,34.14,22,32505,25.82,10,21.96
1224,3619,71910,88.35,20,63542,82.37,13,3.39
1225,43029,242268,89.83,39,217677,87.46,29,3.24
1227,54305,915090,67.3,76,615997,64.26,30,12.97
1228,1583,11130,37.93,5,4224,12.17,1,11.98
1229,102599,1795961,65.29,160,1172955,62.45,76,10.66
1231,35393,298454,64.61,26,192858,62.83,17,16.78
1232,17173,159975,73.57,10,117707,72.12,6,13.2
1233,10233,90592,75.28,27,68218,67.85,15,4.91
1234,24442,401871,83.17,137,334324,74.27,80,5.7
1235,2966,188578,96.41,16,181828,95.23,12,1.12
1236,11873,86674,82.87,23,71849,77.96,18,7.17
1238,2043,29948,11.73,4,3516,8.56,2,21.52
1240,3041,44232,69.65,25,30812,49.12,11,8.22
1256,6287,35775,59.91,10,21440,47.12,3,17.58
1259,16437,32390,76.89,9,24909,71.31,6,9.25
1260,1334,102098,75.9,29,77514,70.63,20,2.09
1264,9097,37052,47.27,16,17524,24.84,5,23.9
1268,3369,42224,78.11,17,32982,72.16,12,8.48
1269,664,20902,77.74,7,16253,72.74,5,2.81
1271,2998,60389,66.93,18,40423,55.45,7,7.59
1293,404,17094,74.29,11,12702,42.36,4,3.13
1294,4489,30572,56.74,13,17352,41.28,6,11.55
1295,3133,34475,56.48,14,19480,44.93,8,15.69
1301,305903,6365741,74.22,557,4726423,71.62,295,9.52
1303,237294,7930822,86.87,675,6891124,84.5,377,4.5
1304,101185,1188764,61.57,110,732154,58.38,48,13.91
1305,72832,581050,51.77,62,300909,47.81,23,16.95
1306,6139,44573,21.31,4,9502,19.38,2,23.6
1307,17925,397818,81.59,63,324655,78.23,42,6.57
1308,76937,593744,52.69,63,312949,49.33,29,16.76
1309,79168,397587,46.63,33,185498,42.84,8,22.33
1310,108163,527870,29.92,83,158069,24.03,29,25.89
1312,131636,1106620,50.98,154,564428,45.94,65,17.03
1312A,1276,20000,54.29,12,10862,21.4,2,13.52
1313,63848,1330846,67.98,160,904956,63.78,68,9.83
1314,308427,3784850,42.19,747,1597860,34.0,239,14.79
1315,5951,99099,80.7,42,79987,70.24,25,6.55
1316,61119,375946,38.94,87,146468,28.12,22,18.74
1319,33916,591477,80.06,103,473674,76.07,60,9.62
1321,4050,227228,70.13,92,159391,53.85,35,2.74
1323,13316,91275,70.41,36,64281,60.99,23,8.71
1324,23573,75122,66.66,21,50099,59.28,12,16.61
1325,36064,85281,47.72,9,40706,44.79,5,27.32
1326,186273,5861186,82.54,493,4838845,80.1,263,6.11
1333,15938,74515,51.19,14,38157,43.03,3,11.0
1336,11685,77614,51.08,23,39660,38.21,6,11.42
1337,52454,268955,48.06,57,129309,39.84,19,14.7
1338,55797,83840,42.49,24,35640,31.35,10,19.22
1339,7342,74124,74.54,15,55256,72.42,13,11.22
1340,61933,152923,34.86,24,53339,28.99,8,20.04
1341,9804,52851,83.7,16,44242,75.97,9,2.59
1342,8702,78001,59.73,15,46601,51.58,5,16.69
1343,1238,40514,66.04,22,26763,42.13,7,5.71
1402,90854,5352875,88.7,430,4748635,86.67,258,3.05
1407,162370,441217,35.25,76,155617,28.84,29,29.78
1407A,4928,67910,53.45,9,36304,52.82,8,18.89
1408,70831,352417,20.66,72,72860,12.51,23,29.38
1409,149676,1618409,65.93,213,1067302,62.47,123,13.37
1410,6672,62000,76.25,19,47285,68.23,11,5.42
1413,8534,132112,75.83,26,100213,69.31,13,5.8
1414,26561,198000,88.11,37,174485,82.71,22,4.77
1416,46011,185342,54.25,38,100582,49.07,22,14.85
1417,55677,189942,58.24,51,110664,48.19,20,16.72
1418,30696,56834,71.46,19,40621,58.96,7,5.42
1419,17075,300041,90.75,72,272331,85.54,48,2.19
1423,18283,99648,83.04,26,82777,76.27,16,4.93
1432,256632,108000,54.86,16,59258,53.37,13,30.28
1434,64155,1684665,72.06,171,1214488,68.46,68,7.7
1435,33318,139780,94.87,24,132622,93.06,19,2.26
1436,14235,194152,76.93,42,149413,73.42,31,9.24
1437,8678,201871,79.58,75,160690,66.83,36,4.87
1438,5083,111206,83.1,29,92430,76.37,18,5.02
1439,4451,92000,84.77,31,78003,74.68,17,5.07
1440,95669,1656816,77.93,266,1291539,73.12,140,7.09
1441,14883,71744,65.0,15,46655,58.35,7,19.79
1442,9036,366211,86.53,107,316991,78.43,64,3.49
1443,15770,135343,89.9,40,121695,81.1,21,2.79
1444,63500,995595,63.94,133,636803,59.84,70,11.16
1445,11984,130666,68.83,40,89961,59.09,20,7.75
1446,8041,137710,65.66,28,90449,62.61,20,8.8
1447,45886,910071,69.88,124,636057,65.82,67,10.83
1449,46172,127115,38.35,27,48767,31.46,14,24.94
1450,15154,79204,25.71,14,20375,20.94,8,25.45
1451,16955,198000,63.19,39,125166,56.63,15,11.04
1452,47202,132641,48.55,40,64417,37.7,18,15.47
1453,14208,113243,75.59,18,85620,73.67,14,12.49
1454,13837,129834,81.72,35,106124,77.54,27,6.49
1455,35608,531688,66.45,75,353417,62.89,43,11.96
1456,4612,93720,85.48,15,80131,80.56,8,3.45
1457,16771,316730,74.53,70,236107,68.1,38,6.81
1458,21181,260762,59.73,59,155795,51.01,23,13.68
1459,13990,358629,85.74,78,307548,79.48,42,4.49
1460,24749,694643,71.96,125,500066,65.11,51,6.56
1462,61236,300750,46.47,99,139820,34.36,37,16.05
1463,33502,173268,81.15,41,140648,74.63,20,5.23
1464,63446,425576,61.59,86,262194,54.37,38,10.06
1465,10306,103607,72.78,38,75431,62.37,22,10.14
1466,21917,111157,69.19,36,76931,61.77,23,10.7
1467,18359,233625,66.13,41,154563,59.3,17,10.68
1468,1329,160405,97.56,18,156512,96.81,16,0.42
1469,336,87218,92.35,28,80568,87.63,21,0.17
1470,1226,85767,87.27,36,74860,70.24,13,0.76
1471,56752,150415,22.8,25,34314,16.86,8,30.28
1472,3672,52488,81.01,17,42533,69.81,7,2.83
1473,12715,146154,71.64,30,104735,69.23,24,9.95
1474,16550,129897,59.38,32,77153,52.89,17,13.61
1475,2321,66017,76.28,16,50373,68.99,8,4.48
1476,19613,274367,80.44,78,220775,74.04,50,6.63
1477,29289,246694,63.43,85,156537,52.88,44,14.82
1480,361,416085,98.22,60,408718,94.46,37,0.16
1491,1720,54818,59.65,25,32708,44.24,12,3.37
1492R,86,526,0,0,0,0,0,36.14
1503,80532,520972,73.59,66,383523,71.09,44,14.15
1504,213756,2376441,69.65,225,1655796,66.76,115,15.31
1506,21489,300389,77.15,45,231812,71.33,15,4.3
1512,20063,98183,53.89,19,52928,47.81,8,9.56
