stock_no,people,lots,b4_pct,b4_people,b4_lots,b1_pct,b1_people,s10_pct
00723B,470,1520083,99.74,13,1516366,99.68,11,0.05
00724B,6230,3022775,97.61,32,2951146,97.41,22,0.5
00725B,41510,3690706,81.9,160,3023590,80.18,56,2.73
00726B,1734,1187489,97.96,17,1163347,97.61,10,0.33
00727B,723,57189,89.13,5,50973,87.49,3,2.78
00728,9714,39423,4.67,2,1846,3.57,1,49.14
00730,13111,69544,16.81,9,11702,13.81,5,40.78
00731,8315,20600,17.99,6,3707,0,0,57.25
00733,20917,64966,14.5,6,9426,10.89,3,52.59
00734B,528,24979,82.52,2,20616,80.06,1,4.81
00735,33653,125289,21.64,20,27135,15.89,8,38.77
00736,494,6727,73.53,6,4947,41.77,2,9.22
00737,5426,22538,15.19,5,3427,4.88,1,43.41
00738U,32847,242799,19.0,38,46182,13.36,13,26.49
00739,1962,25488,38.88,9,9913,19.17,2,17.51
00740B,6061,2186971,96.64,46,2113792,96.21,31,0.61
00741B,1143,13128,49.54,3,6506,37.85,1,17.93
00746B,1328,2549964,99.57,27,2539315,99.48,22,0.09
00749B,197,1110500,99.75,7,1107810,99.75,7,0.02
00750B,74,148000,99.75,4,147642,99.32,3,0.04
00751B,67252,5200603,75.54,327,3929423,72.88,92,2.97
00752,17310,256216,30.63,31,78547,26.17,12,16.44
00753L,10358,661157,49.93,239,330255,34.78,76,3.35
00754B,459,1277900,99.74,14,1274670,99.74,14,0.06
00755B,1017,280230,97.59,7,273500,97.59,7,0.82
00756B,2356,1299300,97.56,18,1267745,97.3,12,0.37
00757,68763,267494,30.57,30,81846,27.47,16,33.62
00758B,126,5525,90.49,1,5000,90.49,1,2.33
00759B,117,47525,98.89,1,47000,98.89,1,0.17
00760B,633,435020,99.16,6,431367,99.16,6,0.29
00761B,3475,2735089,98.52,30,2695085,98.4,25,0.28
00762,22821,46748,17.37,5,8130,14.71,3,52.79
00763U,3938,42065,52.57,12,22124,48.46,10,17.85
00764B,8291,1543000,94.14,31,1452767,93.81,21,1.33
00768B,1737,789600,98.16,27,775305,97.58,20,0.38
00770,17941,78458,12.33,10,9685,5.95,3,41.53
00771,2071,14225,15.1,2,2149,11.94,1,30.2
00772B,40884,3365790,80.41,143,2707090,78.66,43,2.85
00773B,8972,2593790,95.63,42,2480723,95.27,26,0.81
00775B,183,232100,99.66,7,231330,99.23,6,0.06
00777B,220,2076650,99.92,14,2075360,99.88,13,0.01
00778B,186,1522150,99.92,10,1521080,99.92,10,0.01
00779B,639,1297650,99.6,9,1292559,99.46,7,0.1
00780B,1292,246102,97.48,10,239936,96.79,7,1.24
00781B,698,8336,30.21,3,2519,17.99,1,19.13
00782B,1249,20467,22.65,4,4640,14.13,2,15.73
00783,811,7031,11.32,1,796,0,0,26.02
00785B,242,1063466,99.83,11,1061742,99.7,8,0.02
00786B,1296,19566,26.26,5,5139,15.33,1,17.0
00787B,1013,11806,40.46,5,4778,16.94,1,17.88
00788B,1473,24706,25.81,7,6379,13.89,2,14.82
00789B,355,455600,99.38,11,452790,99.07,9,0.17
00791B,100,281100,99.68,6,280204,99.68,6,0.02
00792B,440,2317615,99.86,15,2314741,99.81,13,0.02
00793B,360,2526,0,0,0,0,0,27.91
00795B,37565,1520098,55.22,142,839572,51.33,42,5.95
00799B,1671,26036,22.31,6,5813,8.29,1,15.86
00830,179537,824465,20.93,59,172708,18.48,26,35.85
00834B,139,23198,94.36,4,21890,94.36,4,0.95
00836B,423,631041,99.55,12,628271,99.25,9,0.1
00840B,90,59431,99.27,3,59000,99.27,3,0.16
00841B,121,70440,99.43,5,70047,98.66,4,0.2
00842B,950,20767,44.32,6,9207,34.71,3,10.24
00844B,299,213175,99.18,5,211447,98.91,4,0.31
00845B,224,237051,99.56,4,236041,99.34,3,0.12
00846B,261,74350,98.18,2,73000,98.18,2,0.5
00847B,400,4305,31.0,2,1335,0,0,20.47
00848B,153,136066,99.53,3,135439,99.21,2,0.11
00849B,104,486106,99.83,6,485341,99.63,4,0.01
00850,80838,416944,17.73,32,74032,15.47,18,39.25
00851,2146,5525,27.87,1,1540,27.87,1,42.41
00852L,483,8365,68.09,3,5697,51.42,1,8.67
00853B,2335,178134,91.0,10,162137,89.53,5,3.32
00856B,413,6792,62.48,3,4245,44.16,1,9.29
00857B,15862,599768,59.17,67,355016,54.72,22,6.61
00858,19191,117374,14.78,13,17369,9.69,4,30.29
00859B,1705,28511,18.77,6,5355,13.55,3,13.38
00860B,361,2671,0,0,0,0,0,24.7
00861,19244,69912,5.96,4,4175,3.6,2,52.84
00862B,1505,879381,98.31,11,864680,98.21,9,0.4
00863B,334,511964,99.59,9,509909,99.42,7,0.11
00864B,3694,101722,29.51,20,30050,22.29,8,7.57
00865B,9780,299744,29.79,46,89347,23.22,12,6.49
00867B,212,565150,99.79,10,563972,99.72,9,0.06
00870B,315,564151,99.6,9,561966,99.43,7,0.09
00875,7163,14488,17.34,3,2513,0,0,50.98
00876,23515,94524,27.16,10,25691,24.01,5,40.08
00877,13881,163788,16.58,27,27195,9.17,9,21.52
00878,1671613,18867790,10.89,884,2057896,8.73,154,20.3
00881,407172,2975403,15.01,126,447045,13.39,45,31.77
00882,83495,1974849,26.63,390,526267,17.42,88,10.29
00884B,211,75440,98.76,4,74509,98.76,4,0.42
00885,49146,606738,17.67,90,107318,11.67,31,19.13
00886,1185,4451,13.54,1,603,0,0,45.44
00887,20422,449351,31.92,116,143544,19.8,29,11.19
00888,95410,666478,10.93,33,72931,9.59,16,35.04
00890B,703,18264,73.36,3,13401,65.7,1,8.24
00891,192613,1919090,12.91,110,248103,10.68,37,25.25
00892,47013,320792,15.34,27,49291,12.76,15,34.47
00893,57273,358884,8.57,21,30820,5.99,7,38.72
00894,26651,148509,11.56,9,17192,10.15,6,40.02
00895,29222,143916,9.33,8,13438,7.65,4,44.47
00896,49362,389880,8.79,23,34299,6.49,9,32.81
00897,10242,128512,16.36,24,21053,8.09,6,22.46
00898,8909,117476,20.38,27,23963,8.65,6,22.87
00899,3725,16135,5.69,1,919,0,0,43.07
00900,131671,1570025,15.21,91,239166,12.63,22,22.82
00901,11875,62349,13.25,11,8270,4.72,2,41.14
00902,18106,223997,17.11,28,38380,13.1,13,21.87
00903,7131,48221,12.26,5,5923,9.39,3,37.0
00904,24642,162612,14.22,18,23162,8.02,5,35.5
00905,44633,359827,7.91,19,28515,5.98,7,31.34
00907,20229,148133,10.02,12,14873,6.9,5,33.74
00908,2729,34416,37.24,9,12824,24.54,3,19.19
00909,26799,107204,14.08,10,15107,10.79,4,44.38
00910,39184,117439,12.4,12,14590,8.13,4,48.81
00911,13558,32403,17.71,6,5745,10.3,2,55.91
00912,8372,59753,23.63,8,14130,21.66,6,32.57
00913,12225,58766,19.48,7,11454,18.53,6,39.99
00915,72602,510483,15.77,35,80579,13.85,18,35.84
00916,20173,105919,13.79,15,14625,8.11,6,41.67
00917,12245,61478,13.82,9,8506,10.23,5,40.05
00918,268954,3379264,11.42,191,386716,9.0,49,20.5
00919,1375294,18180635,11.31,1036,2060338,8.55,158,17.75
00920,6577,20280,22.24,5,4511,12.68,2,45.69
00921,8907,54770,12.36,5,6777,10.89,4,39.72
00922,188104,2146686,31.49,107,676441,29.39,32,20.94
00923,126143,954423,14.27,44,136282,12.8,22,33.24
00924,55246,436103,22.81,27,99519,20.71,13,27.42
00926,9284,102982,56.38,12,58068,51.22,4,19.89
00927,141847,1350897,12.0,85,162362,9.43,28,27.18
00928,7363,44356,18.63,9,8270,10.27,3,35.52
00929,443748,5051639,10.07,221,509846,8.15,50,22.07
00930,18993,127779,8.79,8,11262,7.02,5,38.27
00931B,33917,2251398,76.68,105,1726739,74.93,41,4.05
00932,13469,113783,11.9,9,13578,10.01,6,33.0
00933B,78676,6512458,75.98,452,4949621,72.68,100,2.93
00934,48887,423526,11.14,25,47277,9.31,13,30.91
00935,122510,848004,20.44,50,173451,18.76,25,29.59
00936,22454,195297,10.17,9,19898,8.96,5,31.23
00937B,213162,17152305,60.62,3209,10402739,51.73,658,2.65
00938,6320,98516,44.57,8,43921,43.84,7,18.71
00939,102879,1166476,6.92,50,80944,4.99,15,26.9
00940,318750,5257365,12.36,396,650278,8.72,78,18.14
00941,47791,455291,13.28,37,60528,9.49,12,28.52
00942B,9935,2012959,89.62,69,1804313,88.53,31,1.34
00943,4062,40389,32.85,5,13275,28.83,3,26.69
00944,7908,53581,9.22,5,4947,7.47,3,37.59
00945B,18630,818318,40.49,131,331501,33.55,37,5.25
00946,36075,451246,20.07,31,90671,18.01,13,22.43
00947,39565,291864,22.98,31,67133,19.41,15,31.06
00948B,26667,3990427,80.83,310,3226304,77.5,93,1.57
00949,17522,167928,19.98,27,33594,14.06,10,28.31
00950B,12313,4108309,90.9,148,3735442,89.55,53,0.68
00951,15895,225542,25.29,35,57074,19.79,14,18.4
00952,22903,247775,12.65,27,31378,7.27,7,24.83
00953B,49689,4328175,52.62,1280,2278223,39.09,308,2.28
00954,11238,122247,21.56,19,26387,14.03,5,23.2
00955,38147,511931,28.54,67,146231,23.66,25,18.72
00956,3236,33130,22.63,7,7505,14.62,3,23.57
00957B,3985,188263,50.48,30,95085,43.0,9,5.93
00958B,4368,121771,21.52,24,26230,14.8,9,10.13
00959B,9299,510336,48.48,81,247465,40.97,20,4.45
00960,11836,64495,25.53,7,16472,23.72,5,36.24
00961,47240,767511,9.63,79,74101,4.65,14,16.66
00962,6224,56420,19.73,9,11147,11.08,3,28.07
00963,4912,112933,27.86,20,31488,22.96,12,10.11
00964,4077,66124,25.74,15,17030,15.51,4,14.22
00965,33324,407492,42.36,43,172730,39.35,23,19.27
00966B,3924,119732,38.4,19,46006,32.13,8,10.34
00967B,2649,179907,70.27,33,126450,62.38,12,4.13
00968B,8274,794511,68.61,99,545330,63.61,35,2.61
00969B,2096,148133,68.76,44,101880,58.7,19,3.84
00970B,5902,391229,60.58,60,237075,54.14,23,4.2
00971,6765,55177,16.76,9,9259,10.11,3,29.91
00972,1624,15672,38.8,4,6082,31.16,2,23.67
009800,19981,284891,24.02,47,68522,18.1,18,18.01
009801,8830,94619,19.56,18,18528,8.68,3,24.63
009802,39178,523995,14.25,52,74725,9.51,13,21.06
009803,19925,188828,16.15,18,30508,14.26,12,25.6
009804,18566,154892,10.22,16,15848,5.24,4,29.67
009805,54594,594316,19.23,72,114374,14.07,21,23.35
009806,1111,13661,58.09,6,7938,42.57,3,17.61
009807,1177,14260,57.94,8,8264,31.96,2,19.56
009808,4372,39511,9.2,4,3641,5.87,2,31.8
009809,2517,30363,32.26,7,9798,27.24,4,22.39
00980A,72461,825730,26.42,57,218380,24.03,24,22.76
00980B,1522,53569,46.58,15,24965,36.69,6,7.47
00980D,3415,101957,38.23,22,39005,31.29,10,7.62
00980T,3226,74918,52.83,10,39599,47.33,3,12.38
009810,1944,19154,32.64,5,6256,23.84,2,23.32
009811,23209,235950,16.85,38,39793,9.47,10,25.33
009812,5925,93882,37.86,23,35562,27.99,8,16.55
009813,23814,332324,23.06,48,76682,17.86,19,20.07
009814,13439,149076,19.66,20,29330,14.3,7,23.28
009815,30114,434170,21.18,59,92051,15.37,19,19.22
009816,916280,12014344,19.8,1447,2380831,14.08,283,19.22
009817,10272,223936,24.94,51,55880,14.84,12,13.27
009818,5109,46152,3.07,2,1425,0,0,35.08
009819,51976,585245,11.61,54,68080,7.84,20,26.48
00981A,983096,9822709,21.09,987,2073626,16.52,243,22.38
00981B,16372,1496113,51.39,525,769325,35.22,131,1.99
00981D,8656,505300,42.96,154,217193,28.51,36,3.53
00981T,8302,245761,35.45,70,87152,23.08,21,8.55
009820,38212,1156202,39.24,230,453827,29.89,56,9.59
009821,55835,540840,13.71,44,74279,10.78,17,29.61
009822,5843,93056,18.01,13,16775,11.46,3,22.15
009823,34454,351817,17.89,38,63012,13.25,10,28.45
009824,48592,559347,14.48,75,81052,7.8,15,26.32
009825,4682,130208,13.31,21,17360,5.32,4,11.25
009826,54632,670304,26.45,139,177400,16.7,26,20.14
009829,11099,309870,52.91,43,163996,48.3,19,10.26
00982A,183189,2293436,13.8,176,316932,10.13,34,21.09
00982B,769,25900,62.94,6,16305,57.58,4,6.88
00982D,2807,76229,35.65,20,27192,25.58,8,9.65
00982T,1674,17097,35.63,6,6094,17.5,2,28.02
00983A,9270,89186,26.64,15,23769,23.81,10,25.39
00983B,797,26653,58.96,8,15718,50.41,4,7.25
00983D,3989,102697,29.99,38,30817,9.65,5,7.52
00984A,63400,652458,17.23,44,112524,14.61,17,25.82
00984B,3567,124933,36.56,27,45702,30.06,12,6.8
00984D,13188,981057,43.81,331,430020,27.98,84,2.73
00985A,45809,450789,16.47,39,74323,13.67,18,26.37
00985B,8317,631001,56.55,165,356963,45.45,49,3.19
00985D,2261,101232,56.1,24,56818,45.21,8,5.31
00986A,4809,39827,16.82,6,6705,11.03,3,31.4
00986B,395,21262,80.03,7,17020,72.6,4,4.07
00986D,2381,148677,50.95,40,75788,42.35,21,3.71
00987A,17944,161143,14.52,18,23422,9.48,6,30.82
00987B,2113,72327,55.36,25,40058,40.64,9,7.53
00987D,1565,102023,75.18,13,76707,72.24,9,4.92
00988A,238456,3321937,20.04,381,666620,14.79,89,18.15
00988B,5346,156333,26.94,36,42142,16.67,12,8.57
00989A,6849,69617,17.97,7,12524,14.9,4,25.4
00989B,2216,80452,33.46,23,26936,21.54,9,7.71
00990A,124180,2444022,34.51,397,843712,26.71,98,13.32
00990B,3118,84350,42.15,17,35556,34.68,7,11.26
00991A,339311,4746416,23.42,473,1112435,19.02,127,18.36
00991B,378,226828,98.42,13,223281,97.17,9,0.34
00992A,181734,2393955,19.72,230,472461,15.4,60,20.61
00993A,47901,785091,21.88,99,171916,16.43,24,17.82
00994A,29948,292690,18.6,33,54498,13.57,8,25.14
00995A,25014,283535,16.59,29,47107,12.63,10,25.8
00996A,23570,307899,22.41,38,69059,16.88,9,22.05
00997A,70111,1162377,17.18,151,200016,11.0,32,17.43
00998A,16659,225609,39.34,25,88808,36.29,13,18.91
00999A,86889,1038517,13.11,82,136428,9.44,22,25.38
01001T,1361,583000,93.29,61,543953,90.11,28,0.51
01002T,3262,1393000,93.68,112,1305375,91.28,61,0.54
01004T,1238,730200,94.03,82,686813,90.38,38,0.31
01007T,1825,720000,92.79,81,668255,89.73,45,0.48
01009T,954,300000,90.2,61,270641,85.53,41,0.64
01010T,859,2308170,98.73,80,2279256,98.04,55,0.05
1101,508051,7523182,56.29,886,4236504,52.39,405,12.82
1101B,7424,200000,94.1,22,188230,91.29,14,2.18
1102,102782,3546563,81.65,335,2896720,79.31,196,6.04
1103,74338,832875,80.36,135,669473,76.79,86,5.82
1104,56178,686682,72.97,109,501218,67.33,46,8.16
1107,3434,10100,99.7,1,10070,99.7,1,0.29
1108,12994,404738,78.71,69,318669,74.85,43,6.46
1109,12088,341159,79.87,72,272538,72.91,36,5.91
1110,5190,572001,94.17,60,538734,91.4,36,0.97
1113O,178,840,0,0,0,0,0,63.21
1113R,381,2129,0,0,0,0,0,30.62
1201,87787,506063,63.95,66,323683,59.16,26,12.35
1203,55232,240000,90.92,50,218268,86.75,35,2.94
1204,3516,18368,45.75,6,8407,31.78,2,19.61
1207,46669,464094,77.28,48,358754,75.3,31,9.48
1210,99936,894767,65.02,129,581844,61.01,70,14.93
1212,30380,174103,44.24,45,77058,35.59,20,17.33
1213,6559,56623,81.33,12,46062,77.05,8,7.11
1215,97678,294790,56.61,32,166923,53.62,18,24.77
1216,140685,5682015,89.81,764,5104543,86.32,456,3.84
1217,137997,494513,61.59,131,304629,54.2,72,14.57
1218,82804,499999,67.22,67,336146,62.94,34,11.73
1219,52969,341238,64.03,77,218542,59.1,51,10.65
1220,47363,177078,67.64,46,119799,60.44,27,10.8
1221,18650,94979,34.2,22,32505,25.87,10,21.98
1224,3611,71910,88.36,20,63549,82.38,13,3.39
1225,43760,242268,89.66,39,217263,87.29,29,3.35
1227,53286,915090,67.38,72,616797,64.56,31,12.75
1228,1583,11130,37.93,5,4224,12.17,1,11.98
1229,103607,1831880,65.9,174,1207685,62.95,83,9.99
1231,35562,298454,64.71,26,193185,63.31,18,16.8
1232,16878,159975,73.49,10,117571,72.04,6,12.71
1233,10268,90592,75.66,27,68569,68.24,15,4.83
1234,24164,401871,83.05,136,333865,74.29,80,5.57
1235,2928,188578,96.36,15,181727,95.42,12,1.11
1236,11702,86674,83.44,23,72338,78.54,18,6.97
1238,2041,29946,11.73,4,3516,8.56,2,21.52
1240,3020,44232,69.69,25,30832,49.16,11,8.23
1256,6235,35781,59.9,10,21440,47.11,3,17.56
1259,16257,32390,78.28,9,25364,71.11,6,8.55
1260,1311,102098,76.38,30,77997,70.6,20,2.01
1264,9229,37052,47.26,16,17518,24.84,5,24.29
1268,3366,42224,78.11,17,32982,72.16,12,8.27
1269,726,20902,77.56,7,16215,72.56,5,3.48
1271,2913,77089,74.1,19,57150,64.42,7,5.76
1293,401,17094,74.31,11,12705,42.38,4,3.2
1294,4563,36626,60.04,16,22000,43.82,7,10.17
1295,3333,37600,57.92,15,21787,44.91,8,14.94
1301,300559,6365741,74.67,576,4754417,71.86,296,9.21
1303,257162,7930822,86.68,699,6876244,84.19,386,4.65
1304,99943,1188764,60.91,111,724260,57.71,48,13.75
1305,72540,581050,51.85,62,301402,48.03,24,16.68
1306,6131,44503,21.34,4,9502,19.41,2,23.57
1307,18008,397818,80.59,62,320686,77.88,43,6.65
1308,76230,593744,52.79,63,313547,49.65,32,16.39
1309,78927,397587,46.4,32,184528,42.73,9,22.11
1310,105772,527870,30.39,92,160540,23.48,31,24.84
1312,134288,1506620,59.81,188,901359,55.36,80,13.29
1312A,1274,20000,54.36,12,10877,21.4,2,13.66
1313,62083,1330846,68.19,162,907814,63.72,67,9.52
1314,306141,3784850,40.66,782,1539380,32.12,249,14.72
1315,5854,99099,81.1,42,80388,71.05,25,6.46
1316,61337,401646,42.71,86,171623,33.21,24,17.55
1319,32129,591477,80.09,104,473861,75.95,63,9.06
1321,3990,227228,70.65,94,160546,53.36,34,2.67
1323,14303,91275,70.53,36,64395,61.18,23,8.42
1324,23448,75122,66.23,20,49768,60.75,13,16.53
1325,36176,85281,47.86,9,40826,44.85,5,27.1
1326,189938,5861186,81.92,524,4802584,79.22,271,6.2
1333,15927,74515,51.19,14,38163,43.03,3,10.99
1336,12279,77614,52.49,24,40747,38.45,6,11.26
1337,52458,268955,47.81,56,128655,39.1,18,14.57
1338,56020,83840,44.03,25,36932,34.18,12,18.89
1339,7289,74124,75.31,16,55840,72.36,13,11.12
1340,61789,152923,34.65,25,53016,28.15,7,19.9
1341,9735,52851,83.7,16,44244,75.97,9,2.56
1342,8722,78001,58.93,14,45977,51.58,5,17.13
1343,1224,40514,66.17,22,26816,42.18,7,5.55
1402,88473,5352875,89.19,428,4775269,87.21,256,2.93
1407,162126,440877,35.28,76,155617,28.86,29,29.76
1407A,4919,67841,53.5,9,36304,52.87,8,18.89
1408,70708,351814,20.69,72,72860,12.53,23,29.38
1409,150456,1618409,62.91,210,1018626,59.11,112,13.9
1410,6645,62000,76.26,19,47295,68.24,11,5.33
1413,8484,132112,76.01,26,100447,69.49,13,5.8
1414,26791,198000,88.53,37,175332,82.93,21,4.71
1416,45432,185342,56.47,40,104697,50.08,21,14.38
1417,55616,189942,58.36,51,110874,48.21,20,16.48
1418,30631,56834,71.51,19,40651,58.94,7,5.39
1419,16899,300041,90.42,70,271357,85.53,48,2.13
1423,18163,99648,83.33,29,83059,74.48,15,4.88
1432,257495,108000,54.51,13,58884,53.52,11,29.94
1434,64570,1684665,72.0,162,1213293,68.79,71,7.75
1435,33141,139780,94.87,24,132617,93.05,19,2.22
1436,14448,194152,76.34,38,148266,72.24,25,9.51
1437,8545,201871,79.63,74,160781,67.2,36,4.77
1438,5042,111206,82.91,28,92222,76.64,18,4.92
1439,4357,92000,85.59,31,78760,75.93,18,4.82
1440,94178,1656816,78.26,272,1297030,73.41,143,6.89
1441,14607,71744,65.0,15,46655,58.35,7,19.72
1442,8553,366211,87.47,109,320449,79.28,65,3.2
1443,15730,135343,89.92,40,121720,82.64,23,2.76
1444,61067,995595,64.06,138,637983,60.02,73,10.65
1445,11867,130666,69.17,41,90409,60.21,21,7.68
1446,8031,137710,66.0,29,90912,62.62,20,8.83
1447,43119,910071,69.99,127,637208,65.82,66,10.26
1449,45489,127115,38.47,27,48917,32.46,15,23.95
1450,15124,78837,25.82,14,20375,21.03,8,25.52
1451,16740,198000,63.88,41,126514,56.65,15,10.87
1452,47100,132641,49.32,40,65451,38.44,18,15.2
1453,14060,113243,75.67,18,85716,73.7,14,12.33
1454,13806,129834,81.7,35,106102,77.51,27,6.49
1455,34901,531688,67.02,79,356487,63.25,45,11.63
1456,4561,93720,85.74,15,80370,80.89,8,3.33
1457,16589,316730,74.89,71,237257,68.55,39,6.68
1458,21153,260751,59.78,59,155920,51.06,23,13.66
1459,12347,268972,84.13,61,226336,78.01,35,4.82
1460,23973,694643,71.94,123,499907,65.22,51,6.32
1462,61127,299874,46.39,98,139155,34.46,37,16.05
1463,33466,173268,81.5,41,141254,74.98,20,5.12
1464,63465,425576,61.78,89,262995,54.42,38,9.9
1465,10215,103607,72.92,39,75558,62.38,22,10.07
1466,21793,111157,68.63,34,76305,62.09,23,10.84
1467,17939,233625,67.22,45,157061,59.72,18,10.29
1468,1328,160405,97.55,18,156495,96.81,16,0.4
1469,336,87218,92.35,28,80568,87.63,21,0.17
1470,1206,85767,86.7,35,74384,70.26,13,0.72
1471,56500,150415,21.89,22,32947,16.92,8,29.81
1472,3589,52488,81.75,17,42919,69.84,7,2.52
1473,12597,146154,71.81,30,104987,69.22,24,9.92
1474,16351,129897,59.23,31,76944,53.15,17,13.38
1475,2306,66017,76.28,16,50377,68.99,8,4.36
1476,20505,274367,80.04,74,219672,74.18,47,7.09
