stock_no,people,lots,b4_pct,b4_people,b4_lots,b1_pct,b1_people,s10_pct
00738U,32423,240299,19.63,43,47226,12.48,12,26.32
00739,1955,24988,38.44,9,9609,19.57,2,17.9
00740B,6006,2190971,96.68,46,2118510,96.24,31,0.59
00741B,1137,13128,49.42,3,6491,37.85,1,17.85
00746B,1327,2550464,99.56,27,2539783,99.4,20,0.1
00749B,193,1110500,99.75,7,1107810,99.75,7,0.02
00750B,75,148000,99.73,4,147617,99.32,3,0.04
00751B,67107,5226103,75.59,326,3951348,72.95,93,2.95
00752,17242,257216,30.68,31,78989,26.51,13,16.28
00753L,10443,664657,49.39,245,328346,33.96,78,3.33
00754B,458,1303900,99.75,14,1300670,99.75,14,0.06
00755B,1006,280230,97.59,7,273500,97.59,7,0.8
00756B,2327,1315300,97.62,19,1284227,97.17,10,0.36
00757,68382,267994,30.74,30,82422,27.64,16,33.64
00758B,126,5525,90.49,1,5000,90.49,1,2.37
00759B,122,47525,98.89,1,47000,98.89,1,0.17
00760B,625,435020,99.16,6,431372,99.16,6,0.28
00761B,3443,2735089,98.54,29,2695472,98.47,26,0.28
00762,22574,46748,18.21,6,8524,14.39,3,52.44
00763U,3777,41065,53.29,12,21889,47.74,9,17.48
00764B,8289,1543500,94.06,31,1452115,93.72,21,1.33
00768B,1745,791100,98.23,27,777232,97.84,22,0.38
00770,19438,83958,12.55,8,10549,9.89,5,41.68
00771,2065,14225,15.23,2,2167,11.94,1,30.11
00772B,40659,3361790,80.47,142,2705534,78.74,43,2.83
00773B,8920,2593790,95.63,42,2480823,95.24,25,0.81
00775B,183,232100,99.66,7,231330,99.23,6,0.06
00777B,221,2076650,99.92,14,2075360,99.88,13,0.01
00778B,184,1522150,99.94,11,1521483,99.92,10,0.02
00779B,638,1297650,99.6,9,1292568,99.46,7,0.1
00780B,1292,246102,97.39,9,239698,96.87,7,1.24
00781B,722,8336,24.16,2,2015,17.99,1,19.45
00782B,1257,20467,22.45,4,4599,14.51,2,15.76
00783,808,7031,10.28,1,723,0.0,0,25.72
00785B,241,1063466,99.83,11,1061784,99.7,8,0.02
00786B,1290,19566,28.9,6,5656,15.33,1,16.86
00787B,1010,11806,41.3,5,4877,16.94,1,17.8
00788B,1464,24706,26.72,7,6604,14.8,2,14.64
00789B,355,455600,99.38,11,452790,99.07,9,0.17
00791B,100,281100,99.68,6,280204,99.68,6,0.02
00792B,444,2317615,99.87,15,2314774,99.81,13,0.02
00793B,279,2026,23.2,1,470,0.0,0,25.21
00795B,37334,1514598,55.28,140,837570,51.36,41,5.94
00799B,1666,26036,25.48,8,6636,12.4,2,15.73
00830,182141,861465,21.89,62,188800,19.3,26,35.25
00834B,135,23198,94.36,4,21890,94.36,4,0.87
00836B,424,631041,99.6,13,628578,99.25,9,0.1
00840B,92,59431,99.27,3,59000,99.27,3,0.16
00841B,121,70440,99.43,5,70047,98.66,4,0.2
00842B,984,21267,42.36,6,9012,33.87,3,10.85
00844B,300,213175,99.21,5,211504,98.91,4,0.31
00845B,222,237051,99.59,4,236105,99.34,3,0.12
00846B,257,74350,98.18,2,73000,98.18,2,0.48
00847B,334,3805,24.23,1,922,0.0,0,18.73
00848B,153,136066,99.53,3,135436,99.21,2,0.11
00849B,107,486106,99.84,6,485399,99.63,4,0.01
00850,80364,416444,18.06,32,75301,15.78,18,39.08
00851,2127,5525,27.87,1,1540,27.87,1,41.94
00852L,531,8365,61.11,2,5113,49.84,1,10.12
00853B,2322,178134,91.04,10,162197,89.53,5,3.3
00856B,408,6792,58.39,2,3967,44.16,1,9.11
00857B,15732,601768,59.63,68,359024,55.2,22,6.53
00858,19033,117874,15.29,13,18043,11.05,5,30.05
00859B,1890,33011,24.33,8,8035,16.79,3,13.14
00860B,365,2671,0.0,0,0,0.0,0,25.57
00861,18909,69412,5.68,4,3952,3.81,2,53.01
00862B,1498,879381,98.29,10,864368,98.24,9,0.39
00863B,334,511964,99.5,8,509431,99.42,7,0.11
00864B,3802,108722,34.39,24,37421,26.53,10,7.43
00865B,10166,315744,30.24,55,95560,22.82,13,6.48
00867B,213,565150,99.72,9,563570,99.72,9,0.06
00870B,313,564151,99.61,9,561973,99.43,7,0.09
00875,6757,14988,17.94,3,2691,7.75,1,49.23
00876,22997,94524,27.14,10,25670,24.03,5,39.69
00877,13769,163788,17.49,28,28662,10.41,10,21.33
00878,1665885,18794290,11.26,863,2119239,9.15,153,20.24
00881,404648,2973403,16.02,125,476642,14.47,46,31.38
00882,83209,1974849,26.77,387,528882,17.76,91,10.26
00884B,212,75440,98.77,4,74515,98.77,4,0.41
00885,48298,593238,17.29,88,102694,11.45,32,19.19
00886,1182,4451,13.23,1,589,0.0,0,45.73
00887,20573,452351,30.61,116,138522,18.6,29,11.18
00888,92674,644478,11.81,29,76213,10.71,16,35.17
00890B,700,18264,73.57,3,13439,65.7,1,8.16
00891,189355,1897090,14.57,105,277014,12.39,34,25.04
00892,46132,323292,17.96,27,58112,15.26,14,33.35
00893,56942,357384,8.53,21,30545,6.0,7,38.76
00894,26321,147509,12.98,11,19178,11.76,8,39.79
00895,29008,143916,10.16,8,14652,8.25,4,44.15
00896,56283,450380,7.7,23,34716,6.17,11,32.58
00897,10097,136012,22.47,25,30589,13.77,6,20.83
00898,8689,115476,21.41,26,24751,11.82,8,22.58
00899,3661,16135,5.67,1,916,0.0,0,42.42
00900,129481,1526525,14.97,86,228897,12.54,22,23.11
00901,11708,62349,13.56,10,8472,5.26,2,40.91
00902,18003,222997,17.07,29,38099,12.58,12,21.88
00903,7093,46721,10.38,5,4859,4.48,1,37.88
00904,24219,157112,13.34,19,20985,6.68,5,36.16
00905,44486,359827,7.92,19,28545,5.97,7,31.28
00907,20098,148133,11.64,13,17287,8.48,6,33.55
00908,2725,34416,37.16,9,12793,24.12,3,19.29
00909,25993,103704,14.47,12,15022,9.97,4,44.19
00910,38778,113939,8.73,10,9977,4.35,2,50.34
00911,13318,32403,15.24,4,4941,11.81,2,55.46
00912,8288,58253,22.12,8,12891,19.04,5,32.91
00913,11802,57766,21.95,6,12683,20.78,5,38.54
00915,71585,506483,16.88,37,85606,14.82,19,35.59
00916,19662,103419,14.38,15,14895,8.55,6,41.43
00917,12566,61478,12.27,11,7558,3.41,2,41.14
00918,316757,3914764,11.08,235,434545,8.42,54,20.83
00919,1419036,18555135,10.87,1068,2020391,8.07,166,17.95
00920,6426,20280,23.05,5,4679,12.01,2,45.21
00921,9713,55270,6.88,4,3811,2.46,1,42.74
00922,187084,2137686,31.57,108,675368,29.53,34,20.9
00923,124194,952923,15.17,45,144841,13.79,23,32.69
00924,55349,435103,22.21,26,96701,20.19,13,27.58
00926,9259,103982,56.63,12,58904,52.95,6,19.68
00927,141148,1357397,13.26,81,180238,10.87,28,26.92
00928,7214,43856,22.22,11,9753,8.29,2,34.9
00929,452958,5158139,9.6,228,496456,7.62,50,22.09
00930,20237,130779,6.01,7,7889,3.76,3,39.86
00931B,33719,2245398,76.77,101,1724149,75.11,41,4.04
00932,13239,109283,10.81,9,11840,8.39,5,33.79
00933B,78315,6517958,76.06,455,4959209,72.81,105,2.92
00934,49166,426526,11.58,24,49490,10.11,13,30.78
00935,122532,876004,23.82,54,208855,22.25,30,28.4
00936,22259,192797,9.97,7,19244,9.02,4,31.27
00937B,212023,17076305,60.64,3228,10357730,51.7,669,2.64
00938,6380,100016,46.11,9,46129,44.66,7,18.48
00939,102561,1163476,7.14,49,83332,5.24,15,26.87
00940,315230,5174865,12.27,389,635795,8.68,80,18.19
00941,47314,454791,13.32,35,60655,9.9,12,28.37
00942B,9843,2034459,89.84,67,1827915,88.83,31,1.31
00943,4174,40389,30.93,5,12498,26.7,3,27.49
00944,7853,53081,9.38,6,4986,5.26,2,37.66
00945B,18686,831318,40.9,137,340214,33.83,39,5.15
00946,35937,441246,19.25,31,84972,16.94,12,22.76
00947,38457,277364,23.24,33,64514,19.13,15,31.57
00948B,26474,3982427,80.95,313,3224827,77.65,96,1.57
00949,17426,167428,20.22,27,33880,14.1,10,28.28
00950B,12214,4111309,90.93,146,3739344,89.6,53,0.68
00951,15751,234042,28.56,35,66886,23.59,15,17.58
00952,22843,247775,13.22,27,32804,8.19,9,24.71
00953B,51498,4602175,52.98,1392,2439203,38.99,321,2.18
00954,11105,123747,22.44,18,27788,15.83,6,22.66
00955,36017,490931,31.47,64,154576,26.66,25,18.3
00956,3223,33130,21.66,6,7181,11.93,2,23.62
00957B,3962,188263,50.54,30,95170,43.0,9,5.9
00958B,4329,120271,21.36,24,25709,14.38,9,10.21
00959B,9233,510336,48.46,82,247368,40.89,20,4.41
00960,13032,58495,18.1,7,10592,16.25,5,40.71
00961,54256,904011,8.96,96,81220,3.92,19,16.22
00962,8796,87920,15.3,11,13473,9.7,4,26.41
00963,5049,115433,27.36,22,31604,21.15,11,10.17
00964,4371,66624,19.51,14,13008,10.16,4,15.32
00965,33579,431492,45.72,43,197370,42.92,23,18.34
00966B,3899,117732,37.41,18,44073,30.75,7,10.43
00967B,2664,181407,70.49,34,127900,62.52,13,4.09
00968B,8221,793511,68.65,101,544913,63.51,35,2.59
00969B,2102,147633,68.2,44,100704,57.79,19,3.84
00970B,5889,391229,60.15,60,235384,53.8,23,4.21
00971,6718,55177,17.56,9,9699,11.54,3,29.56
00972,1635,15172,33.11,2,5024,33.11,2,24.39
009800,19914,304391,28.47,49,86744,23.35,21,16.77
009801,8777,95119,20.58,18,19591,10.69,4,24.25
009802,41568,568495,20.72,52,117951,16.9,18,20.36
009803,26013,224828,9.45,20,21288,6.08,7,29.05
009804,18121,148392,10.72,15,15928,6.32,5,30.19
009805,55201,613816,20.15,71,123811,15.43,23,22.72
009806,1087,13661,58.27,6,7962,42.96,3,17.44
009807,1178,14260,57.94,8,8265,32.45,2,19.36
009808,4286,39011,10.48,4,4091,6.49,2,31.6
009809,2489,31863,37.29,7,11886,32.6,4,21.2
00980A,71283,798730,25.52,54,204048,23.45,25,23.11
00980B,1512,53569,46.97,14,25169,38.86,6,7.44
00980D,3404,98957,37.6,25,37233,28.61,9,7.8
00980T,3199,74918,53.53,9,40120,48.62,3,12.29
009810,1944,19154,33.87,5,6489,24.56,2,23.33
009811,23002,234450,16.69,38,39169,9.76,11,25.28
009812,5908,92382,36.9,22,34109,27.55,8,16.6
009813,23512,329324,23.67,48,78019,18.2,18,19.99
009814,13853,152576,19.93,19,30432,15.33,7,23.29
009815,29794,428170,21.71,59,93064,15.74,18,19.11
009816,910780,11958844,20.17,1456,2414129,14.49,295,19.1
009817,10159,221936,24.74,49,54936,14.97,12,13.23
009818,4977,46152,6.23,3,2880,5.24,2,34.23
009819,51806,605745,12.86,56,78023,8.93,20,25.37
00981A,964292,9497709,20.68,950,1965736,16.24,244,22.65
00981B,16702,1540613,51.06,543,786991,34.98,136,1.97
00981D,8617,518800,44.35,158,230189,30.23,38,3.36
00981T,8280,251261,35.77,67,89916,23.88,20,8.29
009820,37587,1121202,38.2,222,428514,28.93,54,9.73
009821,54839,516340,11.27,42,58308,7.91,14,30.45
009822,5063,73556,14.47,10,10664,8.51,3,24.1
009823,34124,350817,17.37,34,60984,13.21,9,28.14
009824,47492,532347,15.01,71,79977,8.72,16,26.75
009825,4464,120208,13.1,20,15774,4.71,4,11.55
009826,59485,766804,24.55,151,188491,15.62,37,19.2
009827,15267,202950,14.25,32,28946,7.03,6,22.91
009828,53754,681545,20.18,64,137679,16.32,21,24.74
009829,12704,300870,44.73,67,134656,36.85,26,11.43
00982A,179609,2231436,14.15,168,316308,10.66,35,21.27
00982B,776,25900,60.87,6,15768,53.35,3,6.8
00982D,2808,76729,36.16,21,27753,27.94,10,9.59
00982T,1791,16597,24.8,5,4118,12.74,2,29.97
00983A,9025,81686,22.89,14,18713,17.52,7,26.78
00983B,788,24653,55.9,8,13784,46.66,4,7.9
00983D,3977,104197,29.41,37,30663,10.13,5,7.44
00984A,62491,631958,15.86,43,100374,13.21,17,26.26
00984B,3509,123433,36.35,27,44902,29.7,12,6.76
00984D,14616,1141057,44.89,403,512379,28.06,98,2.46
00985A,45868,454289,17.0,39,77338,14.42,19,26.12
00985B,8660,721501,59.11,197,426608,47.19,57,2.81
00985D,2364,107232,56.93,26,61077,46.65,10,5.23
00986A,4729,39827,18.58,6,7402,10.62,2,30.99
00986B,396,20762,79.24,6,16454,73.58,4,3.98
00986D,2365,145677,51.23,42,74653,41.78,21,3.78
00987A,17413,155143,15.53,17,24134,11.67,8,31.01
00987B,2122,71327,54.33,25,38761,39.46,9,7.6
00987D,1666,95023,74.88,13,71165,72.26,10,5.45
00988A,233882,3215937,18.63,369,599703,13.37,85,18.46
00988B,5439,161333,28.97,41,46768,16.54,10,8.31
00989A,6761,67117,15.76,8,10591,11.63,4,26.04
00989B,2476,98452,37.07,28,36515,25.65,11,6.81
00990A,122589,2410522,34.18,404,824394,26.29,101,13.35
00990B,3166,88850,40.97,17,36406,34.4,8,10.58
00991A,336229,4481916,20.63,451,925323,16.2,119,19.3
00991B,396,259328,98.34,13,255071,97.44,9,0.29
00992A,178523,2274455,17.6,228,401029,12.89,54,21.3
00993A,46873,753591,20.88,97,157484,15.27,23,18.2
00994A,28709,271690,18.33,33,49852,13.31,9,26.01
00995A,24332,273035,15.62,28,42689,11.97,11,26.1
00996A,22715,289399,20.99,32,60798,16.15,9,22.68
00997A,68575,1148377,17.16,154,197325,10.61,30,17.19
00998A,20356,260109,35.43,28,92205,32.37,14,19.91
00999A,86511,1002017,10.18,83,102277,6.29,21,26.07
01001T,1359,583000,93.28,61,543893,90.06,28,0.5
01002T,3255,1393000,93.68,112,1305229,91.28,61,0.53
01004T,1244,730200,93.97,82,686409,90.32,38,0.32
01007T,1822,720000,92.81,82,668406,89.68,45,0.48
01009T,953,300000,90.2,61,270651,85.55,41,0.63
01010T,853,2308170,98.73,80,2279415,98.08,56,0.04
1101,510770,7523182,55.25,858,4158261,51.36,377,12.98
1101B,7414,200000,94.06,22,188157,91.25,14,2.19
1102,101857,3546563,81.79,331,2901056,79.55,200,5.97
1103,74273,832875,80.27,134,668664,76.66,86,5.8
1104,56014,686682,73.48,112,504688,67.69,46,8.13
1107,3432,10100,99.7,1,10070,99.7,1,0.29
1108,12970,404738,78.57,67,318119,74.87,43,6.47
1109,12073,341159,79.76,71,272188,72.94,36,5.92
1110,5160,572001,94.2,60,538910,91.43,36,0.96
1113O,178,840,0.0,0,0,0.0,0,63.21
1113R,381,2129,0.0,0,0,0.0,0,30.62
1201,87665,506063,63.83,66,323137,59.24,26,12.32
1203,55165,240000,90.93,50,218292,86.76,35,2.93
1204,3515,18368,45.75,6,8407,31.78,2,19.61
1207,46650,464094,77.29,48,358798,75.31,31,9.47
1210,100041,894767,65.09,131,582621,60.64,66,15.0
1212,30367,174064,44.25,45,77058,35.6,20,17.33
1213,6552,56623,81.89,13,46382,77.04,8,7.11
1215,97484,294790,56.45,32,166462,52.78,15,24.7
1216,141728,5682015,89.63,759,5094063,86.21,457,3.88
1217,137718,494513,61.7,130,305282,54.1,70,14.52
1218,82622,499999,67.17,65,335977,63.47,36,11.71
1219,52880,341238,64.15,77,218990,59.09,51,10.6
1220,47371,177078,67.88,47,120244,60.48,27,10.85
1221,18644,94974,34.2,22,32505,25.87,10,21.97
1224,3611,71910,88.36,20,63549,82.38,13,3.39
1225,43815,242268,89.43,39,216692,86.7,28,3.33
1227,53355,915090,67.23,74,615408,64.23,30,12.75
1228,1579,11108,38.0,5,4224,12.2,1,11.97
1229,103101,1831880,66.13,175,1211743,63.18,84,9.93
1231,36254,328300,64.84,27,212908,63.66,19,15.72
1232,16787,159975,73.51,10,117607,72.04,6,12.67
1233,10252,90592,75.8,27,68696,68.38,15,4.78
1234,24106,401871,83.04,136,333819,74.28,80,5.56
1235,2915,188578,96.36,15,181720,95.42,12,1.09
1236,11615,86674,83.61,23,72479,78.72,18,6.9
1238,2040,29945,11.73,4,3516,8.56,2,21.51
1240,3029,44232,69.69,25,30832,49.16,11,8.26
1256,6307,35781,59.9,10,21440,47.11,3,18.04
1259,16201,32390,78.49,9,25430,71.32,6,8.41
1260,1297,102098,76.37,30,77991,70.59,20,2.04
1264,9284,37052,47.19,16,17492,24.84,5,24.38
1268,3520,42224,78.11,17,32982,72.16,12,8.8
1269,727,20882,77.54,7,16195,72.54,5,3.46
1271,2901,77089,74.1,19,57146,64.42,7,5.71
1293,397,17094,74.31,11,12705,42.38,4,3.18
1294,4544,36626,60.21,16,22061,43.99,7,10.03
1295,3300,37600,57.92,15,21787,44.91,8,14.77
1301,292737,6365741,75.47,583,4805651,72.66,299,8.9
1303,272285,7930822,86.55,712,6866043,83.99,392,4.77
1304,99631,1188764,60.92,110,724518,57.68,47,13.69
1305,72339,581050,51.66,61,300298,48.23,25,16.68
1306,6129,44498,21.34,4,9502,19.41,2,23.55
1307,18057,397818,80.27,63,319413,77.28,41,6.71
1308,75961,593744,52.92,64,314287,49.59,31,16.33
1309,78684,397587,46.72,31,185858,43.66,11,22.02
1310,105360,527870,30.57,89,161496,24.69,34,24.67
1312,139748,1506620,60.27,183,908412,56.22,79,13.93
1312A,1270,20000,54.44,12,10891,21.4,2,13.56
1313,61653,1330846,68.48,167,911613,63.77,66,9.41
1314,303610,3784850,41.12,786,1557170,32.43,244,14.55
1315,5830,99099,81.66,43,80941,71.05,25,6.35
1316,61175,401646,41.88,81,168258,32.75,22,17.48
1319,32011,591477,80.09,104,473779,75.95,62,9.06
1321,3969,227228,70.58,93,160407,53.35,34,2.67
1323,14401,91275,70.58,36,64442,61.22,23,8.44
1324,23406,75122,66.27,20,49795,60.81,13,16.54
1325,36140,85281,48.32,10,41213,44.85,5,26.96
1326,181788,5861186,83.18,519,4876205,80.62,278,5.78
1333,15926,74515,51.19,14,38163,43.03,3,10.99
1336,12344,77614,51.83,23,40238,38.47,6,11.19
1337,52381,268955,47.42,55,127569,39.06,18,14.52
1338,55976,83840,44.09,25,36987,34.24,12,18.71
1339,7282,74124,75.17,16,55729,72.38,13,11.06
1340,61699,152923,34.64,25,52998,28.15,7,19.8
1341,9709,52851,83.71,16,44247,75.97,9,2.57
1342,8693,78001,58.58,14,45709,51.58,5,17.19
1343,1211,40514,66.17,22,26817,42.18,7,5.46
1402,87763,5352875,89.21,435,4776706,87.23,262,2.91
1407,162061,440686,35.29,76,155617,28.87,29,29.76
1407A,4916,67828,53.51,9,36304,52.88,8,18.87
1408,70685,351609,20.7,72,72860,12.54,23,29.39
1409,156542,1618409,61.46,208,995002,57.85,113,14.78
1410,6631,62000,77.03,20,47773,68.36,11,5.3
1413,8462,132112,76.05,26,100494,69.53,13,5.77
1414,26829,198000,88.72,38,175689,82.87,21,4.72
1416,45310,185342,56.22,39,104237,50.62,22,14.3
1417,55523,189942,58.39,51,110949,48.23,20,16.47
1418,30580,56834,71.58,19,40690,58.95,7,5.42
1419,16834,300041,90.8,73,272526,85.53,48,2.11
1423,18140,99648,83.33,29,83063,74.48,15,4.85
1432,257248,108000,54.5,13,58871,53.51,11,29.83
1434,64143,1684665,72.04,162,1214060,68.74,70,7.7
1435,33070,139780,94.87,24,132618,93.05,19,2.18
1436,14395,194152,76.19,37,147972,72.24,25,9.48
1437,8514,201871,79.4,73,160317,67.23,36,4.76
1438,5046,111206,83.0,28,92318,76.74,18,4.87
1439,4338,92000,85.71,31,78868,77.14,19,4.83
1440,93715,1656816,78.38,272,1298953,73.54,142,6.82
1441,14475,71744,65.0,15,46655,58.35,7,19.67
1442,8489,366211,87.48,109,320449,78.84,63,3.15
1443,15699,135343,89.95,40,121777,82.66,23,2.77
1444,60613,995595,64.14,137,638711,59.94,71,10.57
1445,11838,130666,69.02,41,90213,60.01,21,7.67
1446,8017,137710,66.29,29,91307,62.62,19,8.8
1447,42441,910071,70.14,128,638506,65.96,66,10.07
1449,45226,127115,38.45,27,48897,32.51,15,23.63
1450,15114,78811,25.83,14,20375,21.04,8,25.53
1451,16692,198000,63.72,40,126222,56.67,15,10.85
1452,47023,132641,49.65,40,65881,38.78,18,15.13
1453,14011,113243,75.67,18,85716,73.7,14,12.27
1454,13787,129834,81.61,35,105975,77.31,27,6.49
1455,34722,531688,67.08,78,356736,63.49,46,11.57
1456,4642,93720,85.43,15,80073,80.58,8,3.61
1457,16551,316730,74.96,71,237474,68.54,39,6.67
1458,21143,260748,59.79,59,155932,51.07,23,13.66
1459,12267,268972,84.03,60,226088,78.19,35,4.76
1460,23852,694643,71.97,123,500051,65.22,51,6.28
1462,61088,299802,46.4,98,139155,34.47,37,16.05
1463,33420,173268,81.73,42,141649,74.96,20,5.1
1464,63447,425576,61.86,89,263340,54.47,38,9.87
1465,10179,103607,72.53,38,75171,62.37,22,10.06
1466,21731,111157,68.86,34,76554,62.08,23,10.74
1467,17872,233625,67.29,45,157253,59.73,18,10.24
1468,1322,160405,97.55,18,156489,96.81,16,0.39
1469,336,87218,92.35,28,80568,87.63,21,0.17
1470,1196,85767,86.72,35,74389,70.27,13,0.71
1471,56283,150415,22.24,23,33483,16.96,8,29.61
1472,3581,52765,82.12,18,43342,69.47,7,2.5
