stock_no,people,lots,b4_pct,b4_people,b4_lots,b1_pct,b1_people,s10_pct
00762,22948,47748,19.47,6,9303,15.35,3,51.55
00763U,5468,49565,47.61,19,23606,37.33,10,23.35
00764B,8779,1559000,93.78,34,1462469,93.29,20,1.41
00768B,1665,764100,98.36,30,751753,97.72,22,0.38
00770,18524,79458,11.94,10,9508,7.04,4,42.02
00771,2111,14225,15.43,2,2196,11.94,1,30.54
00772B,41734,3400790,80.46,143,2737178,78.72,43,2.88
00773B,9215,2552290,95.49,42,2437733,95.12,26,0.85
00775B,181,232100,99.85,8,231790,99.23,6,0.06
00777B,215,2018650,99.92,14,2017360,99.88,13,0
00778B,181,1505650,99.94,12,1504942,99.89,10,0.01
00779B,668,1297150,99.58,9,1291898,99.51,8,0.1
00780B,1319,268102,97.59,10,261655,96.64,7,1.18
00781B,682,8336,38.7,4,3227,17.99,1,17.82
00782B,1241,18967,16.95,3,3217,6.84,1,16.67
00783,822,8031,23.28,2,1870,16.08,1,22.54
00785B,242,1082966,99.83,11,1081250,99.66,8,0.02
00786B,1349,21566,31.82,6,6866,19.8,2,16.22
00787B,1049,12306,39.15,6,4820,16.25,1,17.91
00788B,1539,25206,25.01,8,6309,7.93,1,15.3
00789B,362,455600,99.38,11,452790,99.07,9,0.17
00791B,97,279600,99.72,7,278828,99.5,6,0.02
00792B,449,2277115,99.87,16,2274447,99.83,14,0.02
00793B,425,3026,0,0,0,0,0,27.56
00795B,38978,1596098,56.21,151,897363,52.3,46,5.89
00799B,1691,25536,20.66,4,5278,16.75,3,16.8
00830,167114,725965,23.89,59,173543,20.84,24,35.88
00834B,139,23198,96.14,5,22303,94.36,4,1.01
00836B,431,611541,99.58,13,609100,99.14,9,0.11
00840B,89,59431,99.27,3,59000,99.27,3,0.14
00841B,116,70440,98.66,4,69500,98.66,4,0.2
00842B,776,15767,52.24,5,8237,45.88,3,10.7
00844B,314,222175,98.95,4,219860,98.95,4,0.32
00845B,220,237551,99.55,4,236504,99.55,4,0.12
00846B,269,74350,98.18,2,73000,98.18,2,0.51
00847B,412,8305,58.75,3,4881,42.14,1,10.53
00848B,157,136066,99.21,2,135000,99.21,2,0.13
00849B,111,486106,99.7,5,484690,99.6,4,0.01
00850,80771,415444,17.69,31,73561,15.51,18,39.48
00851,2207,5525,27.87,1,1540,27.87,1,43.5
00852L,494,8865,66.52,3,5898,50.31,1,8.8
00853B,2378,182634,91.4,11,166954,90.32,7,3.27
00856B,425,6792,64.13,3,4357,44.16,1,9.06
00857B,16653,544268,51.87,69,282508,47.16,25,7.67
00858,19900,117374,15.73,14,18482,11.34,5,30.89
00859B,1482,29511,27.74,5,8190,24.32,3,11.09
00860B,361,3171,15.59,1,494,0,0,20.93
00861,19293,68412,5.17,4,3547,3.33,2,53.05
00862B,1569,885881,98.32,12,871155,98.22,10,0.41
00863B,346,576964,99.61,8,574769,99.61,8,0.11
00864B,3538,105722,34.61,21,36606,27.45,9,7.07
00865B,8545,271744,30.26,46,82277,22.9,13,6.17
00867B,207,504650,99.82,10,503747,99.82,10,0.06
00870B,318,564151,99.6,8,561943,99.41,6,0.08
00875,3578,13488,15.83,3,2138,0,0,49.67
00876,21198,74524,12.49,9,9318,8.93,4,46.44
00877,12206,143788,15.11,25,21753,7.27,7,21.28
00878,1603731,18345790,11.59,854,2130417,9.45,147,20.17
00881,317078,2375403,14.16,103,336889,12.69,41,31.66
00882,85944,2032349,26.05,406,529935,16.6,87,10.28
00884B,212,75440,98.73,4,74492,97.42,3,0.41
00885,50806,627238,18.31,91,114966,12.39,32,18.89
00886,1221,4451,10.53,1,469,0,0,46.02
00887,19036,388351,29.44,96,114429,18.08,26,11.93
00888,62913,387978,9.15,16,35569,7.91,8,38.93
00890B,719,18764,73.27,3,13752,63.95,1,8.22
00891,172417,1653090,13.15,99,217720,10.79,31,26.25
00892,39482,277292,16.37,23,45470,13.97,13,33.48
00893,58981,365884,8.98,22,32929,6.36,7,38.62
00894,25638,151509,16.65,12,25265,14.78,8,37.37
00895,30197,149916,10.52,8,15791,8.67,4,43.68
00896,49577,403880,11.09,29,44877,7.86,8,32.02
00897,10433,144512,19.17,27,27738,10.71,7,20.51
00898,10589,147976,17.69,27,26220,8.88,7,21.87
00899,4117,16635,8.17,2,1360,0,0,44.64
00900,136648,1657525,15.24,95,252937,12.76,25,22.41
00901,12367,63349,12.14,10,7699,3.58,2,41.24
00902,18492,225497,17.35,30,39168,12.56,12,21.97
00903,7388,50221,11.56,4,5810,9.17,2,36.72
00904,25269,170112,13.96,20,23780,7.57,5,35.08
00905,42440,338327,8.89,17,30160,7.34,7,31.62
00907,20945,164133,11.96,13,19661,9.58,7,32.02
00908,2845,35416,35.06,8,12419,26.68,4,19.41
00909,27825,107204,13.54,10,14536,9.26,3,45.52
00910,44225,133939,15.22,11,20404,12.87,5,47.23
00911,11434,19403,5.66,2,1100,0,0,59.03
00912,8303,59253,21.69,7,12864,17.62,3,32.81
00913,9647,40766,12.67,4,5175,8.87,2,43.75
00915,75081,531483,16.72,35,88998,14.82,18,35.57
00916,23795,142419,15.24,18,21729,10.21,7,38.01
00917,12193,62478,14.05,11,8784,6.53,3,40.71
00918,276377,3574764,13.33,195,477423,11.13,55,20.25
00919,1356723,18068635,11.01,1022,1991542,8.24,146,17.85
00920,7622,20280,20.14,3,4085,11.25,1,49.7
00921,9137,55770,11.96,6,6683,8.12,3,40.31
00922,188766,2076186,30.2,99,627262,28.24,31,21.79
00923,106324,850923,16.47,40,140371,15.23,22,31.89
00924,56682,446603,23.78,29,106260,21.36,13,27.33
00926,9668,88982,47.01,12,41851,42.86,6,23.96
00927,107186,918897,10.63,64,97869,7.47,19,29.41
00928,5437,30356,30.73,6,9334,29.31,5,35.46
00929,407655,4543139,10.63,179,483774,8.89,43,22.71
00930,19679,134279,8.87,8,11928,6.65,4,37.85
00931B,35271,2115898,74.18,104,1569956,72.32,40,4.49
00932,14277,126783,14.42,9,18313,12.79,6,31.38
00933B,80069,6485958,76.1,401,4937088,73.17,91,3.03
00934,47860,410026,9.9,25,40674,7.69,10,31.68
00935,114003,752504,20.62,52,155275,18.42,23,30.19
00936,23593,208797,8.82,9,18460,7.58,5,30.83
00937B,215387,17167805,61.28,2994,10523640,52.82,567,2.7
00938,6452,93516,39.5,9,36943,39.5,9,20.56
00939,105718,1202976,6.26,48,75429,4.37,13,26.97
00940,331877,5547865,12.54,437,697055,8.76,83,17.95
00941,48426,441291,9.72,35,43001,6.07,9,29.56
00942B,10217,2005459,89.48,65,1794760,88.47,29,1.39
00943,4115,41889,34.97,4,14653,33.33,3,26.27
00944,8023,56081,12.4,8,6966,6.13,2,36.63
00945B,19337,821318,39.43,133,323972,31.77,35,5.48
00946,37619,475246,19.03,35,90522,16.41,13,22.35
00947,37930,270364,22.91,31,61993,18.51,14,31.7
00948B,27405,4012427,80.6,305,3234667,77.26,88,1.63
00949,18401,179928,20.68,26,37233,15.06,10,27.68
00950B,12671,3996809,90.63,145,3623233,89.2,50,0.73
00951,15621,188542,17.88,35,33739,10.57,12,21.54
00952,22668,243775,12.12,26,29605,7.02,8,25.14
00953B,49486,4284175,52.04,1267,2230142,38.32,301,2.3
00954,10823,107747,19.53,17,21078,13.38,7,25.16
00955,44176,596931,23.15,74,138306,18.2,26,18.67
00956,3358,34130,18.7,6,6391,12.6,3,24.45
00957B,4132,197263,51.46,31,101556,44.78,12,5.96
00958B,4511,127771,24.29,24,31053,17.83,9,10.1
00959B,9597,516836,48.49,76,250741,41.89,22,4.58
00960,10119,65495,11.93,5,7825,10.46,4,39.42
00961,21080,253511,7.33,19,18633,4.1,5,22.65
00962,5711,55420,25.22,9,13987,20.72,6,26.81
00963,4438,97933,31.67,22,31026,25.76,12,10.81
00964,4057,68124,23.56,15,16063,13.77,5,14.08
00965,37169,455992,41.29,46,188414,38.63,26,19.27
00966B,4030,119732,37.2,20,44548,31.31,9,10.63
00967B,2661,182407,70.3,33,128264,62.56,12,4.09
00968B,8436,729011,65.48,89,477527,61.16,39,2.93
00969B,2146,162133,71.89,46,116591,61.12,19,3.61
00970B,6013,380229,59.9,57,227821,53.97,23,4.48
00971,7370,60677,16.59,8,10075,11.59,4,29.52
00972,1788,19172,36.63,4,7025,32.36,2,21.78
009800,20541,289891,23.38,46,67793,18.64,22,18.14
009801,8531,101119,25.67,18,25971,20.08,9,21.96
009802,40544,533995,13.36,55,71420,8.46,15,21.57
009803,17683,166328,15.09,17,25113,12.15,10,26.33
009804,15304,119392,8.27,12,9894,3.49,3,31.0
009805,55873,644816,22.12,75,142720,17.14,22,22.45
009806,1135,14661,59.26,6,8690,51.98,4,16.74
009807,1246,14760,56.21,8,8299,30.1,2,19.8
009808,4423,41011,10.66,4,4378,8.6,2,31.08
009809,2582,30863,28.31,8,8746,13.81,1,23.01
00980A,70750,709230,17.31,51,122857,15.26,25,25.82
00980B,1563,53569,46.0,15,24648,36.57,6,7.78
00980D,3299,98457,40.8,24,40191,31.78,10,7.7
00980T,3524,72918,45.15,11,32932,39.85,4,13.96
009810,1981,19154,26.07,4,4997,19.98,2,24.24
009811,24707,260950,20.39,38,53256,14.95,15,24.53
009812,6319,100882,36.92,23,37274,29.18,10,16.47
009813,26457,370324,21.38,53,79274,15.42,17,20.17
009814,12989,151576,18.28,21,27736,14.19,10,22.7
009815,33537,497170,21.27,72,105836,14.75,20,18.77
009816,886744,10406344,16.46,1104,1715078,11.46,238,21.82
009817,11051,256936,28.55,59,73393,18.83,15,12.33
009818,5769,56652,6.58,2,3736,5.4,1,32.39
009819,60504,691745,12.88,59,89228,9.53,23,26.28
00981A,960699,9217709,22.31,915,2058306,17.79,228,22.75
00981B,15547,1417113,52.23,516,740392,35.53,126,2.03
00981D,8945,579800,49.67,159,288079,36.65,37,3.13
00981T,7206,195261,35.44,49,69255,21.76,9,9.67
009820,43274,1367202,40.62,271,555644,30.77,61,9.23
009821,74149,734340,13.77,66,101259,10.13,21,29.75
009822,7599,114056,9.16,11,10476,5.36,4,23.93
009823,32525,358317,18.12,38,65008,12.88,8,27.91
009824,54209,729347,20.63,90,150599,14.49,18,23.12
00982A,177783,2157936,16.12,160,348297,12.69,34,21.63
00982B,781,28400,64.98,6,18457,63.22,5,6.39
00982D,2796,73729,36.6,21,26998,26.95,9,10.01
00982T,1845,18597,33.57,6,6247,22.0,3,28.36
00983A,10831,122686,28.47,18,34958,23.67,8,21.69
00983B,859,30153,60.63,8,18286,52.84,4,6.99
00983D,4084,102197,31.56,31,32266,16.79,7,7.79
00984A,53043,490458,15.84,43,77743,12.14,15,28.18
00984B,3847,133933,37.6,32,50388,28.11,10,7.0
00984D,8173,496057,39.06,166,193851,23.2,41,3.7
00985A,49101,473789,15.35,40,72782,12.14,14,26.89
00985B,8269,612001,57.22,149,350387,47.3,47,3.38
00985D,1520,77232,68.62,18,53010,58.4,7,4.83
00986A,5043,41827,16.92,7,7087,6.76,1,31.67
00986B,408,24762,83.79,8,20750,77.31,5,3.88
00986D,2397,157177,50.09,43,78760,41.61,24,3.49
00987A,19029,172143,16.52,16,28467,13.11,7,30.7
00987B,2405,71327,50.3,21,35891,36.53,8,8.99
00988A,231120,2844437,21.11,351,600891,15.55,91,20.1
00988B,3914,88833,18.05,16,16046,10.53,6,11.87
00989A,7175,76117,20.99,8,15984,18.57,5,24.72
00989B,1559,55952,51.66,10,28915,45.95,6,8.94
00990A,121053,2265522,36.02,414,816450,27.0,96,13.88
00991A,279173,3454416,21.57,423,745650,16.2,114,20.63
00992A,186323,2321955,20.3,229,471702,15.76,58,21.74
00993A,51554,791091,16.93,104,134066,11.19,26,19.0
00994A,31941,304190,20.31,35,61849,15.82,13,25.63
00995A,26852,303035,15.68,27,47572,11.99,9,25.65
00996A,25047,320399,20.19,41,64755,14.69,11,22.6
00997A,70693,1082377,17.52,132,189862,11.48,27,19.24
00998A,16272,208109,35.3,23,73506,32.22,12,20.77
00999A,105193,1268517,14.15,102,179661,10.32,23,25.38
01001T,1378,583000,93.16,60,543237,90.08,28,0.5
01002T,3297,1393000,93.59,112,1304148,91.2,61,0.54
01004T,1244,730200,94.07,82,687065,90.44,38,0.31
01007T,1822,720000,92.83,82,668609,89.73,46,0.47
01009T,957,300000,90.28,60,270877,85.97,41,0.63
01010T,862,2308170,98.73,81,2279395,98.0,56,0.05
1101,516224,7523182,54.78,922,4123147,50.62,414,13.2
1101B,7462,200000,94.13,22,188293,91.32,14,2.15
1102,103137,3546563,81.82,338,2902878,79.59,205,6.03
1103,74174,832875,80.34,137,669346,76.71,87,5.87
1104,55932,686682,72.64,106,498955,67.1,42,8.31
1107,3436,10100,99.7,1,10070,99.7,1,0.29
1108,12779,404738,80.42,77,325546,75.42,44,6.32
1109,12064,341159,79.71,73,271974,72.86,36,5.88
1110,5256,572001,93.82,56,536764,91.5,36,1.01
1113O,178,840,0,0,0,0,0,63.21
1113R,382,2129,0,0,0,0,0,30.66
1201,88003,506063,63.3,61,320450,59.47,28,12.53
1203,55492,240000,91.06,51,218595,86.7,35,3.0
1204,3520,18375,45.74,6,8407,31.77,2,19.64
1207,46731,464094,77.24,48,358557,75.26,31,9.49
1210,100589,894767,65.21,134,583696,60.95,72,14.88
1212,30424,174167,44.23,45,77058,35.58,20,17.36
1213,6598,56623,81.87,12,46372,75.38,7,7.21
1215,96599,294790,59.32,39,174949,55.24,20,23.55
1216,149399,5682015,89.0,756,5058225,85.53,444,4.19
1217,139188,494513,60.58,127,299628,53.13,69,14.98
1218,82866,499999,67.9,71,339594,63.41,34,11.6
1219,53324,341238,62.12,79,212050,57.23,52,11.03
1220,47191,177078,67.57,46,119682,60.42,27,10.59
1221,18675,95165,34.14,22,32505,25.82,10,21.96
1224,3619,71910,88.35,20,63542,82.37,13,3.39
1225,42910,242268,89.63,38,217215,87.43,29,3.18
1227,54562,915090,67.05,74,613753,64.14,30,13.04
1228,1584,11132,37.92,5,4224,12.17,1,11.99
1229,102710,1795961,65.42,161,1175186,62.57,77,10.63
1231,35399,298454,64.69,26,193092,62.91,17,16.79
1232,17051,159975,73.58,10,117738,72.13,6,13.21
1233,10038,90592,74.51,26,67513,67.76,15,4.92
1234,24439,401871,83.19,137,334420,74.29,80,5.7
1235,2969,188578,96.34,16,181694,95.13,12,1.12
1236,11803,86674,83.42,24,72317,78.01,18,7.06
1238,2043,29948,11.73,4,3516,8.56,2,21.52
1240,3041,44232,69.65,25,30812,49.12,11,8.17
1256,6353,35775,61.12,11,21870,47.12,3,17.8
1259,16453,32390,76.79,9,24880,71.27,6,9.27
1260,1334,102098,75.9,29,77513,70.63,20,2.09
1264,9047,37052,48.46,17,17968,24.84,5,23.8
1268,3389,42224,78.11,17,32982,72.16,12,8.62
1269,663,20902,77.74,7,16253,72.74,5,2.78
1271,2997,60389,66.9,18,40409,55.42,7,7.58
1293,395,17094,74.29,11,12702,42.36,4,2.94
1294,4426,30572,56.77,13,17361,41.31,6,11.07
1295,3138,34475,56.39,14,19448,44.84,8,15.71
1301,295114,6365741,74.8,560,4762542,72.19,297,9.17
1303,233016,7930822,86.91,670,6894408,84.53,374,4.47
1304,100413,1188764,61.73,112,734111,58.69,51,13.74
1305,72356,581050,52.63,63,305906,48.53,23,16.74
1306,6139,44573,21.31,4,9502,19.38,2,23.6
1307,17307,397818,82.33,64,327623,79.04,43,6.2
1308,76580,593744,52.49,63,311763,48.89,28,16.58
1309,78803,397587,47.22,34,187843,43.91,11,22.14
1310,106595,527870,30.58,84,161571,24.06,28,25.13
1312,127801,1106620,52.58,160,582007,47.46,69,16.04
1312A,1281,20000,54.24,12,10853,21.4,2,13.58
1313,64873,1330846,66.85,156,889977,62.9,69,10.09
1314,295684,3784850,41.97,779,1589182,33.47,246,13.88
1315,5969,99099,80.7,42,79987,70.24,25,6.57
1316,61129,375946,39.01,88,146697,28.12,22,18.72
1319,33615,591477,80.16,103,474234,76.12,60,9.5
1321,4064,227228,70.47,94,160168,53.86,35,2.74
1323,13232,91275,70.4,36,64271,60.98,23,8.79
1324,23551,75122,66.65,21,50088,59.28,12,16.55
1325,36044,85281,47.66,9,40662,44.76,5,27.34
1326,177137,5861186,82.95,499,4862915,80.46,263,5.82
1333,15942,74515,51.18,14,38157,43.03,3,11.0
1336,11609,77614,51.06,23,39643,38.23,6,11.27
1337,52349,268955,48.13,57,129506,39.26,18,14.49
1338,55833,83840,42.39,24,35559,31.36,10,19.27
1339,7344,74124,74.52,15,55243,72.4,13,11.26
1340,61906,152923,34.95,24,53463,29.07,8,19.93
1341,9809,52851,83.7,16,44242,75.97,9,2.59
1342,8782,78001,58.78,14,45866,51.58,5,16.9
1343,1234,40514,66.04,22,26762,42.13,7,5.68
1402,91074,5352875,88.61,430,4743885,86.53,253,3.07
1407,162391,441234,35.25,76,155617,28.84,29,29.78
1407A,4931,67913,53.45,9,36304,52.82,8,18.89
1408,70850,352466,20.66,72,72860,12.51,23,29.39
1409,143798,1618409,66.06,215,1069494,62.52,122,12.93
1410,6675,62000,76.21,19,47265,68.21,11,5.48
1413,8544,132112,75.81,26,100178,69.29,13,5.82
1414,26554,198000,88.04,37,174348,82.99,22,4.78
1416,46040,185342,54.14,37,100375,49.2,22,14.87
1417,55697,189942,57.83,50,109892,47.53,19,16.74
1418,30727,56834,71.44,19,40611,58.95,7,5.44
1419,17086,300041,90.69,72,272164,85.53,48,2.21
1423,18292,99648,83.06,26,82797,76.29,16,4.95
1432,256799,108000,54.77,16,59164,53.15,13,30.14
1434,63069,1684665,72.17,170,1216206,68.49,68,7.53
1435,33303,139780,94.87,24,132626,93.06,19,2.26
1436,14182,194152,77.07,42,149664,73.42,31,9.18
1437,8689,201871,79.61,75,160742,67.35,37,4.87
1438,5083,111206,83.09,29,92413,76.36,18,5.0
1439,4461,92000,84.77,31,78003,74.68,17,5.09
1440,95165,1656816,77.95,267,1291769,73.18,141,6.99
1441,14887,71744,65.0,15,46655,58.35,7,19.82
1442,9170,366211,86.34,108,316238,77.71,62,3.58
1443,15783,135343,89.9,40,121694,81.1,21,2.81
1444,62467,995595,64.59,135,643386,60.67,74,10.9
1445,11994,130666,68.86,40,90003,59.83,21,7.76
1446,7856,137710,67.22,31,92600,62.72,20,8.47
1447,38362,910071,71.1,130,647247,66.71,68,8.95
1449,46271,127115,38.39,27,48831,31.44,14,25.14
1450,15158,79205,25.71,14,20375,20.94,8,25.46
1451,16996,198000,63.17,39,125104,56.63,15,11.1
1452,47244,132641,48.39,40,64216,37.55,18,15.57
1453,14221,113243,75.58,18,85604,73.67,14,12.46
1454,13841,129834,81.72,35,106134,77.54,27,6.44
1455,34956,531688,67.26,77,357752,63.8,46,11.56
1456,4610,93720,85.49,15,80143,80.57,8,3.43
1457,16782,316730,74.5,70,236044,68.07,38,6.81
1458,21182,260762,59.73,59,155794,51.01,23,13.68
1459,14050,358629,85.62,77,307144,79.48,42,4.53
1460,22994,694643,72.54,125,504095,66.05,55,5.99
1462,61247,300754,46.47,99,139820,34.36,37,16.05
1463,33519,173268,81.07,41,140515,74.55,20,5.22
1464,63516,425576,61.5,86,261794,54.32,38,10.07
1465,10338,103607,72.61,38,75254,62.38,22,10.16
1466,20922,111157,72.14,43,80223,63.89,26,8.55
1467,18106,233625,66.16,40,154607,59.41,17,10.38
1468,1327,160405,97.56,18,156515,96.81,16,0.41
1469,336,87218,92.35,28,80568,87.63,21,0.17
1470,1227,85767,87.26,36,74855,70.23,13,0.77
1471,56815,150415,22.57,24,33965,16.86,8,30.39
1472,3688,52488,79.98,16,41990,69.81,7,2.89
1473,12728,146154,71.63,30,104732,69.24,24,9.95
1474,16501,129897,59.4,32,77173,52.89,17,13.49
1475,2319,66017,76.28,16,50373,68.99,8,4.45
1476,20240,274367,80.16,78,219977,72.82,47,7.05
1477,31008,246694,61.52,77,151827,51.71,40,15.96
1480,361,416085,98.22,60,408718,94.46,37,0.15
1491,1721,54818,59.62,25,32694,44.24,12,3.37
1492R,86,526,0,0,0,0,0,36.14
1503,80916,520972,73.32,63,382085,71.12,44,14.14
1504,214584,2376441,69.58,221,1654067,66.95,119,15.38
1506,21526,300389,77.02,45,231435,71.36,16,4.34
1512,20088,98183,53.91,19,52944,47.83,8,9.61
1513,167782,503113,43.41,75,218530,38.72,37,37.92
