stock_no,people,lots,b4_pct,b4_people,b4_lots,b1_pct,b1_people,s10_pct
00661,7169,23425,17.35,5,4069,5.51,1,41.26
00662,96987,783529,38.29,82,300218,34.63,31,15.9
00663L,17571,150663,23.57,21,35527,19.43,11,23.66
00664R,6886,782575,59.14,370,462991,39.96,128,1.61
00665L,5846,487965,58.43,176,285263,45.86,78,2.43
00666R,124,14624,82.99,5,12137,82.99,5,1.29
00668,2029,7533,24.3,2,1831,15.83,1,33.4
00669R,3240,208617,47.11,64,98318,35.63,24,3.37
00670L,12105,74145,14.09,11,10459,6.84,2,27.36
00671R,3722,545384,69.33,214,378197,52.39,70,1.25
00673R,11823,703051,47.15,232,331584,33.42,70,3.43
00674R,1529,16421,41.76,4,6858,41.76,4,17.66
00675L,20162,115786,23.34,13,27044,19.62,6,29.99
00676R,4257,172834,41.87,53,72406,29.75,20,4.73
00678,1799,7948,32.96,5,2620,0,0,30.47
00679B,250687,6916692,44.1,730,3052027,39.22,161,8.7
00680L,21407,1699076,54.78,578,931245,40.2,174,2.59
00681R,110,7594,92.0,5,6987,74.85,3,2.2
00682U,286,7644,75.44,4,5768,51.55,2,4.2
00683L,366,11434,57.9,5,6622,49.59,3,6.06
00684R,192,9688,79.64,6,7716,52.52,3,3.68
00685L,33802,81639,7.96,7,6520,5.4,3,46.68
00686R,1767,186276,62.26,81,116015,43.48,26,1.89
00687B,168942,5300635,47.7,616,2529842,42.53,155,7.69
00688L,10396,702115,47.85,237,336119,33.51,75,3.07
00689R,61,6889,88.09,6,6070,57.27,2,0.64
00690,13956,80330,11.86,12,9545,4.89,3,36.33
00692,91540,614780,17.21,36,105951,15.17,17,33.51
00693U,3881,92166,38.54,25,35542,31.14,13,9.85
00694B,2036,38076,74.14,9,28233,68.92,6,9.3
00695B,2318,38686,73.65,8,28496,69.78,6,10.86
00696B,11580,660681,83.52,27,551953,82.97,21,4.01
00697B,6658,66212,25.87,13,17149,21.06,8,21.83
00700,2775,35983,14.46,7,5211,3.87,1,17.3
00701,38778,175391,9.15,13,16073,7.33,7,50.02
00702,1175,6688,53.66,5,3589,15.25,1,26.55
00703,1092,10050,23.24,3,2336,0,0,23.24
00706L,7070,156271,30.06,43,47019,18.68,13,9.57
00708L,14694,105573,21.53,23,22746,12.2,7,26.32
00709,2543,15460,32.42,8,5014,0,0,24.93
00710B,3787,181261,82.09,10,148841,80.47,5,4.92
00711B,812,872261,99.34,5,866633,99.3,4,0.17
00712,141216,5297511,32.12,1168,1702273,21.3,205,6.02
00713,278872,1777012,23.46,81,417204,22.44,53,31.85
00714,2626,22067,43.66,11,9636,18.83,3,23.78
00715L,7565,125692,45.77,19,57542,41.15,11,12.1
00717,7898,128105,29.39,32,37670,19.46,10,15.58
00719B,14442,546014,61.4,58,335352,56.9,17,6.17
00720B,82927,4097609,64.68,325,2651393,61.15,78,4.77
00722B,14209,1459739,89.62,40,1308481,89.08,26,2.57
00723B,460,1521083,99.77,15,1517790,99.67,12,0.05
00724B,6561,3089775,97.6,33,3016098,97.42,23,0.52
00725B,43688,3734706,81.47,165,3043351,79.74,59,2.86
00726B,1841,1194489,97.93,22,1170008,97.66,16,0.34
00727B,711,56689,90.42,6,51262,88.03,4,2.8
00728,9634,38923,1.34,1,524,0,0,50.35
00730,13541,74544,20.78,10,15497,17.66,6,39.37
00731,8833,24600,25.77,5,6343,19.79,3,51.68
00733,22128,70966,18.57,9,13185,14.89,5,50.64
00734B,558,25979,83.36,3,21661,76.98,1,4.91
00735,31500,102789,17.64,14,18155,12.1,4,41.34
00736,539,6227,73.89,6,4602,39.81,2,10.92
00737,5518,22538,14.38,5,3243,4.88,1,45.6
00738U,35671,237299,17.74,38,42127,10.82,11,29.08
00739,2035,25988,34.82,8,9054,18.77,2,17.8
00740B,6205,2156971,96.77,45,2087879,96.39,31,0.62
00741B,1236,14628,48.01,2,7023,48.01,2,17.59
00746B,1381,2506964,99.55,26,2495958,99.45,21,0.1
00749B,207,1104500,99.75,6,1101810,99.75,6,0.03
00750B,74,148000,99.61,4,147442,99.32,3,0.04
00751B,70068,5191103,74.81,331,3884155,72.1,94,3.13
00752,17689,302716,39.31,36,119065,35.33,15,14.23
00753L,11095,732657,51.95,257,380776,37.05,80,3.21
00754B,460,1405900,99.76,15,1402597,99.73,14,0.05
00755B,1074,280230,97.75,8,273974,97.59,7,0.85
00756B,2402,1506800,97.86,18,1474822,97.68,13,0.34
00757,74581,291494,30.96,33,90293,27.98,17,33.47
00758B,126,5525,90.49,1,5000,90.49,1,2.16
00759B,121,47525,98.89,1,47000,98.89,1,0.16
00760B,668,435020,99.08,6,431050,99.08,6,0.29
00761B,3634,2734089,98.52,33,2694353,98.37,26,0.3
00762,22766,47248,17.92,6,8469,14.07,3,52.25
00763U,4958,51065,53.19,19,27174,42.71,10,19.41
00764B,9134,1562000,93.57,36,1461893,93.02,21,1.46
00768B,1765,763600,98.2,27,749987,97.51,20,0.4
00770,18794,81458,12.07,10,9843,5.07,3,41.43
00771,2128,14225,11.94,1,1699,11.94,1,30.93
00772B,42927,3442290,80.13,145,2758941,78.38,44,2.93
00773B,9545,2562790,95.37,42,2444551,94.99,26,0.88
00775B,185,232100,99.85,8,231778,99.23,6,0.07
00777B,222,1920650,99.93,13,1919360,99.88,12,0.01
00778B,190,1505650,99.94,12,1504931,99.89,10,0.01
00779B,690,1302150,99.55,9,1296498,99.48,8,0.12
00780B,1364,268102,97.51,10,261463,96.96,8,1.22
00781B,670,8336,33.72,3,2812,17.99,1,17.62
00782B,1246,19467,20.28,4,3952,11.83,2,16.76
00783,843,9031,21.96,2,1984,16.43,1,20.61
00785B,249,1082966,99.84,11,1081292,99.76,9,0.02
00786B,1392,22066,33.06,7,7299,18.51,2,16.27
00787B,1075,12806,40.57,6,5198,15.61,1,17.59
00788B,1603,25706,25.09,8,6457,11.78,2,15.55
00789B,385,455600,99.38,11,452790,99.07,9,0.18
00791B,97,279600,99.72,7,278827,99.5,6,0.02
00792B,450,2277115,99.84,14,2273561,99.84,14,0.02
00793B,439,3526,16.82,1,593,0,0,24.27
00795B,40774,1727098,57.34,155,990604,53.63,47,5.69
00799B,1779,25536,16.2,4,4140,9.4,2,17.7
00830,157795,686965,23.19,55,159484,19.97,21,36.36
00834B,142,23198,96.13,5,22302,94.36,4,1.01
00836B,432,579541,99.55,13,577071,99.09,9,0.12
00840B,90,59431,99.27,3,59000,99.27,3,0.14
00841B,117,70440,98.66,4,69500,98.66,4,0.21
00842B,770,16267,50.94,5,8288,44.49,3,10.94
00844B,327,230175,98.99,5,227860,98.99,5,0.32
00845B,224,237551,99.55,4,236501,99.55,4,0.12
00846B,273,74350,98.18,2,73000,98.18,2,0.54
00847B,433,8305,59.2,3,4917,42.14,1,11.29
00848B,163,136066,99.51,3,135416,99.21,2,0.14
00849B,108,485106,99.87,5,484521,99.77,4,0.01
00850,81165,416444,17.56,31,73212,15.32,18,39.56
00851,2210,5525,27.87,1,1540,27.87,1,44.53
00852L,539,8865,70.31,4,6234,59.32,2,9.32
00853B,2448,182634,90.99,12,166198,89.07,6,3.4
00856B,429,6792,63.81,3,4335,44.16,1,9.58
00857B,17281,566768,51.94,73,294441,47.11,26,7.66
00858,20025,120374,17.79,14,21427,14.2,6,30.78
00859B,1329,24511,31.3,6,7676,24.65,3,11.81
00860B,366,3171,16.45,1,522,0,0,22.15
00861,18771,68412,5.8,4,3982,3.49,2,52.2
00862B,1632,838881,98.15,12,823445,98.04,10,0.45
00863B,364,576964,99.59,9,574647,99.46,8,0.11
00864B,3519,107222,38.16,22,40935,31.21,10,6.98
00865B,8247,263744,30.58,42,80691,23.65,12,6.04
00867B,211,504650,99.83,10,503833,99.83,10,0.06
00870B,323,564151,99.6,8,561951,99.42,6,0.09
00875,3624,13488,13.72,3,1853,0,0,50.44
00876,21347,75024,12.7,9,9544,9.09,4,46.55
00877,11402,143288,18.79,25,26946,11.32,8,20.37
00878,1593965,18511790,12.19,831,2261129,10.14,145,20.01
00881,315765,2358903,13.89,104,328077,12.37,41,31.89
00882,85968,2027849,27.17,381,551477,18.37,85,10.32
00884B,220,75440,98.72,4,74484,97.42,3,0.42
00885,52388,642738,17.11,92,110117,11.02,31,19.11
00886,1240,4451,10.02,1,446,0,0,47.47
00887,18820,400351,32.16,99,128836,21.01,28,11.63
00888,59414,379978,13.49,20,51321,12.22,12,37.78
00890B,737,18764,72.9,3,13683,63.95,1,8.27
00891,172732,1659090,12.53,95,208183,10.23,31,26.36
00892,38411,271792,16.21,24,44084,13.18,12,33.57
00893,60285,370884,9.21,23,34274,6.72,8,38.68
00894,26253,151509,15.49,15,23491,11.85,6,38.13
00895,30727,153916,11.21,8,17297,9.91,5,43.33
00896,47653,367880,6.14,25,22705,3.16,6,33.74
00897,10856,153012,20.04,26,30692,12.26,7,20.2
00898,11255,157976,15.84,23,25047,9.26,7,21.8
00899,4039,17135,12.84,2,2200,12.84,2,41.74
00900,139782,1728025,16.02,94,277226,13.62,25,22.02
00901,12179,62849,10.57,9,6659,1.66,1,41.85
00902,18990,230497,16.63,31,38357,11.72,12,22.07
00903,7485,51721,13.18,5,6828,9.19,2,36.18
00904,25199,169612,13.85,20,23509,7.87,6,34.95
00905,42286,333827,8.29,17,27732,7.08,9,31.88
00907,21429,175633,16.27,13,28604,14.49,8,30.67
00908,2908,36916,38.67,9,14278,31.39,5,19.22
00909,29405,116204,12.71,10,14807,8.61,3,45.18
00910,43717,131939,15.57,17,20563,9.98,5,46.24
00911,10442,18903,14.04,3,2656,7.6,1,53.96
00912,8107,59253,22.66,7,13432,20.36,5,32.2
00913,7404,27766,9.47,3,2633,3.85,1,47.69
00915,77193,555983,17.36,39,96583,15.33,20,35.04
00916,21253,128919,21.43,19,27657,15.49,7,35.76
00917,12270,63478,14.41,10,9156,7.4,3,40.63
00918,273025,3496764,10.14,200,355284,7.66,49,20.55
00919,1314018,17773635,11.25,1019,2004214,8.44,146,17.65
00920,8734,20280,14.16,3,2873,5.01,1,54.88
00921,9332,57770,13.64,7,7891,8.69,3,39.71
00922,189294,2136686,32.16,100,687614,30.33,33,21.29
00923,106841,849923,16.03,38,136541,14.73,20,32.14
00924,57354,448603,23.03,30,103414,20.35,12,27.57
00926,9862,90982,47.22,14,42978,43.05,7,24.28
00927,94513,788397,11.84,46,93398,9.75,20,30.61
00928,5292,30356,33.22,6,10089,28.61,4,34.76
00929,409737,4586639,10.5,179,482271,8.76,40,22.7
00930,20085,143279,12.3,8,17655,10.78,5,36.25
00931B,36754,2156398,73.36,113,1582541,71.4,43,4.61
00932,15003,133783,13.41,11,17967,11.24,6,31.21
00933B,82807,6569458,75.68,413,4973011,72.73,97,3.1
00934,47549,407026,10.01,24,40801,7.55,9,31.93
00935,108647,712004,18.96,48,135096,16.41,19,30.7
00936,24434,230297,13.02,7,30005,12.59,5,29.12
00937B,223540,17398305,60.35,3078,10503853,51.78,587,2.77
00938,6473,82016,30.98,7,25411,30.34,6,23.57
00939,106249,1224476,7.9,50,96931,6.05,15,26.71
00940,337883,5650865,12.47,441,705378,8.75,87,17.97
00941,47634,442291,8.64,35,38312,4.96,9,29.71
00942B,10728,2116459,89.4,68,1892751,88.36,30,1.38
00943,4078,42389,35.8,4,15183,32.84,2,26.01
00944,8123,56081,9.51,6,5340,4.84,2,37.4
00945B,19837,822318,38.32,134,315268,31.01,39,5.64
00946,38064,483746,18.57,35,89935,15.93,13,22.28
00947,28372,209864,22.26,24,46763,17.53,9,31.54
00948B,28551,4149927,80.36,317,3335633,77.05,93,1.63
00949,19027,187428,20.33,26,38135,15.79,12,27.54
00950B,13159,4042309,90.46,151,3657789,89.03,53,0.75
00951,14920,188542,20.05,33,37827,12.52,10,20.61
00952,22348,241275,11.33,25,27378,6.09,6,25.15
00953B,50628,4346675,52.1,1236,2265769,38.73,286,2.33
00954,10048,98747,18.77,15,18559,11.88,5,25.53
00955,45624,603931,23.06,75,139357,18.46,28,19.02
00956,3390,34630,20.07,7,6957,8.72,2,24.27
00957B,4352,209263,50.49,34,105709,44.48,15,5.81
00958B,4708,147271,31.62,26,46585,24.47,8,9.08
00959B,9994,533836,48.56,76,259361,42.37,23,4.66
00960,10290,65995,12.14,6,8021,10.68,4,39.59
00961,19182,213511,9.0,12,19239,6.21,4,24.74
00962,5686,56920,25.77,9,14675,20.65,5,26.26
00963,4414,92433,30.75,21,28442,23.22,10,11.46
00964,3658,63124,26.0,16,16423,14.86,5,13.67
00965,38825,482492,40.66,51,196263,37.92,29,19.13
00966B,4207,124732,36.82,20,45939,31.32,9,10.62
00967B,2730,184907,70.86,36,131059,61.83,12,4.18
00968B,8755,745011,64.89,92,483598,60.17,37,3.0
00969B,2255,177633,72.85,51,129430,60.94,19,3.43
00970B,6253,387729,59.32,57,230069,53.78,24,4.59
00971,7610,64677,19.14,10,12396,13.83,5,28.82
00972,1837,19672,34.48,3,6785,32.2,2,21.86
009800,20799,291391,23.59,48,68788,18.92,24,18.34
009801,8841,111119,29.59,20,32903,23.29,9,20.79
009802,41044,539995,13.15,53,71124,8.36,14,21.58
009803,16219,152328,11.12,16,16965,7.07,7,26.64
009804,15076,117892,8.1,10,9580,4.14,3,31.01
009805,58162,685316,19.62,78,134581,15.04,26,22.24
009806,1156,15161,56.44,5,8559,52.35,4,16.42
009807,1260,15760,54.72,8,8626,29.65,2,19.02
009808,4420,41511,10.97,5,4557,6.57,2,30.86
009809,2613,33363,33.23,10,11094,20.91,3,21.93
00980A,73234,731230,16.93,56,123902,14.33,22,26.03
00980B,1623,55069,44.41,15,24462,35.35,6,7.84
00980D,3405,100457,42.56,27,42777,32.09,10,7.99
00980T,3697,73918,44.46,14,32879,36.55,4,14.31
009810,1972,19154,20.74,3,3974,18.39,2,24.42
009811,25677,282450,22.71,42,64178,15.81,13,23.47
009812,6633,109382,38.67,24,42304,31.39,11,16.06
009813,27628,419824,27.29,62,114634,20.62,19,18.65
009814,13346,166576,22.52,24,37527,16.99,9,21.44
009815,35345,538170,22.42,81,120711,15.97,23,18.33
009816,852472,9532844,14.32,1000,1366853,9.31,206,23.09
009817,11398,266936,29.44,64,78626,19.87,18,12.3
009818,6063,58152,3.04,2,1768,0,0,33.38
009819,62395,705245,11.53,64,81462,8.22,25,26.58
00981A,990245,9150209,18.63,920,1706528,14.16,228,23.79
00981B,15701,1429613,52.48,491,750573,36.96,123,2.05
00981D,9217,588300,49.16,154,289319,36.41,36,3.21
00981T,7167,182261,34.31,44,62569,20.9,8,10.44
009820,45699,1479202,40.99,300,606697,30.95,67,9.1
009822,8527,129056,8.09,10,10460,4.79,3,24.14
00982A,183260,2199436,15.3,166,336810,11.83,36,21.98
00982B,832,28900,64.44,6,18626,62.71,5,6.6
00982D,2907,82229,41.94,22,34508,29.9,7,9.58
00982T,1904,19097,32.27,6,6167,16.65,2,28.92
00983A,13029,190686,28.84,22,55022,24.06,8,16.8
00983B,926,31153,54.39,7,16947,51.19,5,7.24
00983D,4195,104197,32.21,33,33586,16.82,7,7.8
00984A,51223,464958,16.11,40,74989,12.01,13,28.77
00984B,4277,151933,37.14,38,56452,26.18,11,6.79
00984D,6844,382057,40.09,122,153248,24.37,29,4.25
00985A,50855,498289,16.07,40,80188,13.17,15,26.54
00985B,8513,614501,57.06,142,350706,47.17,40,3.54
00985D,1353,71732,69.58,15,49920,59.08,5,4.64
00986A,5182,43327,16.83,7,7305,10.54,3,31.67
00986B,418,24762,81.85,7,20271,75.37,4,3.94
00986D,2442,173677,52.0,46,90341,43.22,25,3.23
00987A,21037,190143,14.31,19,27249,9.91,6,30.69
00987B,2513,76327,51.01,20,38948,40.54,9,8.81
00988A,214222,2571437,22.05,304,567467,16.69,75,20.68
00988B,3857,84333,19.03,16,16075,9.68,5,12.63
00989A,7402,77117,17.38,8,13413,13.59,4,25.24
00989B,1702,58952,47.88,11,28239,41.45,6,9.26
00990A,118266,2130022,33.19,405,707455,23.52,87,14.63
00991A,235931,3045916,21.6,356,658505,16.47,96,20.55
00992A,203544,2566955,20.78,245,534193,16.46,64,21.5
00993A,53593,831091,17.0,115,141433,10.5,24,18.89
00994A,34685,308190,15.71,37,48482,11.4,15,27.44
00995A,27660,321035,15.94,25,51255,12.54,8,25.11
00996A,26219,327399,15.64,37,51279,10.35,9,23.49
00997A,63752,970377,19.93,117,193609,14.04,25,19.69
00998A,14230,182609,36.5,24,66681,33.04,13,20.88
00999A,117432,1423017,12.61,115,179760,8.79,25,25.25
01001T,1394,583000,93.14,60,543103,90.06,28,0.52
01002T,3325,1393000,93.53,112,1303223,91.15,61,0.54
01004T,1251,730200,94.12,83,687327,90.45,38,0.31
01007T,1835,720000,92.85,82,668596,89.6,45,0.49
01009T,960,300000,90.22,59,270720,85.75,40,0.63
01010T,869,2308170,98.72,81,2279047,97.99,56,0.05
1101,518541,7523182,55.28,921,4160143,51.12,411,13.25
1101B,7499,200000,94.13,22,188292,91.31,14,2.11
1102,105332,3546563,81.17,342,2879421,78.86,203,6.16
1103,74278,790247,79.22,133,626183,75.59,85,6.2
1104,55433,686682,73.63,113,505748,67.97,47,8.13
1107,3437,10100,99.7,1,10070,99.7,1,0.29
1108,12758,404738,80.64,78,326434,75.83,45,6.28
1109,12059,341159,79.64,73,271757,72.86,36,5.85
1110,5293,572001,93.8,54,536665,91.44,35,1.02
1113O,179,842,0,0,0,0,0,63.29
1113R,382,2129,0,0,0,0,0,30.66
1201,88189,506063,63.12,58,319562,59.42,27,12.58
1203,55621,240000,91.04,51,218563,86.68,35,3.03
1204,3523,18380,45.72,6,8407,31.76,2,19.66
1207,46753,464094,77.22,48,358464,75.24,31,9.49
1210,102306,894767,64.02,132,573051,59.71,68,15.3
1212,30437,174178,44.23,45,77058,35.58,20,17.37
1213,6609,56623,82.22,12,46565,77.46,8,7.3
1215,94945,294790,61.38,44,181008,56.25,20,22.42
1216,152041,5682015,88.77,760,5045193,85.25,446,4.29
1217,140037,494513,60.29,125,298274,53.02,69,15.11
1218,83112,499999,68.43,72,342237,63.77,35,11.57
1219,53543,341238,61.86,80,211127,56.91,52,11.21
1220,47106,177078,67.54,46,119651,60.4,27,10.44
1221,18690,95251,34.1,22,32505,25.79,10,21.96
1224,3621,71910,88.35,20,63542,82.37,13,3.39
1225,42845,242268,88.95,38,215544,86.21,27,3.21
1227,55127,915090,66.91,73,612512,64.17,31,13.17
1228,1584,11132,37.92,5,4224,12.17,1,11.99
1229,104236,1795961,65.14,158,1170365,62.24,72,10.76
1231,35456,298454,64.69,26,193110,62.96,17,16.72
1232,16766,159975,73.69,10,117913,72.2,6,12.78
1233,10071,90592,74.31,26,67332,67.56,15,4.95
1234,24375,401871,83.26,137,334661,74.32,80,5.6
1235,2978,188578,96.35,16,181721,95.13,12,1.11
1236,11844,86674,83.59,24,72482,77.93,18,6.99
1238,2044,29948,11.73,4,3516,8.56,2,21.52
1240,3027,44232,69.66,25,30817,49.12,11,8.09
1256,6362,35775,61.15,11,21882,47.12,3,17.77
1259,16509,32390,76.68,9,24842,71.27,6,9.42
1260,1350,102098,75.9,29,77509,70.63,20,2.1
1264,9006,37052,48.51,17,17986,24.84,5,23.63
1268,3379,42224,77.96,17,32920,72.19,12,8.55
1269,672,20902,77.68,7,16241,72.74,5,2.9
1271,2996,60389,66.91,18,40414,55.43,7,7.53
1293,392,17094,73.82,11,12622,42.07,4,3.05
1294,4203,30572,56.71,12,17342,39.84,4,9.72
1295,3171,34475,55.85,14,19260,44.3,8,15.68
1301,312094,6365741,72.57,570,4620882,69.81,287,9.9
1303,243749,7930822,85.82,675,6808025,83.43,372,4.95
1304,101998,1188764,60.74,109,722354,57.86,51,14.08
1305,72953,581050,51.87,59,301467,48.49,24,16.95
1306,6141,44601,21.3,4,9502,19.37,2,23.58
1307,17277,397818,82.58,69,328603,79.0,44,6.17
1308,77338,593744,51.82,62,307780,48.28,27,16.87
1309,79522,397587,46.24,32,183886,43.03,9,22.43
1310,106844,527870,30.03,88,158574,23.51,29,25.07
1312,129001,1106620,50.85,165,562884,45.35,65,16.22
1312A,1286,20000,54.18,12,10840,21.4,2,13.67
1313,63713,1330846,66.77,162,888831,62.56,71,9.86
1314,303258,3784850,39.38,771,1491115,30.92,242,14.44
1315,6002,99099,80.7,42,79989,70.24,25,6.66
1316,61540,375946,38.52,85,144901,28.53,24,19.01
1319,27084,591477,85.63,96,506566,82.31,61,6.71
1321,4104,227228,69.55,91,158094,53.47,35,2.78
1323,12901,91275,70.71,37,64558,60.91,23,8.98
1324,23616,75122,66.65,21,50084,59.28,12,16.46
1325,36173,85281,47.8,10,40783,44.39,5,27.64
1326,185536,5861186,81.8,510,4795142,79.21,261,6.23
1333,15946,74515,51.18,14,38154,43.03,3,11.0
1336,11401,77614,50.05,21,38865,38.24,6,11.58
1337,52544,268955,48.15,61,129529,38.4,17,14.66
1338,55956,83840,42.51,23,35653,33.25,11,19.47
1339,7403,74124,74.43,15,55177,72.31,13,11.28
1340,62164,152923,34.92,24,53413,29.05,8,20.01
1341,9818,52851,85.02,17,44943,75.97,9,2.56
1342,9385,78001,57.29,13,44698,51.58,5,18.42
1343,1235,40514,66.02,22,26757,42.15,7,5.66
1402,95612,5352875,87.56,447,4688242,85.4,260,3.27
1407,162485,441357,35.24,76,155617,28.83,29,29.8
1407A,4932,67914,53.44,9,36304,52.81,8,18.89
1408,70897,352805,20.64,72,72860,12.5,23,29.39
1409,142268,1618409,67.47,210,1092395,64.27,126,12.59
1410,6636,62000,76.02,19,47143,68.03,11,5.36
1413,8577,132112,75.75,26,100094,69.23,13,5.91
1414,26456,198000,88.22,38,174708,82.89,22,4.92
1416,46167,185342,54.55,39,101142,49.18,22,14.82
1417,55834,189942,57.5,49,109272,47.54,19,16.7
1418,30735,56834,71.41,19,40597,58.95,7,5.49
1419,17126,300041,90.67,72,272122,85.55,48,2.23
1423,18286,99648,81.95,26,81683,74.91,16,4.87
1432,257820,108000,54.83,16,59232,53.91,14,29.47
1434,63469,1684665,71.93,167,1212232,68.27,64,7.57
1435,33406,139780,94.89,24,132651,93.06,19,2.16
1436,13953,194152,77.62,42,150759,73.98,31,8.75
1437,8766,201871,79.35,75,160223,67.08,37,4.97
1438,5063,111206,83.05,29,92379,76.31,18,4.94
1439,4483,92000,85.09,32,78299,74.68,17,5.12
1440,95931,1656816,77.85,271,1289907,73.07,141,7.05
1441,15004,71744,65.0,15,46656,58.35,7,19.85
1442,9352,366211,86.13,108,315470,77.34,61,3.66
1443,15847,135343,89.84,40,121616,81.11,21,2.84
1444,56430,995595,65.26,139,649990,60.97,73,9.41
1445,12001,130666,68.75,40,89863,59.67,21,7.73
1446,7775,137710,67.83,30,93441,63.64,20,8.33
1447,33730,910071,71.19,138,648131,66.47,70,7.54
1449,46035,127115,39.16,27,49797,33.05,15,24.48
1450,15172,79288,25.68,14,20375,20.91,8,25.44
1451,17143,198000,62.95,38,124702,56.62,15,11.18
1452,47392,132641,48.37,41,64195,37.17,18,15.69
1453,14346,113243,75.88,19,85950,73.67,14,12.56
1454,13869,129834,81.77,35,106200,77.56,27,6.42
1455,35362,531688,67.03,78,356495,63.07,44,11.68
1456,4674,93720,85.4,15,80062,80.66,8,3.55
1457,16900,316730,74.55,71,236178,67.97,38,6.82
1458,21190,260765,59.73,59,155788,51.01,23,13.69
1459,14173,358629,85.63,80,307148,79.2,43,4.54
1460,23190,694643,72.11,126,501090,65.45,54,6.02
1462,61286,301378,46.51,100,140233,34.29,37,16.02
1463,33697,173268,81.15,42,140646,74.36,20,5.32
1464,63710,425576,60.97,84,259581,54.1,38,10.1
1465,10398,103607,72.49,38,75138,62.38,22,10.19
1466,20919,111157,72.23,40,80324,64.59,25,8.49
1467,18203,233625,65.95,39,154116,60.23,19,10.39
1468,1332,160405,97.59,18,156549,96.81,16,0.42
1469,336,87218,92.35,28,80568,87.63,21,0.17
1470,1239,85767,87.63,36,75177,71.56,14,0.77
1471,57044,150415,22.85,23,34377,18.26,10,30.6
1472,3640,52488,79.77,17,41881,69.58,8,2.64
1473,12790,146154,71.87,31,105085,69.01,24,9.97
1474,16610,129897,59.27,32,77016,52.72,17,13.63
1475,2353,66017,76.27,16,50372,68.98,8,4.55
1476,18733,274367,81.67,79,224121,74.99,49,6.11
1477,29994,246694,64.29,82,158658,54.19,43,14.94
1480,368,416085,98.22,61,408704,94.46,38,0.15
1491,1721,54818,59.62,25,32694,44.24,12,3.37
1492R,86,526,0,0,0,0,0,36.14
1503,80092,520972,73.88,66,384948,71.57,46,14.02
1504,212324,2376441,70.82,214,1683243,68.4,121,14.82
1506,21608,300389,76.9,44,231030,71.36,16,4.39
1512,20136,98183,53.9,19,52935,47.81,8,9.65
1513,167498,503113,41.63,76,209558,37.2,40,38.44
1514,95649,273108,47.98,64,131133,39.9,29,32.06
1515,22499,181474,50.32,37,91344,40.97,11,19.69
1516,44947,40008,63.5,14,25412,58.54,11,11.65
1517,46598,220000,48.5,30,106729,44.1,14,22.39
